lpov_nbh_pooled_male_mean
0.43086168
0.46692973
0.18696585
0.48570755
0.28282714
0.1497422
0.21357372
0.26870129
0.12438817
0.14101718
0.1901332
0.1528603
0.18114085
0.13386941
0.13008639
0.323863
0.29252133
0.19254024
0.17046545
0.22433823
0.21358611
0.19033785
0.29647046
0.22999144
0.16009299
0.38979897
0.17895772
0.35348135
0.25328514
0.17411946
0.16589002
0.20917347
0.29323006
0.15883751
0.2524296
0.21850221
0.42575675
0.17173345
0.34746584
0.28621298
0.35821491
0.3654806
0.17654602
0.19829537
0.46553627
0.32105798
0.23365395
0.216528
0.32287714
0.23484704
0.37884766
0.38225654
0.17445306
0.15391624
0.18941386
0.14788607
0.26953688
0.33256596
0.58702582
0.18865813
0.27948982
0.23951815
0.43782303
0.24668145
0.1919394
0.17633399
0.20986602
0.44496581
0.35347459
0.62699687
0.1681917
0.67658544
0.54439676
0.38593304
0.58988219
0.3895309
0.49532005
0.64447594
0.56532896
0.46693382
0.53704971
0.36453998
0.29713249
0.55743045
0.37331399
0.63128132
0.15777345
0.76138514
0.37294677
0.59012651
""
0.63819158
0.49329403
0.62312907
""
0.24513201
0.20071922
0.41049731
0.39003342
0.46421999
0.32722989
0.37364107
0.31067264
0.50298077
0.39572659
0.31649935
0.42228773
0.42097318
0.21255957
0.42497012
0.2730225
0.19470924
0.24941288
0.2795572
0.38616556
0.17470475
0.1712528
0.13032827
0.16768177
0.14937247
0.19351827
0.16023073
0.19389479
0.14151001
0.17844018
0.15929213
0.32078287
0.17011409
0.29702353
0.32301432
0.20013382
0.17252584
0.17336312
0.3344624
0.16623357
0.13810042
0.26003069
0.56571037
0.26857188
0.15538572
0.31493345
0.15052906
0.155247
0.18526317
0.14162996
0.28243637
0.25858608
0.13790734
0.13124731
0.14898783
0.14460312
0.26166806
0.23250899
0.34821597
0.15376948
0.27797905
0.27707183
0.19651347
0.15959616
0.18205738
0.23659536
0.084660806
0.17343061
0.16753313
0.17595164
0.15595783
0.14061159
0.16880584
0.25363833
0.13390598
0.3292619
0.15956327
0.1867252
0.37310573
0.16245326
0.16084279
0.32379943
0.29423055
0.18475567
0.15297256
0.20374694
0.20049462
0.24874303
0.21957491
0.13686135
0.19208084
0.56169373
0.42192751
0.57840997
0.39517504
0.56980562
0.43973973
0.61884522
0.29170197
0.60861599
0.31103238
0.26355165
0.27356002
0.23133714
0.54500955
0.35677499
0.34331253
0.37066987
0.35629451
0.44943997
0.29958868
0.65936273
0.39160231
0.33583805
0.25456211
0.21839604
0.55356258
0.3904644
0.51372111
0.57957256
0.57070738
0.66166824
0.42169732
0.45640516
0.49497795
0.5127992
0.46671003
0.52752864
0.56978828
0.43105674
0.56672013
0.66162425
0.52491826
0.59294373
0.4365907
0.36597466
0.43976799
0.36076728
0.54492986
0.55467111
0.39376742
0.51677907
0.28214636
0.37665552
0.25848746
0.46926829
0.59379554
0.46171406
0.38497961
0.4822585
0.31611037
0.57957846
0.51120996
0.41295263
0.2605215
0.57052201
0.6494804
0.405671
0.25289115
0.63612658
0.19055508
0.22940838
0.35768995
0.37241507
0.39255294
0.35705709
0.17189154
0.68628806
0.58572745
0.66775846
0.52600676
0.40471613
0.52936399
0.42232889
0.63532972
0.50473732
""
0.27025157
0.32711011
0.61578536
0.36587372
0.58945912
0.31633517
0.50023568
0.53031516
0.31828284
0.31525832
0.39885017
0.46420404
""
0.30194119
0.39631206
0.4422999
0.40034285
0.27002195
0.51701319
0.61710536
0.66899908
0.6031242
0.34861174
0.39970997
0.66540146
0.28250906
0.58945781
0.32793817
""
0.3895683
0.34038132
0.60705268
0.54325789
0.34135702
0.49829367
0.48447639
0.64940017
0.66492963
0.71624267
0.73898602
0.67008382
0.69550812
0.7223441
0.57433921
0.45380041
0.57763755
0.52243406
0.37546435
0.36080459
0.2902202
0.38074937
0.26447445
0.52982622
0.46333849
0.19433442
0.49972928
0.34646988
0.52211595
0.50924915
0.21424368
0.24133292
0.15067273
0.43161622
0.33223739
0.43975589
0.1240116
0.18276368
0.19537616
0.30977932
0.20232733
0.17421505
0.19370256
0.20215733
0.41597214
0.35639837
0.42798749
0.17654651
0.42502892
0.32890451
0.35083461
0.2464381
0.43055049
0.4576253
0.4281556
0.19364718
0.11757445
0.16984265
0.45396769
0.33048108
0.55130553
0.35730624
0.52578777
0.52042723
0.46902254
0.26261282
