kfr_stycz_pooled_female_p25_se
0.0084649418
0.0060751396
0.0096239951
0.013017386
0.0090036178
0.012781921
0.0085822735
0.0051222765
0.0070604496
0.012314433
0.0098228473
0.017270828
0.010259717
0.018397389
0.018097838
0.0099811042
0.0081965746
0.013964852
0.015088544
0.0096751014
0.016593892
0.0071262112
0.0082864119
0.0062292223
0.0080375094
0.0074917795
0.0081303418
0.0054917256
0.015842397
0.0126682
0.011373575
0.01376322
0.0097621232
0.012623806
0.0060201697
0.0089376559
0.0021684978
0.020534307
0.0077028968
0.010291848
0.0068395394
0.0078734439
0.0091966102
0.0087925037
0.0043953918
0.011291982
0.012897936
0.0067606536
0.002607272
0.013905919
0.0029604698
0.0063209836
0.011610105
0.010591661
0.008771616
0.012666913
0.0059317858
0.0082439547
0.0080178762
0.013531002
0.005144754
0.0076893819
0.0048325821
0.0077699083
0.016110541
0.013561392
0.011543138
0.046809316
0.059503686
0.0047601806
0.015261716
""
""
0.038781721
0.0093495166
""
0.062081959
0.01999207
0.014154065
0.028415166
0.025549823
0.017944807
""
0.011085732
0.023869973
0.051101189
0.022445047
""
0.02864222
0.036093485
""
0.039722674
0.046704348
""
""
0.02422596
0.0092388876
0.006281951
0.0077023539
0.010586711
0.013708455
0.040444296
0.015550389
0.0013856749
0.0051954286
0.0086637307
0.0024269971
0.0046822159
0.0074378937
0.0066389428
0.0052510826
0.010759918
0.014289366
0.011486425
0.0054502082
0.011990667
0.016299056
0.03293556
0.012588737
0.012526193
0.012111421
0.013448915
0.01286466
0.023546129
0.012820242
0.012971971
0.0076214736
0.0074069868
0.0057239193
0.013055109
0.023761444
0.01300272
0.01379603
0.0081908721
0.015626581
0.018774744
0.0061892318
0.019706963
0.0094868476
0.0096298456
0.010465234
0.016260048
0.011429548
0.020017058
0.013665401
0.0051657297
0.011683787
0.021200342
0.014134935
0.015952859
0.017054863
0.016500922
0.012359845
0.0083855754
0.016360614
0.018486226
0.0081484141
0.0062279277
0.017600542
0.02451873
0.017312074
0.020453138
0.0089092031
0.020553067
0.0091277175
0.020556321
0.010286951
0.014572458
0.0088604344
0.026841307
