working_other_male_p100
0.83424968
0.79623532
""
""
0.90641558
""
""
0.8785336
""
""
""
""
""
""
""
0.64514774
0.88383502
""
""
""
""
0.64202225
0.83913827
0.814439
0.85981053
0.84424913
0.68066019
0.73452771
""
""
""
""
""
""
0.82937098
0.70067674
0.74571884
""
0.5988934
0.82898623
0.67962152
0.86387831
""
""
0.81082028
""
""
0.84332573
0.77497953
""
0.79866117
0.84452152
""
""
""
""
0.7063008
0.80519909
0.833067
""
0.83781344
""
0.71956146
0.85437119
""
""
""
""
""
0.8247022
0.61163551
""
""
""
0.88511992
""
""
0.81601173
0.84090775
0.94801068
0.76907098
""
""
0.79052848
0.62907803
""
""
""
0.61912882
0.79718995
""
""
""
""
""
""
0.79258633
0.81750637
0.79374439
0.91927046
""
""
""
0.79096854
0.74703979
0.83166945
0.80895984
0.7487489
""
0.72865772
0.86710614
""
""
0.91722554
0.87845141
0.99831772
""
""
""
""
""
""
""
""
""
""
0.80858159
0.81644779
0.89127207
""
""
""
""
0.76785636
""
""
0.71840781
""
""
0.89902377
0.67740089
""
0.78226602
""
""
0.88214684
""
""
""
""
""
""
""
0.79505169
""
""
1.0001771
0.8296147
""
""
""
""
""
""
""
""
""
0.86498964
0.78274035
""
0.83723146
""
""
0.84283942
""
""
0.70256597
""
""
""
0.74789459
""
0.74872869
0.61696649
""
""
0.80329031
""
0.68330187
0.8076629
0.75772488
0.81186718
0.80029285
0.78930128
0.75537062
0.79630804
0.88419604
0.74350446
0.74014747
0.86901844
0.81752431
0.8302719
0.74426079
0.80433923
0.78497273
0.79484481
0.77543128
0.78182948
0.67697901
0.77672714
""
""
0.81301659
0.6952129
0.7311784
0.79518527
0.77405536
""
0.79049623
0.77507329
0.75039732
0.79802221
0.80660278
0.79329085
0.79005224
0.79046762
0.80019701
0.78924495
0.8153832
0.74825263
0.75340599
""
0.84277248
0.81258714
0.80357039
0.75135815
0.80523199
0.87480003
""
0.78108215
0.7132352
0.8033486
0.78940153
0.74468309
0.82758027
""
0.85207999
""
""
""
0.7873469
0.81663918
""
""
""
""
""
""
""
0.5938797
0.80351466
""
0.84424013
""
""
0.81586432
0.89259237
0.78666008
""
""
""
""
""
""
0.8276599
""
""
""
0.78561002
0.72874421
""
""
""
0.8737883
""
""
0.71447432
0.93908405
0.74323642
""
""
0.79667759
""
""
""
0.76508099
""
""
""
""
""
""
""
""
0.66786176
""
0.86132729
""
0.77917248
0.7984463
0.72238696
0.76325691
0.7875824
0.79379272
0.93227112
0.7239877
0.84302747
0.83217114
0.74365759
0.75147396
0.78146678
""
0.7973395
""
0.82123005
0.76914513
""
0.82637584
0.68577361
0.81052572
0.79068023
0.76685917
""
""
0.80693907
0.81120479
0.76175004
""
0.77979106
""
""
""
""
""
""
0.75135678
0.84506553
