work_24_asian_pooled_p100
0.77281892
0.70220828
""
0.79591858
0.82830817
""
0.79402012
0.64703101
""
0.82274079
0.85115027
0.811387
""
0.88606852
0.86326659
""
""
0.86930412
""
0.77170658
0.83587587
0.77788848
0.80806243
0.87724143
0.78627521
""
0.82865238
0.83831882
0.87025285
0.59654343
0.97543395
0.93535662
0.812639
0.82056248
0.79421318
0.7758593
""
0.84945047
""
""
0.73692197
""
""
""
""
0.75838882
0.74418265
0.78283858
0.71689761
0.76760411
0.72411305
0.76389849
0.90242714
""
""
0.73841405
0.82869184
""
""
0.77733582
0.88731831
0.80500698
""
""
0.95044041
0.81121206
""
""
""
""
0.70458132
0.9053995
0.82315153
0.88548684
""
""
0.7319755
0.9060933
""
0.81223649
0.91174126
0.76657104
""
0.84576756
0.81343573
0.81473827
0.78755987
0.78006047
0.81650931
0.86220163
0.76585031
""
0.88407338
0.77050453
""
""
0.8185668
0.80684227
0.79308891
0.76550263
0.84850222
0.77213907
0.77843583
0.81235945
0.83330244
0.8122285
0.832542
0.82347345
0.80277008
0.73480272
0.74322474
0.86476338
0.79468089
""
0.82011408
0.76034033
0.75948071
""
""
""
0.85134822
0.5818401
0.56789708
0.82576883
0.59691584
0.76860404
0.75881648
0.80034411
0.78203434
0.60995072
0.75824416
0.74015856
0.80295551
0.96612149
0.74854499
0.78843379
0.7682063
0.77904928
0.86367446
0.71557379
0.73283982
0.78742236
""
0.63392174
0.64766431
""
0.78955859
0.80231166
0.87568629
0.75207436
0.90657336
0.79778451
0.73638827
""
0.83923692
0.77189893
""
0.7979753
""
0.59112531
""
""
0.85477215
0.82988453
""
0.83781272
0.83186078
0.81607008
""
0.88512367
0.78296459
0.79631221
0.66322136
0.78900898
0.93139637
""
0.78242403
0.8297978
0.89155263
0.77700275
0.99572575
0.9105947
0.80128163
0.81689984
0.8704133
0.79088664
""
0.75062037
0.82059944
""
0.87947881
0.834786
0.75750291
""
""
0.87429017
0.80017769
0.82067949
0.79079974
0.86805606
0.80287683
0.86502057
0.75757217
0.71920568
0.83049357
0.78473353
0.80973721
0.82421446
0.82028329
0.78079748
0.78741574
0.81365949
""
""
0.7993173
0.8431648
0.8166706
0.80235291
0.74456507
0.72711468
0.80208826
0.8410632
