staytract_pooled_pooled_p100
0.074256867
0.13654026
0.12562516
0.30901346
0.26672024
0.68223792
0.14986545
0.15594508
0.16348533
0.07269194
0.27741337
0.28759372
0.12187446
0.24422789
0.10138346
0.16712937
0.13088332
0.17441727
-0.067615338
0.068595842
0.25213692
0.18716398
0.13991077
0.10894918
0.14662997
0.12987491
0.14427841
0.16968046
0.20559056
0.24985152
0.26210365
0.2571463
0.3651152
0.28299576
0.14552872
0.15410095
0.15791468
0.45770317
0.17449854
0.27766132
0.1133642
0.18832868
0.23577712
0.17340253
0.1179522
0.26560178
0.10421978
0.14560498
0.14857873
0.10802185
0.097859554
0.12121624
0.49871767
0.30391222
0.15213874
0.22567131
0.23637046
0.17490949
0.10828087
0.32753643
0.13747509
0.1144035
0.1609969
0.18848032
0.22392526
0.36577916
0.30613405
0.12936378
0.11992127
0.16293764
0.36869344
-0.1535956
-0.016854491
-0.068981878
0.25631684
0.1148492
-0.069875665
0.20648217
0.27991253
0.25894418
0.25408179
0.54123229
0.43758065
0.18175164
0.14298567
0.57900071
0.24483871
-0.14789277
0.022683281
0.33741182
0.28664389
0.28361604
0.10409411
0.48924708
""
-0.074161425
0.2019036
0.10961336
0.090420432
0.047014218
0.0089575164
0.12101864
0.16146627
0.099612638
0.089811638
0.090277366
0.095083304
0.079296179
0.067877255
0.086801387
0.080537796
0.033411425
0.1291045
0.077088557
0.11701885
0.14225385
0.29737461
0.52239478
-0.031073641
0.03114873
0.04865646
0.20223093
0.20150064
0.35796255
0.1150341
0.064735033
0.16883929
0.15612349
0.13786204
0.20469061
-0.095308602
0.15976663
0.11617825
0.15701035
0.18853594
0.0091047082
0.13150588
0.28492993
0.1499411
0.12814677
0.23987608
0.16038828
0.062530279
0.26463133
0.1006555
0.12882735
0.1411718
0.14704341
0.15554196
0.42503664
0.30942607
0.29839012
0.14267786
0.098409235
0.059802301
0.346766
0.1860995
0.14409222
0.010147952
-0.06370201
0.065367639
-0.24284595
0.052870195
-0.023494894
0.1640738
-0.030265251
0.22511838
0.10283802
0.099348433
0.21118616
0.13113451
0.23920541
0.15241005
0.15143158
