kir_imm_pooled_pooled_p50
0.46775511
0.45569658
0.50507432
0.51733369
0.52480364
0.40687814
0.5005073
0.45615983
""
0.51435924
0.47642893
0.52855057
0.48298138
0.52482224
0.47653085
""
0.46861631
0.47792509
""
""
0.49341947
0.47056556
0.44956023
0.44475302
0.53297502
0.60103977
0.48437387
0.49139735
0.53322971
0.36063537
0.47264197
0.55323577
0.54463238
0.51842946
0.53998464
0.48648459
0.47795224
0.5227344
""
""
0.52300686
0.55118072
""
""
""
0.4569844
0.55444533
0.55972975
0.59177595
0.53119707
0.50875032
0.52610952
0.5005706
""
""
0.52662599
0.63471419
""
""
0.51737636
0.6233198
0.51515329
""
0.64125735
0.41510829
0.5153845
""
0.46408072
""
0.38988379
0.67721409
0.61258429
0.55402559
0.578444
0.41841868
""
0.4301053
0.43370268
""
0.51797611
0.55560452
0.44970489
0.52579898
0.44965687
0.4967047
0.53129411
0.54299623
0.47266999
0.51287103
0.48204613
0.64484978
0.44174391
0.43540657
0.50762177
0.46957833
""
0.50432074
0.47797722
0.50842243
0.5022819
0.50475907
0.53379732
0.51736015
0.49998769
0.49304473
0.50203621
0.48536426
0.50836092
0.47579208
0.48219395
0.53470403
0.47140229
0.51273674
0.33366212
0.51352829
0.51461536
0.52162486
""
""
""
0.49597567
0.45701879
0.47444534
0.46533924
0.54716796
0.52154106
0.5095976
0.51863003
0.51437491
0.54189903
0.53334123
0.49513066
0.52884561
0.47069919
0.49119815
0.48549822
0.47942203
0.47596553
0.46623623
0.52025586
0.50890189
0.4611457
""
0.41857216
0.48067337
""
0.4725014
0.43615744
0.40338612
0.49710587
0.49506831
0.5021885
0.55164295
""
0.48586214
0.503914
""
0.49843901
0.53325772
0.59533119
""
""
0.52790481
0.58550841
0.48641658
0.59702599
0.44197637
0.47784799
0.44282362
0.49821755
0.53253388
0.54703331
0.50092214
0.50292629
0.55898112
0.57438582
0.50656784
0.50574178
0.44941244
0.51684541
0.52765578
0.4357124
0.51241308
0.44373089
0.42461827
0.54023153
""
0.50038993
0.54694468
""
0.54154718
0.5249213
0.51615506
""
""
0.54643565
0.50776941
0.46128243
0.5199663
0.51820225
0.526384
0.53408378
0.49375549
0.48618811
0.48926458
0.50900215
0.52000594
0.47937921
0.46363404
0.52168524
0.50807059
0.57121795
0.53408152
0.39168611
0.54367214
0.51948726
0.48854706
0.54576904
0.51933354
0.52525312
0.49655211
0.49185485
0.50377494
0.5119096
0.54579073
0.58300453
0.50162679
0.49234253
0.55953068
0.52884716
0.5286212
0.5375737
0.60561526
0.54278111
""
0.4753859
""
0.50572705
""
0.57431519
0.46386555
0.48617101
0.51837206
0.52185017
0.52055782
0.51429492
0.52614391
0.52766889
0.5394277
0.56738979
0.5234949
0.54853731
0.51171446
0.52038556
0.54583448
0.52288979
0.51385087
0.57070351
0.48947063
0.54238415
0.5035435
0.53635275
0.52635837
0.53436273
0.52702039
0.56636399
0.56895953
0.58258802
