kid_black_male_n
1219.0
2423.0
2068.0
695.0
89.0
1292.0
1470.0
3123.0
2068.0
191.0
708.0
1047.0
1943.0
345.0
77.0
1244.0
1333.0
1039.0
599.0
738.0
497.0
81.0
1759.0
4784.0
154.0
1879.0
1626.0
2435.0
319.0
208.0
453.0
1357.0
1715.0
785.0
3625.0
314.0
39841.0
272.0
1285.0
698.0
4047.0
1133.0
1662.0
2662.0
9422.0
1967.0
131.0
217.0
22783.0
1636.0
16980.0
2043.0
1398.0
1532.0
1705.0
805.0
3191.0
681.0
1625.0
1798.0
3777.0
1656.0
7273.0
675.0
849.0
1641.0
11.0
0.0
1.0
2448.0
13.0
1.0
1.0
3.0
813.0
0.0
1.0
32.0
23.0
8.0
22.0
""
0.0
60.0
3.0
9.0
1.0
2.0
0.0
2.0
0.0
19.0
4.0
0.0
""
1.0
11.0
734.0
152.0
25.0
41.0
6.0
21.0
18183.0
113.0
97.0
3487.0
625.0
14.0
88.0
405.0
873.0
1060.0
8.0
101.0
13.0
546.0
193.0
7.0
1271.0
723.0
6.0
8.0
191.0
1492.0
409.0
1126.0
92.0
4668.0
856.0
568.0
1237.0
805.0
1100.0
30.0
8.0
1135.0
47.0
11.0
1168.0
457.0
539.0
132.0
8.0
451.0
6695.0
54.0
519.0
10.0
1096.0
557.0
429.0
28.0
546.0
2.0
7.0
1575.0
3368.0
710.0
3.0
458.0
4.0
1759.0
26.0
3057.0
70.0
382.0
5.0
249.0
226.0
19545.0
45.0
2621.0
346.0
4.0
0.0
1240.0
110.0
19.0
2.0
2499.0
9.0
488.0
336.0
415.0
38.0
29374.0
3.0
107.0
436.0
52.0
16.0
14133.0
17.0
102.0
7147.0
19.0
123.0
322.0
3.0
6315.0
1009.0
138.0
33.0
134705.0
399.0
636.0
6.0
68.0
1293.0
5.0
3.0
1529.0
223.0
44.0
6240.0
273.0
26.0
16387.0
20368.0
77.0
27936.0
24202.0
6400.0
6443.0
374.0
2816.0
945.0
5715.0
248.0
198.0
1.0
81.0
9119.0
961.0
2124.0
205.0
47.0
4.0
979.0
27.0
1853.0
401.0
294.0
1809.0
11.0
5846.0
9.0
0.0
1.0
252.0
61.0
0.0
4.0
3.0
3.0
5.0
4.0
1.0
6.0
8887.0
0.0
246.0
16.0
23.0
5289.0
20.0
17.0
2.0
7.0
4.0
0.0
7.0
0.0
637.0
5.0
1.0
4.0
11.0
185.0
4.0
7.0
17.0
69.0
0.0
4.0
5.0
11.0
13.0
21.0
0.0
8.0
4.0
7.0
3.0
294.0
0.0
4.0
3.0
0.0
0.0
0.0
1.0
10.0
15.0
0.0
102.0
2.0
13719.0
15097.0
305.0
1115.0
14987.0
1838.0
264.0
206.0
4089.0
15683.0
3788.0
42781.0
6866.0
419.0
2550.0
569.0
6484.0
56281.0
201.0
773.0
431.0
1658.0
1948.0
1435.0
604.0
147.0
36746.0
10659.0
509.0
155.0
4050.0
99.0
138.0
266.0
685.0
254.0
941.0
764.0
1518.0
25405.0
80.0
1577.0
1564.0
663.0
64.0
3028.0
5303.0
8914.0
616.0
118.0
1225.0
3921.0
5034.0
1024.0
72957.0
511.0
681.0
2388.0
467.0
27049.0
1867.0
27544.0
1170.0
13973.0
11874.0
2050.0
1134.0
5182.0
775.0
2171.0
5431.0
923.0
662.0
505.0
245.0
6263.0
351.0
348.0
358.0
573.0
233.0
309.0
285.0
2669.0
64.0
738.0
1051.0
971.0
