working_other_female_p25
0.66801828
0.65577793
0.74778605
0.70288974
0.71430516
0.66999584
0.76121432
0.57085305
0.57380968
0.70297629
0.6701861
0.75523758
0.60686219
0.81991625
0.7134819
""
0.64103919
0.66238815
0.53955173
0.78004503
0.73098123
0.72855031
0.68746185
0.77354944
0.7444396
0.68329704
0.8008216
0.75396907
0.75320673
0.80902934
0.74554986
0.83255106
0.77651972
0.76859272
0.74426699
0.70501405
0.80425775
0.82479095
""
""
0.76228827
0.74682587
""
""
0.74516445
0.74549109
0.74908829
0.6987341
0.71969169
0.76999122
0.72792441
0.6776883
0.74934644
""
""
0.73396212
0.60332859
0.68529761
""
0.75622422
0.78847867
0.75765663
""
0.73285437
0.76247722
0.85549396
""
""
0.72046572
0.65016502
0.82914311
0.76211315
0.74744737
0.65507191
0.56668222
""
0.76827675
0.59263283
0.78189087
0.70660603
0.70329154
0.8287425
0.7346527
0.64291942
0.71025044
0.78639752
0.76441956
0.75719202
0.72575003
0.6439411
0.74210215
0.67009509
0.69589865
0.68400288
0.63600898
0.69188273
0.6598295
0.69904715
0.74931592
0.73877877
0.76776266
0.73951697
0.75164545
0.68809384
0.7391907
0.78774792
0.74265486
0.72214222
0.60260671
0.67763174
0.74663711
0.75821543
0.72510767
0.53436524
0.79286194
0.71771669
0.7045632
0.81597733
""
""
0.68369144
0.72419101
0.68238717
0.73845154
0.76647955
0.72613877
0.73225409
0.81604505
0.59670603
0.56441933
0.7300666
0.70329541
0.77263737
0.5338009
0.62159461
0.66794932
0.74312127
0.79277396
0.82298273
0.68141419
0.7203328
0.7015357
""
0.76373702
0.7231707
""
0.640387
0.7675311
0.8238216
0.54075962
0.57673371
0.72266054
0.63947994
0.83148396
0.74751991
0.70479244
0.63990259
0.68960911
0.57372272
0.52695936
""
""
0.78246331
0.72643554
0.78021187
0.75751501
0.77118456
0.73151731
0.6786412
0.72343254
0.6995545
0.7530694
0.66812336
0.74575847
0.70330298
0.72496504
0.7597993
0.76404572
0.6988396
0.63573629
0.6784867
0.66187102
0.75153905
0.59458435
0.6236136
0.74588603
0.78838193
0.58467788
0.759619
""
0.88015282
0.75789553
0.76303619
0.77489305
0.7693789
0.7591244
0.76283294
0.78001595
0.74856687
0.75782579
0.77773613
0.7785815
0.61001611
0.84570742
0.7382108
0.77034134
0.75925881
0.64117044
0.68087316
0.64429218
0.64633483
0.73679268
""
0.63844144
0.72414923
0.75031859
0.73921293
0.73933089
0.71283251
0.62236458
0.75533974
