pos_hours_white_pooled_n
2815.0
1177.0
294.0
3387.0
1990.0
334.0
3864.0
373.0
307.0
1443.0
1800.0
5427.0
322.0
675.0
1701.0
169.0
145.0
1622.0
223.0
256.0
1959.0
1975.0
1319.0
613.0
4696.0
164.0
697.0
1975.0
4605.0
379.0
448.0
1045.0
3858.0
2376.0
334.0
1860.0
363.0
556.0
92.0
90.0
1558.0
312.0
177.0
98.0
215.0
237.0
4467.0
1228.0
2647.0
723.0
1639.0
2099.0
927.0
67.0
117.0
1842.0
305.0
145.0
106.0
576.0
370.0
2851.0
217.0
526.0
688.0
622.0
243.0
386.0
496.0
596.0
179.0
339.0
289.0
897.0
455.0
264.0
816.0
648.0
259.0
3733.0
455.0
917.0
566.0
971.0
5716.0
753.0
842.0
1205.0
2305.0
1682.0
1137.0
488.0
541.0
2241.0
502.0
143.0
948.0
1807.0
8624.0
2292.0
3072.0
5957.0
4682.0
2572.0
2542.0
5589.0
2202.0
4621.0
514.0
1432.0
1063.0
772.0
2500.0
162.0
2262.0
3753.0
1804.0
165.0
106.0
158.0
811.0
410.0
278.0
409.0
331.0
1417.0
1395.0
390.0
224.0
277.0
10992.0
538.0
801.0
351.0
1189.0
591.0
2079.0
979.0
168.0
387.0
1370.0
943.0
132.0
264.0
581.0
177.0
1585.0
494.0
273.0
310.0
727.0
3921.0
812.0
120.0
2864.0
2111.0
261.0
1423.0
452.0
838.0
132.0
363.0
1354.0
9440.0
145.0
14946.0
1153.0
1205.0
393.0
2746.0
25950.0
3192.0
1400.0
4721.0
1430.0
631.0
3621.0
9102.0
1281.0
910.0
939.0
1089.0
7542.0
870.0
860.0
10635.0
302.0
1165.0
2721.0
211.0
533.0
1225.0
6301.0
338.0
502.0
1225.0
2130.0
2402.0
5278.0
912.0
4320.0
2903.0
1116.0
1499.0
2756.0
3932.0
7494.0
1051.0
1716.0
2346.0
1694.0
2692.0
498.0
421.0
3404.0
4832.0
2888.0
12994.0
1336.0
1499.0
809.0
1355.0
1367.0
827.0
8440.0
2379.0
2670.0
3906.0
15716.0
5263.0
5607.0
1920.0
350.0
1490.0
230.0
685.0
344.0
1699.0
149.0
805.0
1774.0
898.0
888.0
2526.0
970.0
655.0
1109.0
6957.0
1291.0
2063.0
12366.0
2860.0
2020.0
384.0
1893.0
1101.0
779.0
5465.0
1724.0
5598.0
2263.0
3457.0
7377.0
7148.0
3916.0
22837.0
5336.0
17549.0
23222.0
2790.0
1952.0
785.0
132.0
1973.0
292.0
608.0
4054.0
2075.0
798.0
1709.0
6448.0
34.0
""
17885.0
6460.0
772.0
2999.0
13290.0
974.0
644.0
432.0
285.0
641.0
1318.0
858.0
1125.0
554.0
1918.0
1306.0
3101.0
19059.0
707.0
1748.0
2644.0
920.0
845.0
859.0
1082.0
2158.0
354.0
1428.0
1958.0
1315.0
2033.0
5234.0
2671.0
852.0
4857.0
3612.0
2497.0
1879.0
4855.0
1819.0
796.0
1024.0
1611.0
2733.0
1286.0
1165.0
2812.0
705.0
4354.0
3930.0
9971.0
1065.0
27486.0
4359.0
666.0
951.0
12280.0
295.0
794.0
2048.0
2762.0
1288.0
307.0
636.0
479.0
333.0
405.0
1071.0
722.0
857.0
174.0
1505.0
1831.0
271.0
1172.0
462.0
605.0
1144.0
292.0
2897.0
23.0
135.0
564.0
531.0
278.0
149.0
117.0
352.0
264.0
1057.0
27.0
74.0
39.0
168.0
86.0
49.0
684.0
138.0
25.0
""
34.0
98.0
""
43.0
43.0
81.0
139.0
284.0
173.0
249.0
390.0
172.0
1710.0
490.0
297.0
187.0
24.0
81.0
509.0
1368.0
352.0
504.0
1228.0
1818.0
185.0
407.0
37.0
2020.0
1432.0
169.0
132.0
71.0
126.0
576.0
309.0
240.0
154.0
95.0
68.0
196.0
25.0
1392.0
873.0
756.0
1019.0
734.0
772.0
683.0
1122.0
4060.0
449.0
436.0
627.0
1288.0
""
26.0
""
""
550.0
693.0
125.0
82.0
619.0
695.0
434.0
307.0
734.0
1704.0
253.0
2365.0
467.0
579.0
6029.0
335.0
155.0
""
81.0
130.0
404.0
3567.0
36.0
37.0
784.0
101.0
96.0
88.0
44.0
123.0
208.0
88.0
49.0
185.0
508.0
471.0
80.0
396.0
""
195.0
2568.0
10909.0
222.0
""
294.0
427.0
695.0
346.0
101.0
74.0
221.0
135.0
140.0
491.0
298.0
258.0
1055.0
2044.0
3268.0
700.0
488.0
524.0
406.0
1172.0
751.0
9772.0
1406.0
759.0
394.0
234.0
1860.0
528.0
2896.0
908.0
1960.0
473.0
778.0
1839.0
650.0
1937.0
521.0
5763.0
334.0
240.0
770.0
1230.0
311.0
28.0
112.0
""
427.0
""
376.0
1271.0
388.0
134.0
1254.0
404.0
56.0
28.0
""
186.0
319.0
120.0
81.0
199.0
133.0
130.0
158.0
610.0
159.0
54.0
3859.0
205.0
4251.0
96.0
270.0
""
1109.0
111.0
32.0
""
""
""
56.0
523.0
1251.0
616.0
1275.0
11737.0
1784.0
629.0
390.0
447.0
87.0
28.0
86.0
80.0
""
241.0
118.0
152.0
981.0
51.0
87.0
884.0
145.0
23.0
118.0
324.0
290.0
1174.0
458.0
1306.0
7684.0
11146.0
961.0
1806.0
1280.0
1028.0
994.0
318.0
64.0
763.0
394.0
539.0
6249.0
511.0
1013.0
954.0
558.0
""
1759.0
20.0
""
""
""
""
54.0
203.0
63.0
92.0
""
""
""
503.0
137.0
108.0
719.0
81.0
274.0
139.0
257.0
277.0
125.0
""
30.0
1120.0
""
72.0
563.0
459.0
391.0
38.0
123.0
687.0
807.0
375.0
109.0
634.0
""
1256.0
62.0
152.0
73.0
404.0
39.0
34.0
177.0
2176.0
40.0
11806.0
140.0
3181.0
1130.0
57.0
711.0
1210.0
140.0
307.0
193.0
789.0
347.0
2656.0
423.0
45.0
970.0
403.0
65.0
299.0
""
3538.0
10710.0
1713.0
2366.0
84.0
63.0
202.0
323.0
158.0
736.0
843.0
46.0
48.0
1191.0
575.0
1314.0
217.0
909.0
2625.0
2100.0
3495.0
1688.0
8827.0
5666.0
334.0
112.0
85.0
2026.0
2337.0
10568.0
5213.0
""
102.0
7182.0
492.0
2121.0
29382.0
612.0
383.0
378.0
503.0
3355.0
460.0
1334.0
8903.0
370.0
5050.0
398.0
1045.0
1828.0
343.0
47.0
832.0
""
55.0
76.0
820.0
507.0
16226.0
