kir_native_other_female_mean
0.38798234
0.37670472
""
0.3996079
0.44324103
""
0.40698427
""
""
0.38813779
0.43351245
0.45589995
""
""
0.38506263
""
""
0.44805422
""
""
0.40288842
0.39644587
0.37384543
0.4414953
0.4838146
""
0.45881197
0.41785082
0.4620313
""
""
0.53093708
0.49058333
0.49264812
0.45999774
0.39852902
""
""
""
""
0.44353715
""
""
""
""
""
0.44771072
0.39321309
0.46387565
0.41767585
0.38429958
0.4237051
0.3905789
""
""
0.40375602
""
""
""
""
""
0.47359583
""
0.40889937
""
""
""
""
""
""
""
""
""
0.28027919
""
""
""
""
""
0.40289679
""
""
""
""
0.4345597
""
0.41708255
0.37131724
0.46336627
0.3526158
0.37421647
""
""
0.37380084
""
""
""
0.40643311
0.44371027
0.38645312
0.47002372
0.47159964
0.4526628
0.51834464
0.4437553
0.44985211
0.34375089
0.42635363
""
0.37078068
0.50620717
0.40006649
0.45541391
""
0.40666312
0.48140791
0.4381493
""
""
""
0.40051875
""
""
0.51092511
""
0.52134895
0.44750458
""
""
""
0.46317711
""
0.52996999
""
0.44322729
""
0.42702377
0.42075026
""
""
0.40257031
0.44525042
""
""
""
""
0.32390484
""
""
""
""
0.38045466
0.45447183
""
0.37772459
0.38506776
""
0.40746376
""
""
""
""
0.48384896
0.49304056
""
0.54971421
0.40047422
0.48848593
0.43303132
0.42764381
0.42836261
0.4961085
0.44927981
0.39743313
0.35010657
""
0.3855758
0.4124487
0.48145312
0.354938
0.44728154
0.35117638
0.41233212
0.39316255
0.35377508
0.43311995
""
""
0.45886511
""
""
0.43612334
0.47023273
""
""
0.30484903
0.40254831
0.40251452
0.42361948
""
0.41753665
0.43135622
0.32585359
0.42509764
0.44122753
0.39785302
0.46145302
0.39477482
0.40692103
0.44981235
0.38386977
0.34389326
""
""
0.39997047
0.39880541
0.38296992
0.44561043
0.41426668
0.35459065
""
0.4663606
0.38800675
""
0.46603274
0.45418051
0.4916285
0.45826122
0.46123299
0.36816448
0.42732829
0.44102329
""
0.48175615
""
""
""
0.43131033
""
""
0.3987565
""
0.41453725
0.45885083
