jail_natam_male_mean
0.0018962726
-0.0026454893
""
-0.00060934562
0.062529072
""
0.068786956
""
""
0.0016879337
0.0023086951
0.028090509
""
""
""
""
0.046766873
0.0035852119
""
0.0011334714
0.033588208
0.036471877
0.019588212
0.0038622834
0.043434359
0.010645786
0.019095786
0.018558247
0.023648269
""
""
-0.0064016967
0.028080622
0.036394432
0.033307895
0.005894376
""
""
""
""
-0.00052333518
""
""
""
""
""
0.011787746
0.016799789
0.034699265
0.0046020439
-0.0010981993
0.0033170604
-0.00030665859
""
""
0.0087521859
""
0.0043933899
""
0.10069346
""
0.013199676
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.01654272
""
""
""
-0.00039694333
0.05290297
""
""
0.01818545
0.00058286218
0.0047168522
0.00055678189
""
""
0.034622997
""
""
""
0.041879043
0.014709029
0.078666523
0.026971305
0.016120857
0.054828428
0.0376928
0.029699488
0.0076274001
0.01495333
0.0055727884
0.0016369827
0.049415532
0.0037165747
0.0075188354
0.016115908
""
0.0029167361
0.0013322687
0.026798759
""
""
""
0.029996201
""
""
""
""
0.0040822956
-0.005187538
""
""
""
0.013664778
""
""
""
0.011646472
""
0.007342061
0.02000401
""
""
0.0021372393
0.01596074
""
""
""
""
0.061891444
0.023268729
""
0.0018416451
""
0.0012887447
-0.00024078379
""
0.0095729949
7.6700555e-05
0.011568371
0.010737268
""
""
""
""
0.030622216
0.013196776
""
0.027930537
0.023834752
0.062208403
0.038657114
0.010234388
0.023203472
0.042051531
0.094170384
0.018829878
0.072979242
0.045801967
0.041077886
0.042728566
0.062243063
0.026819166
0.035657246
""
0.040617436
""
""
0.037532471
""
""
0.080115072
""
""
0.063494422
0.010656712
""
""
""
""
""
0.0035210126
""
0.039306022
0.027665045
-0.0036788499
0.019045945
0.042843468
0.039288651
0.02316153
""
0.0072394307
0.11643721
-0.0012965144
-0.0027008113
""
""
0.023661036
-0.001689532
0.032503147
0.0015265705
""
""
""
""
0.013985653
""
0.029337402
0.0033105661
""
""
0.037052512
0.0011799206
0.05112816
-0.0030978033
""
""
""
""
""
""
