wgflx_rk_black_male_n
27.0
""
""
58.0
134.0
32.0
368.0
""
""
118.0
84.0
533.0
""
""
53.0
""
""
27.0
""
63.0
320.0
370.0
104.0
127.0
457.0
40.0
115.0
213.0
676.0
44.0
85.0
67.0
545.0
331.0
128.0
139.0
66.0
64.0
35.0
43.0
427.0
74.0
34.0
""
55.0
80.0
832.0
83.0
433.0
92.0
177.0
224.0
190.0
""
""
316.0
41.0
""
""
99.0
45.0
221.0
""
""
""
""
""
""
""
""
68.0
97.0
162.0
90.0
53.0
""
84.0
""
""
815.0
104.0
""
""
28.0
325.0
""
25.0
93.0
153.0
35.0
25.0
""
""
106.0
""
""
""
56.0
380.0
124.0
63.0
1133.0
341.0
70.0
62.0
352.0
78.0
355.0
39.0
44.0
67.0
159.0
425.0
51.0
325.0
228.0
344.0
28.0
""
23.0
101.0
28.0
32.0
81.0
42.0
214.0
234.0
42.0
47.0
48.0
1515.0
64.0
56.0
27.0
25.0
55.0
154.0
216.0
33.0
80.0
176.0
37.0
""
25.0
142.0
47.0
139.0
100.0
77.0
64.0
""
467.0
143.0
65.0
138.0
320.0
30.0
262.0
34.0
""
""
""
96.0
982.0
23.0
2120.0
""
""
""
28.0
1564.0
72.0
""
69.0
""
""
68.0
130.0
""
""
""
""
218.0
""
""
328.0
""
""
83.0
""
""
52.0
284.0
""
""
""
""
29.0
147.0
""
133.0
21.0
""
""
36.0
78.0
359.0
""
""
27.0
""
36.0
""
""
224.0
67.0
47.0
730.0
""
""
""
""
""
""
322.0
25.0
""
""
301.0
110.0
42.0
72.0
""
""
""
""
""
32.0
""
""
""
""
21.0
34.0
""
""
74.0
77.0
""
""
322.0
""
""
""
""
""
""
81.0
""
42.0
""
41.0
73.0
141.0
89.0
3316.0
125.0
1248.0
1452.0
178.0
167.0
43.0
20.0
""
""
""
""
""
""
""
100.0
""
""
472.0
21.0
""
62.0
450.0
""
""
""
""
""
""
""
""
""
""
""
""
304.0
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
23.0
69.0
""
""
37.0
""
69.0
68.0
443.0
37.0
2099.0
79.0
""
""
765.0
""
""
28.0
34.0
""
""
""
""
""
""
22.0
""
""
""
""
27.0
""
28.0
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
142.0
""
""
""
""
""
""
77.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
187.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
40.0
81.0
""
""
""
""
""
22.0
418.0
""
""
""
""
23.0
""
""
""
""
""
""
21.0
26.0
""
""
176.0
""
""
""
61.0
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
157.0
""
209.0
""
""
""
47.0
""
""
""
""
""
""
""
33.0
43.0
59.0
1047.0
181.0
38.0
29.0
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
74.0
""
142.0
311.0
835.0
35.0
89.0
111.0
87.0
46.0
""
""
""
""
""
272.0
""
""
59.0
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
71.0
""
""
""
""
""
""
""
39.0
""
200.0
""
60.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
52.0
90.0
20.0
248.0
150.0
""
""
""
""
20.0
533.0
218.0
""
""
267.0
""
35.0
1562.0
""
""
""
""
24.0
""
""
82.0
""
""
""
""
""
""
""
""
""
""
""
""
""
287.0
