staycz_black_male_n
596.0
201.0
28.0
1915.0
3582.0
760.0
9268.0
111.0
41.0
3287.0
2555.0
14385.0
24.0
265.0
1582.0
""
""
897.0
20.0
1357.0
8752.0
9142.0
3044.0
3734.0
12656.0
1162.0
2866.0
6180.0
16240.0
1387.0
2238.0
1622.0
13397.0
8445.0
2916.0
4330.0
1845.0
2176.0
956.0
1225.0
11671.0
2217.0
750.0
183.0
1475.0
2165.0
23485.0
2601.0
12327.0
2668.0
3822.0
6455.0
4394.0
366.0
414.0
9529.0
1024.0
155.0
233.0
3415.0
1442.0
6904.0
521.0
318.0
57.0
149.0
""
54.0
78.0
45.0
2110.0
2901.0
4550.0
2618.0
1275.0
121.0
2131.0
544.0
502.0
23863.0
2994.0
537.0
109.0
782.0
8562.0
364.0
407.0
2333.0
4054.0
894.0
888.0
88.0
67.0
3101.0
33.0
""
331.0
1455.0
11791.0
4040.0
2436.0
37494.0
10802.0
2130.0
2628.0
12164.0
2711.0
12094.0
1156.0
1449.0
2241.0
4491.0
12235.0
1541.0
8872.0
7013.0
9309.0
691.0
443.0
738.0
3335.0
1066.0
1072.0
2162.0
1444.0
6344.0
6286.0
1076.0
1420.0
1341.0
49391.0
1850.0
1860.0
692.0
770.0
1798.0
4873.0
6101.0
1188.0
2178.0
4836.0
1008.0
605.0
972.0
4070.0
1090.0
2541.0
2624.0
2152.0
2029.0
376.0
12818.0
4608.0
1541.0
4481.0
8148.0
1055.0
7195.0
839.0
218.0
57.0
37.0
2123.0
27676.0
519.0
49602.0
44.0
22.0
""
537.0
40697.0
1700.0
45.0
1983.0
89.0
32.0
1915.0
3566.0
48.0
""
27.0
31.0
6225.0
140.0
197.0
9826.0
95.0
42.0
2214.0
39.0
156.0
1033.0
6533.0
31.0
207.0
301.0
235.0
717.0
3649.0
90.0
3537.0
671.0
57.0
358.0
1177.0
2158.0
9856.0
106.0
304.0
575.0
164.0
810.0
""
36.0
6264.0
1490.0
1570.0
17900.0
111.0
205.0
209.0
155.0
216.0
103.0
8761.0
662.0
149.0
250.0
7110.0
2967.0
864.0
1645.0
""
213.0
""
398.0
""
673.0
""
35.0
331.0
177.0
515.0
834.0
117.0
288.0
1696.0
2453.0
66.0
315.0
8699.0
383.0
88.0
""
419.0
56.0
55.0
1974.0
69.0
1040.0
297.0
968.0
1414.0
2964.0
2672.0
82870.0
3041.0
32106.0
41360.0
5039.0
3870.0
1061.0
411.0
63.0
""
20.0
258.0
107.0
""
76.0
2327.0
""
""
10468.0
550.0
35.0
1562.0
12207.0
110.0
""
""
""
""
25.0
""
""
""
62.0
39.0
111.0
6740.0
""
20.0
208.0
30.0
28.0
""
39.0
551.0
""
208.0
260.0
40.0
56.0
135.0
140.0
""
77.0
78.0
114.0
30.0
903.0
50.0
65.0
27.0
535.0
1814.0
151.0
171.0
1080.0
58.0
1562.0
1889.0
10613.0
898.0
60053.0
2053.0
431.0
48.0
20556.0
88.0
102.0
1026.0
1031.0
230.0
""
""
""
""
65.0
424.0
486.0
435.0
57.0
223.0
695.0
50.0
733.0
104.0
1398.0
396.0
""
112.0
""
""
112.0
83.0
26.0
""
""
""
""
23.0
""
""
""
""
""
""
114.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
147.0
""
""
""
""
""
""
""
""
""
99.0
81.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
28.0
""
""
""
64.0
953.0
""
""
""
139.0
""
""
""
""
""
146.0
""
""
45.0
""
""
""
22.0
154.0
""
385.0
""
""
3037.0
""
""
""
""
""
""
2202.0
""
""
119.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
169.0
5372.0
""
""
31.0
27.0
94.0
""
""
""
""
""
""
107.0
""
""
799.0
958.0
2065.0
65.0
52.0
34.0
41.0
267.0
485.0
10689.0
216.0
105.0
""
""
927.0
22.0
328.0
36.0
181.0
""
131.0
594.0
532.0
194.0
118.0
3517.0
253.0
""
153.0
1631.0
203.0
""
""
""
107.0
""
215.0
1124.0
222.0
63.0
617.0
99.0
""
20.0
""
150.0
33.0
""
""
72.0
""
""
26.0
478.0
205.0
63.0
4794.0
27.0
5605.0
57.0
49.0
""
813.0
52.0
""
""
""
""
32.0
216.0
927.0
1217.0
1608.0
36197.0
5353.0
1332.0
831.0
288.0
25.0
""
""
53.0
""
106.0
51.0
60.0
556.0
24.0
""
682.0
26.0
""
72.0
89.0
20.0
1965.0
693.0
3712.0
10428.0
25109.0
992.0
2730.0
2659.0
2229.0
1486.0
245.0
40.0
265.0
71.0
130.0
5783.0
59.0
446.0
1322.0
267.0
""
965.0
""
""
""
""
""
""
""
""
""
""
""
""
369.0
""
""
86.0
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
23.0
30.0
""
""
40.0
""
1705.0
""
43.0
""
54.0
""
""
""
879.0
""
5667.0
20.0
1606.0
55.0
""
39.0
117.0
""
57.0
45.0
24.0
""
196.0
""
""
24.0
""
""
""
""
70.0
744.0
26.0
68.0
""
""
""
""
""
23.0
69.0
""
""
78.0
43.0
57.0
""
42.0
1104.0
1587.0
2314.0
360.0
7388.0
3098.0
""
""
""
471.0
338.0
16650.0
5966.0
""
""
6643.0
286.0
579.0
44679.0
""
24.0
35.0
25.0
339.0
""
68.0
2325.0
""
380.0
20.0
128.0
201.0
""
""
39.0
""
""
""
71.0
25.0
7659.0
