stayhome_asian_male_n
100.0
37.0
""
263.0
167.0
""
596.0
""
""
207.0
147.0
1178.0
""
158.0
286.0
""
""
95.0
""
""
132.0
300.0
77.0
40.0
987.0
""
57.0
211.0
1546.0
20.0
21.0
65.0
837.0
469.0
28.0
339.0
""
22.0
""
""
141.0
""
""
""
""
""
1384.0
157.0
410.0
72.0
110.0
263.0
56.0
""
""
146.0
""
""
""
29.0
""
199.0
""
""
""
22.0
""
""
""
""
20.0
""
28.0
36.0
""
""
26.0
20.0
""
561.0
30.0
57.0
""
29.0
721.0
39.0
23.0
116.0
241.0
43.0
37.0
""
""
216.0
""
""
58.0
119.0
1681.0
290.0
275.0
2438.0
834.0
227.0
354.0
1851.0
258.0
1180.0
32.0
148.0
185.0
64.0
319.0
""
320.0
251.0
339.0
""
""
""
64.0
21.0
""
56.0
""
198.0
147.0
""
""
""
4151.0
34.0
147.0
28.0
160.0
""
126.0
143.0
26.0
55.0
185.0
120.0
""
""
45.0
""
89.0
29.0
21.0
26.0
""
260.0
43.0
""
570.0
241.0
""
126.0
""
38.0
""
""
173.0
2497.0
""
10594.0
26.0
21.0
""
78.0
3826.0
371.0
35.0
174.0
22.0
""
206.0
665.0
33.0
""
""
24.0
499.0
""
30.0
817.0
""
23.0
191.0
""
""
99.0
422.0
""
""
28.0
67.0
60.0
317.0
20.0
275.0
147.0
33.0
46.0
94.0
210.0
709.0
66.0
64.0
133.0
70.0
74.0
""
""
284.0
137.0
114.0
1377.0
33.0
30.0
""
36.0
22.0
36.0
988.0
93.0
106.0
79.0
868.0
159.0
198.0
178.0
""
78.0
""
23.0
""
110.0
""
""
65.0
61.0
40.0
153.0
29.0
38.0
120.0
566.0
39.0
185.0
1318.0
157.0
45.0
""
78.0
34.0
""
564.0
35.0
328.0
48.0
466.0
609.0
617.0
633.0
27102.0
1385.0
13848.0
6641.0
494.0
266.0
48.0
""
57.0
""
""
217.0
120.0
""
66.0
1046.0
""
""
5552.0
556.0
36.0
350.0
2775.0
57.0
""
""
""
""
""
""
""
""
52.0
64.0
107.0
4031.0
""
31.0
218.0
37.0
24.0
""
55.0
106.0
""
118.0
102.0
62.0
297.0
423.0
235.0
""
374.0
201.0
175.0
28.0
417.0
41.0
26.0
22.0
88.0
221.0
48.0
50.0
169.0
""
225.0
242.0
1131.0
50.0
12964.0
362.0
59.0
""
1288.0
""
""
115.0
105.0
29.0
""
""
""
""
""
29.0
""
28.0
""
38.0
72.0
""
33.0
""
""
""
""
86.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
73.0
""
""
""
""
""
""
""
""
""
40.0
67.0
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
20.0
92.0
""
23.0
53.0
37.0
555.0
""
""
""
49.0
""
""
""
""
""
28.0
""
""
""
""
22.0
""
53.0
154.0
""
272.0
""
""
389.0
""
""
""
""
""
""
490.0
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
187.0
2355.0
""
""
46.0
""
""
""
""
""
""
""
""
61.0
""
""
95.0
131.0
593.0
21.0
30.0
""
46.0
37.0
40.0
1088.0
28.0
20.0
""
""
149.0
""
128.0
25.0
71.0
""
40.0
252.0
31.0
164.0
37.0
415.0
""
""
20.0
299.0
35.0
""
""
""
28.0
""
""
130.0
55.0
""
190.0
""
""
""
""
""
86.0
""
""
35.0
""
""
""
77.0
""
""
1016.0
""
807.0
""
""
""
116.0
""
""
""
""
""
30.0
222.0
234.0
100.0
311.0
8288.0
377.0
39.0
""
47.0
""
""
""
""
""
""
""
""
95.0
""
""
122.0
""
""
""
""
""
85.0
""
258.0
2202.0
4374.0
43.0
107.0
71.0
50.0
126.0
22.0
""
20.0
""
""
974.0
""
35.0
37.0
""
""
623.0
""
""
""
""
""
66.0
63.0
""
35.0
""
""
""
76.0
""
""
39.0
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
29.0
45.0
""
""
25.0
""
6407.0
281.0
967.0
""
53.0
""
""
""
446.0
""
2219.0
""
592.0
56.0
""
23.0
69.0
""
32.0
446.0
42.0
""
233.0
30.0
""
27.0
""
""
""
""
109.0
1040.0
80.0
89.0
""
""
""
""
""
""
49.0
""
""
119.0
74.0
80.0
23.0
69.0
1278.0
1002.0
2727.0
707.0
7185.0
13318.0
""
""
""
609.0
550.0
25907.0
2823.0
""
""
8632.0
126.0
696.0
51286.0
27.0
45.0
26.0
32.0
278.0
""
109.0
2894.0
23.0
550.0
23.0
81.0
266.0
""
""
41.0
""
""
""
146.0
41.0
8518.0
