work_26_natam_pooled_n
87.0
54.0
""
138.0
96.0
""
307.0
""
""
50.0
96.0
411.0
""
34.0
67.0
""
319.0
87.0
21.0
124.0
193.0
3668.0
240.0
53.0
361.0
61.0
127.0
156.0
371.0
""
20.0
50.0
249.0
172.0
150.0
164.0
35.0
24.0
""
""
151.0
20.0
""
""
""
""
411.0
718.0
155.0
124.0
185.0
129.0
48.0
""
""
163.0
""
88.0
""
38.0
22.0
224.0
""
35.0
""
23.0
""
""
""
""
""
""
""
22.0
30.0
""
""
""
""
208.0
25.0
27.0
""
45.0
278.0
27.0
33.0
87.0
555.0
185.0
57.0
""
20.0
96.0
""
""
47.0
83.0
477.0
161.0
162.0
468.0
291.0
140.0
176.0
399.0
133.0
315.0
43.0
82.0
71.0
61.0
159.0
""
214.0
131.0
112.0
""
""
""
48.0
""
""
33.0
""
72.0
67.0
""
""
""
539.0
34.0
25.0
""
40.0
27.0
91.0
80.0
""
24.0
109.0
88.0
""
""
28.0
""
95.0
429.0
""
39.0
40.0
191.0
40.0
""
381.0
366.0
102.0
84.0
29.0
20.0
""
""
94.0
506.0
""
899.0
241.0
92.0
627.0
100.0
1234.0
174.0
178.0
201.0
65.0
47.0
183.0
464.0
149.0
194.0
42.0
50.0
176.0
""
""
242.0
""
""
56.0
""
""
63.0
155.0
""
""
20.0
44.0
32.0
172.0
""
166.0
101.0
43.0
59.0
70.0
115.0
219.0
20.0
44.0
57.0
39.0
64.0
""
""
116.0
106.0
80.0
291.0
22.0
36.0
""
""
63.0
""
282.0
44.0
20.0
22.0
174.0
82.0
100.0
53.0
""
28.0
""
21.0
""
38.0
""
""
33.0
""
24.0
62.0
""
""
40.0
340.0
23.0
32.0
700.0
54.0
173.0
""
104.0
141.0
""
131.0
""
55.0
26.0
68.0
96.0
125.0
104.0
1080.0
73.0
458.0
541.0
83.0
120.0
29.0
""
112.0
64.0
64.0
167.0
87.0
20.0
46.0
306.0
""
""
513.0
196.0
20.0
61.0
496.0
22.0
189.0
103.0
""
129.0
241.0
77.0
""
30.0
42.0
25.0
166.0
1618.0
73.0
332.0
86.0
""
""
""
101.0
24.0
""
32.0
43.0
25.0
54.0
407.0
534.0
413.0
198.0
163.0
107.0
""
173.0
""
""
""
25.0
67.0
28.0
28.0
76.0
""
81.0
155.0
647.0
21.0
807.0
92.0
66.0
21.0
421.0
""
""
40.0
73.0
29.0
33.0
46.0
48.0
""
33.0
""
""
29.0
""
21.0
39.0
""
36.0
29.0
30.0
42.0
""
550.0
""
24.0
""
""
""
""
""
""
""
340.0
""
""
""
257.0
""
451.0
123.0
""
""
""
""
""
""
185.0
""
42.0
""
45.0
115.0
61.0
111.0
""
330.0
68.0
""
238.0
167.0
84.0
134.0
692.0
27.0
""
185.0
230.0
""
33.0
""
53.0
24.0
""
""
""
66.0
76.0
53.0
""
125.0
149.0
""
158.0
""
54.0
24.0
""
22.0
""
""
""
""
115.0
""
""
""
867.0
195.0
30.0
""
228.0
126.0
79.0
""
403.0
45.0
28.0
""
""
28.0
234.0
147.0
186.0
25.0
""
331.0
""
""
""
33.0
""
""
362.0
""
""
103.0
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
222.0
1064.0
""
""
25.0
""
38.0
""
""
""
""
""
""
20.0
94.0
""
85.0
396.0
486.0
33.0
104.0
49.0
""
764.0
47.0
687.0
64.0
37.0
""
""
83.0
27.0
240.0
79.0
797.0
34.0
111.0
1878.0
2845.0
1076.0
345.0
6535.0
663.0
50.0
267.0
292.0
226.0
""
30.0
""
68.0
""
46.0
91.0
42.0
""
119.0
49.0
""
""
""
25.0
32.0
""
""
20.0
""
""
""
38.0
""
""
303.0
""
402.0
""
""
""
111.0
""
""
""
""
""
""
81.0
145.0
37.0
117.0
1007.0
213.0
43.0
20.0
45.0
""
""
""
""
""
26.0
""
""
83.0
""
""
120.0
21.0
""
""
23.0
27.0
73.0
30.0
145.0
768.0
1334.0
134.0
168.0
96.0
91.0
760.0
95.0
20.0
791.0
224.0
625.0
4634.0
845.0
475.0
75.0
690.0
52.0
1667.0
41.0
""
252.0
291.0
158.0
92.0
243.0
131.0
192.0
850.0
199.0
36.0
643.0
324.0
378.0
299.0
""
""
""
284.0
338.0
""
""
118.0
428.0
""
""
97.0
101.0
69.0
""
""
418.0
213.0
58.0
""
64.0
""
167.0
""
""
28.0
451.0
""
""
29.0
2827.0
102.0
4870.0
307.0
1577.0
109.0
""
4180.0
2011.0
355.0
5532.0
23.0
54.0
41.0
291.0
44.0
""
201.0
42.0
24.0
34.0
""
237.0
950.0
100.0
372.0
""
""
""
115.0
""
59.0
300.0
""
20.0
334.0
373.0
229.0
143.0
233.0
417.0
446.0
849.0
412.0
1306.0
653.0
211.0
36.0
""
667.0
453.0
1071.0
912.0
29.0
127.0
927.0
212.0
242.0
3611.0
159.0
31.0
54.0
91.0
587.0
296.0
358.0
1116.0
103.0
834.0
119.0
598.0
306.0
33.0
""
243.0
""
""
""
360.0
216.0
2914.0
