kfr_24_hisp_pooled_p100
""
""
""
0.57599807
0.42319387
""
""
""
0.61756927
""
""
""
""
""
""
""
""
""
""
""
0.57183689
0.48008078
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5977326
0.60679317
0.52726603
0.34616482
""
0.24002744
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.59986722
""
""
0.39350793
0.43522486
""
""
""
""
""
""
0.50956017
0.56424516
""
""
""
0.35190293
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73224169
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4578898
0.58354735
0.52829832
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50903177
""
""
""
""
""
""
0.42887357
0.49336678
0.53838503
0.43816799
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.9680258
""
""
""
0.60664004
""
""
""
""
""
0.48440129
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50672597
""
0.86200744
0.30622655
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49806967
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41520342
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60069358
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.27354839
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5811677
""
""
0.52955735
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48695442
""
""
""
""
""
""
""
""
""
""
""
""
0.57041121
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49976543
""
""
""
""
""
""
""
""
""
0.38087836
0.38385463
""
""
""
""
""
0.63905782
""
0.40291646
""
""
""
0.46540257
""
""
""
""
""
""
""
""
""
""
""
""
0.51673877
""
""
""
