has_dad_other_pooled_p75
0.99646533
1.003513
0.80891365
0.95070499
0.93672228
1.0948305
0.96912879
1.0232397
0.99113405
1.0007968
1.0094765
0.95195407
0.93086112
1.021373
1.0173392
1.0833699
1.0070987
0.97258407
1.0551702
1.0289779
0.96008426
1.0566713
1.0081149
1.0077218
0.91717577
0.91713893
1.0383798
1.0329984
1.0051893
0.89062643
1.0820942
1.003062
0.95600069
1.0087485
0.99690259
0.98625857
1.038602
0.92243159
0.89127457
1.5156311
0.90744132
1.0488765
0.91125715
""
0.88545555
0.88356829
0.9639799
0.98716724
0.96509916
1.0390182
1.0361656
0.98518807
0.9437989
""
1.07956
1.0116056
0.97404873
1.1175327
0.95740628
1.0117534
0.9655143
0.94761622
0.94024205
1.0765586
1.040792
1.0053171
1.1711217
0.93862838
1.0637777
0.87499422
1.0678594
0.95413452
1.082858
0.96445644
0.96227068
1.0503477
1.0083587
0.96302933
1.0655575
0.9448784
0.88961887
1.0055741
1.0097386
0.99458349
0.94547373
1.0174303
0.9529832
1.0556505
0.97622645
1.0126977
0.9956764
1.1041704
1.0300479
0.97956473
1.066565
0.95094806
1.0408715
1.0019441
0.94103515
0.97711438
0.94086963
0.90785331
0.92004687
0.9430272
0.98276156
0.95335382
0.94031256
0.98697144
1.0696385
0.96735543
0.94968295
1.0369091
0.96380055
0.85332131
0.98323834
0.97067529
1.0096582
1.0017458
1.2285744
1.0262951
1.040767
0.99452507
0.99669868
1.0482668
1.0001352
0.97520095
1.0011588
0.98284507
0.95079976
1.1641762
0.91570354
1.0654175
1.0128663
0.93403667
0.95845318
1.0268697
1.0161211
1.0294849
0.92601067
0.93881929
0.93733144
1.0311086
1.0131148
0.9855243
0.99023533
1.0567425
1.0631347
1.0375142
1.0352522
1.050688
1.0447335
0.96105206
0.96175045
0.94359964
1.0323839
0.98101634
0.9287746
0.97434556
1.0308644
0.99964416
1.0282973
0.97826719
0.96320325
0.90577149
1.0838648
0.89141685
1.0064178
1.0360066
1.055128
0.96912658
0.8925181
0.89149219
0.90161973
0.95154071
1.0286831
1.0222968
0.96868175
0.95231056
0.96632534
1.007485
1.0505924
1.0157585
0.9641552
1.0696079
1.0079546
0.92712164
1.1158807
0.97680825
0.91694629
0.88607597
1.1105746
1.0505855
0.95705158
1.0078338
1.0094101
1.0429314
1.0308903
1.0067999
0.95702845
1.0275532
0.96769863
0.98837227
0.96140504
0.90134072
0.98527312
0.94377279
