work_24_black_pooled_mean
0.85770577
0.77212268
0.76259696
0.82488286
0.83524126
0.83673078
0.82625902
0.86223644
0.66950256
0.81206405
0.81488448
0.81708306
0.86588335
0.81211257
0.84020114
""
""
0.80895162
""
0.82100093
0.82265359
0.82221997
0.82294434
0.82675707
0.83623654
0.8129977
0.81842309
0.83868182
0.83517534
0.81605899
0.8103444
0.83259118
0.82740438
0.85186428
0.82936525
0.8225227
0.8452853
0.83317226
0.82199979
0.75893837
0.81000966
0.81953281
0.83096987
0.7995894
0.82381147
0.79892015
0.81225008
0.81751031
0.83062828
0.83499712
0.84365636
0.8294993
0.8098954
0.79231924
0.78088611
0.8277353
0.82269531
0.82593936
0.8410877
0.8223629
0.80522245
0.83733743
0.82558393
0.8485378
0.76966202
0.81099123
""
0.90509689
0.84925687
0.80418009
0.76605904
0.78320843
0.77193177
0.83232898
0.80571151
0.84010798
0.84216285
0.83745587
0.89320487
0.81496447
0.79262376
0.82454807
0.84383196
0.79015929
0.82968694
0.83545703
0.81894219
0.83221489
0.8594861
0.83539408
0.78367788
0.79655212
0.75867134
0.83326334
0.86577916
""
0.83531582
0.81494552
0.81643867
0.84095502
0.80399054
0.83493978
0.83941913
0.83651459
0.82678354
0.83537787
0.83240807
0.83545101
0.82143891
0.81359565
0.8279447
0.83293676
0.83714014
0.80674374
0.84535879
0.82381105
0.82614893
0.80947411
0.80922586
0.80133665
0.82904762
0.81343681
0.8368116
0.84269923
0.79311019
0.82910162
0.81567609
0.78857005
0.84226143
0.81304884
0.81581014
0.82814693
0.82961076
0.8358677
0.83216172
0.82290894
0.83316123
0.82652068
0.82108229
0.81784892
0.82252169
0.82871693
0.85066324
0.80462801
0.799034
0.7973029
0.82635581
0.82710797
0.79607904
0.80092764
0.80140132
0.83694839
0.82489687
0.82648313
0.82793307
0.82671422
0.82565206
0.82326776
0.83248073
0.73650062
0.77100474
0.87028432
0.87256986
0.81346071
0.82381421
0.84363997
0.89572334
0.85260677
""
0.74037427
0.76410043
0.7946766
0.77326876
0.73779327
0.79481798
0.72898531
0.7620967
0.7593863
0.87626797
""
0.84490353
0.88294798
0.80899954
0.85691965
0.83485335
0.8097021
0.70507479
0.75979859
0.83229357
0.89752954
0.85041302
0.88399911
0.82663417
0.93935353
0.85635895
0.86564928
0.8509385
0.81473225
0.7804094
0.82089657
0.78934097
0.7859534
0.88764673
0.83367956
0.78305465
0.81279731
0.81701577
0.77710134
0.84751606
0.79907238
0.83026117
0.83139545
""
0.91265666
0.80738163
0.80634588
0.78128368
0.79406816
0.86486566
0.7665922
0.79159218
0.854783
0.77941507
0.76381153
0.80683267
0.80918795
0.86382318
0.78216028
0.78301823
0.78391796
0.82007593
0.8297078
""
0.83396417
""
0.79968309
""
0.79861385
""
0.75596714
0.78315473
0.88478768
0.83216637
0.82366914
0.85425615
0.87753057
0.82672906
0.79145843
0.80842632
0.79326439
0.80224013
0.82470447
0.87946266
""
0.86251062
0.79795974
0.82859248
0.81647199
0.79795343
0.80876005
0.77591372
0.83920157
0.79661471
0.80472952
0.82637846
0.7933467
0.858841
0.82410824
0.79316139
0.83760267
0.84377933
0.81953186
0.84520417
0.8714087
""
0.78731972
0.838467
0.87600231
""
0.87586826
0.81391317
""
""
0.83878696
0.85627735
0.85076904
0.83804238
0.83741927
0.8571173
""
""
""
""
0.77396655
""
""
""
0.93004674
0.90448052
0.80588222
0.82133973
""
0.89684331
0.76933235
0.77970862
0.86240911
""
0.87849188
0.83259761
""
0.85595971
0.82573569
0.86397988
0.81268346
0.86593133
0.85703343
""
0.86926287
0.86917245
0.85383302
0.75189507
0.81055033
0.76495057
0.89322829
0.92175889
0.83758974
0.79021472
0.81188035
0.81732929
0.8065775
0.84178185
0.80339301
0.79979855
0.78852046
0.79175085
0.77226841
0.80033332
0.86848879
0.78028625
0.81869411
0.87125158
0.64523101
0.75523055
0.78747708
0.81755239
""
""
""
""
0.85674649
0.83653796
0.81651455
0.81342411
0.93035412
0.78776222
0.81180269
0.75881088
0.80962551
0.78824556
0.77840757
0.82083958
""
0.9129169
""
""
0.85099304
0.84848738
