kfr_native_pooled_male_p1
0.20784533
0.28269336
0.23749425
0.26511875
0.29012838
0.27269906
0.22168835
0.24848801
0.21597064
0.28978369
0.22465828
0.39214769
0.2033806
0.29151425
0.25006196
0.27783635
0.24635229
0.21114609
0.27544564
0.28972134
0.31166297
0.34680077
0.22709233
0.23058783
0.27960292
0.26613757
0.27798375
0.20167242
0.28539619
0.25843239
0.25947562
0.29506436
0.26839215
0.222955
0.22094542
0.26380381
0.20608723
0.33881786
0.29263791
0.3247388
0.23085041
0.28317043
0.20510997
0.20321666
0.2154396
0.3057898
0.24392062
0.28141549
0.21395567
0.33467183
0.18637559
0.2433656
0.21769418
0.25173095
0.27232426
0.19130605
0.17962964
0.33013052
0.30627775
0.33396474
0.2279235
0.19948244
0.24458203
0.26992774
0.34741426
0.23266548
0.29807058
""
""
0.27455607
0.17144175
""
-0.18324277
0.09040086
0.33919191
""
0.12860358
0.21638559
0.34999865
0.28862351
0.48412883
0.18700145
0.32157996
0.32586095
0.065304436
0.26204768
0.1091506
0.5368281
0.13176417
0.33147764
""
0.39699614
0.33594075
0.4596948
""
0.16091223
0.20483127
0.33129749
0.30870497
0.33789641
0.3008742
0.40059108
0.31982133
0.29306903
0.29157317
0.26801038
0.26673639
0.28484139
0.36895514
0.39430633
0.31612459
0.2228764
0.28895134
0.3033365
0.34946677
0.28619105
0.16772249
0.46076149
0.36556873
0.23187992
0.27593216
0.32454404
0.30503553
0.32482642
0.2259201
0.27727506
0.28129554
0.32743019
0.20475501
0.24015112
0.19120362
0.28952417
0.18424805
0.27786508
0.27196899
0.24786367
0.23308189
0.3637462
0.26452383
0.23884574
0.22862425
0.33271232
0.25453719
0.34308821
0.32763669
0.23726787
0.36560354
0.23485117
0.22510003
0.15700229
0.24923572
0.34406132
0.2348787
0.25413308
0.35610875
0.22715989
0.25880021
0.22777118
0.23869957
0.31477565
0.28982618
0.45435366
0.24520795
0.29554564
0.22949922
0.2191273
0.22386767
0.32646489
0.29584184
0.20782153
0.21642371
0.25117829
0.25552061
0.24677861
0.33425665
0.28362378
0.23030567
0.40627304
0.39480937
0.35734084
0.26032549
0.26501909
0.29541916
0.28104553
0.35838085
0.28149465
0.24553773
0.22097713
0.51491624
0.30711403
0.40981546
0.29839629
0.28465515
0.30643505
0.34659353
0.2608293
0.29697502
0.31036198
0.34921733
0.3637546
0.33012071
0.28411821
0.3275229
0.3305437
0.27216819
0.29421082
0.39681476
0.41907775
0.30334568
0.28564411
0.34825778
0.41198605
0.32769576
0.29245383
0.35819396
0.32829234
0.35703388
0.1465712
0.30583939
0.26959249
0.32420689
0.31591728
0.3196201
0.27578357
0.28185636
0.38293636
0.30163744
0.33825332
0.31205511
0.30870217
0.2870402
0.28436899
0.32053021
0.30577236
0.37392935
0.30543882
0.26906198
0.27424639
0.34095275
0.29360718
0.35177109
0.32468852
0.30122164
0.29962096
0.3069343
0.2776835
0.34132108
0.37915269
0.4530333
0.1767015
0.35635188
0.44215709
0.48524627
0.53117937
0.52737176
