somecoll_white_male_p25_se
0.053551041
0.037573773
0.079699054
0.093324117
0.049436264
""
0.096631706
0.037804727
0.070747443
0.075877219
0.060995702
0.14633483
0.094747201
0.10575487
0.090215437
0.052206468
0.057516076
0.13017695
0.13281126
0.054677252
0.12230389
0.040205985
0.04979711
0.093697295
0.036672618
0.051743705
0.072812967
0.037142616
0.07925044
0.068668894
0.066158004
""
0.13408723
0.085503928
0.033361644
0.044884022
0.021381609
0.10357518
0.044681847
0.062009707
0.050007887
0.049107887
""
""
0.03032412
0.12417807
0.069619954
0.035710525
0.024632568
0.12142906
0.035632491
0.037824485
""
0.11161588
0.073642313
0.066670984
0.05342707
0.047457341
0.042260971
""
0.045203172
0.057604302
0.040422183
0.048716612
0.12542489
""
0.065454729
""
""
0.030558622
""
""
""
""
0.045047265
""
""
0.086730778
0.065697633
0.13958746
0.12279506
""
""
0.055929091
""
""
""
""
""
0.13882619
""
""
0.15997393
""
""
""
0.131237
0.044855874
0.043431725
0.071924798
0.091936924
0.14801168
0.13698772
0.0093970178
0.031259332
0.062258553
0.019091496
0.040872574
0.1758852
0.033625964
0.054000001
0.088473417
0.090460524
0.05429434
0.029477505
0.052384853
0.10701071
""
0.061670307
0.12723017
0.08029297
0.072586805
0.061677266
0.1137786
0.095772758
0.074856266
0.040390484
0.047307055
0.062822796
0.072120786
0.13139796
0.11847436
0.09435825
0.041982368
0.074273996
0.083435304
0.040704444
0.08530625
0.048527341
0.073907845
0.058591213
0.080776781
0.050439782
0.1083248
0.08562202
0.057397682
0.058226734
0.11951596
0.057036761
0.14284171
0.11177111
0.10390101
0.058730491
0.048159845
0.06853839
0.079183176
0.062141012
0.054113623
0.10783713
0.1067675
0.12450866
0.091743037
0.082957543
0.10527481
0.11063106
0.093860663
0.060647175
0.054537922
0.043232188
0.14623943
0.026388582
0.066131599
0.098197788
0.037145291
0.079856582
0.1075871
0.033535771
0.090225831
0.064831473
0.084430709
0.063848734
0.071521148
0.030340223
0.040384077
0.1038559
0.078317575
0.022801472
""
0.075805254
0.029808309
0.085255101
0.13990667
0.023706088
0.078337841
0.038007706
0.022008659
0.077661321
0.03831172
0.080865294
0.093020603
0.021352721
0.046961181
0.068836629
0.080653384
0.0073847831
0.050522018
0.037804894
0.097523898
0.049717214
0.036356099
0.1354074
""
0.035761423
0.049374353
0.042635433
0.011730526
0.030422619
0.11356965
0.015432591
0.015753323
0.085535049
0.01498303
0.011747653
0.037075546
0.023934273
0.032042623
0.029035624
0.026593585
0.021346886
0.033991616
0.029679958
""
0.053662669
0.028268278
0.025228519
0.023494814
0.048532903
0.045861766
0.16075003
0.028700422
0.057864506
0.021812841
0.042908069
0.049640927
0.023923876
0.093047976
0.020554712
0.15325691
0.10542622
0.13112587
0.033258285
0.062541932
0.10741196
""
0.17353193
0.11928788
""
""
""
0.067597561
0.025573464
""
0.04359236
0.12655222
0.079825625
0.016905671
0.051208958
0.059701346
0.20840785
""
0.12229021
""
""
""
0.020350145
""
0.10885815
0.17881422
0.054307122
0.026762644
0.096457742
0.14336555
0.068195216
0.032760113
""
0.09632948
0.080716804
0.06096914
0.066477187
0.072224922
