coll_other_female_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.062379468
""
""
""
""
""
""
""
0.083905287
""
""
""
0.1135155
""
0.1002405
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.038293444
""
""
""
""
0.087510332
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.092977054
0.10769568
""
""
""
""
0.023832586
""
""
0.044921082
""
""
0.095856875
""
""
""
""
0.086850256
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.068602063
""
""
""
""
""
0.078193106
""
""
""
""
""
0.069963694
""
""
""
0.024026304
""
""
0.083147414
""
""
0.03109071
""
0.088446997
0.048292898
""
""
""
""
0.047343437
""
""
""
0.01313252
""
0.066369928
""
0.11210059
0.062879793
""
""
0.051043067
0.093145199
""
0.023230968
0.062693126
""
0.029456887
0.025002085
""
0.026248638
0.020017212
0.036856692
0.035456158
0.09351901
0.032089118
0.061867852
0.024674535
0.083824635
0.07405363
""
""
0.036106814
0.048730414
0.047609471
0.084740095
""
""
0.079763643
""
0.03891186
0.087520219
0.093716197
0.062487811
""
0.048459232
""
""
""
0.087824874
""
""
""
""
""
""
""
""
""
0.057291195
""
0.097453594
""
""
0.035690751
""
""
""
""
""
""
""
""
0.050968248
""
""
""
""
0.090546496
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.097823769
""
0.058421761
0.057063319
""
""
0.063231677
0.077593118
""
""
0.099190585
0.070170015
""
0.063592859
0.10063006
""
0.07638213
""
0.059729058
0.037711781
""
""
""
""
""
""
""
""
0.045343719
0.069223948
""
""
""
""
""
""
""
""
""
""
""
0.055435516
""
""
""
""
""
""
0.098854981
""
""
""
""
0.072812133
""
""
0.046107311
""
""
0.066757366
""
0.044025511
0.089365005
0.051420845
0.074137226
0.048576526
0.10532814
""
""
0.079289809
0.072173789
0.09471646
0.07945928
""
""
""
""
0.084697351
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.09998709
""
""
""
""
""
0.079420492
""
0.061303057
""
""
0.10082013
""
""
""
""
""
""
""
0.055772167
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.059376888
""
""
""
""
""
""
0.063169234
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.093321383
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.083665885
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.069197364
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.030410876
0.011847665
0.05514279
0.027522916
0.096708626
""
""
""
""
""
""
""
""
""
""
""
""
0.097411908
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
