hs_asian_male_p10
""
""
""
0.8860448
0.66190886
""
0.66121459
""
""
0.65922666
0.85728502
0.77502155
""
0.8012504
0.46804637
""
""
1.0106053
""
""
0.89323139
0.8716355
0.796974
""
0.82692331
""
""
0.93827391
0.80447549
""
""
""
0.86912394
0.80488777
""
0.77229023
""
""
""
""
1.0078573
""
""
""
""
""
0.82887948
0.79923779
0.72780305
""
0.81505406
0.60340035
""
""
""
0.83167702
""
""
""
""
""
0.8710804
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.82707477
""
""
""
""
0.77192032
""
""
""
0.93378252
""
""
""
""
0.62135899
""
""
""
0.91299301
0.86369371
0.79173756
0.76540929
0.87122154
0.77106512
0.98171043
0.63855487
0.88001639
0.68546897
0.80706769
""
0.8299728
0.93898487
""
0.7636531
""
0.80597073
0.82675594
1.0134114
""
""
""
""
""
""
""
""
0.72563463
0.7638973
""
""
""
0.80829608
""
0.86838734
""
0.4562791
""
0.6980657
0.82200485
""
""
0.67247725
0.99734205
""
""
""
""
0.85312486
""
""
""
""
0.8905282
""
""
0.76073402
0.73826629
""
0.69791967
""
""
""
""
0.84829372
0.88827068
""
0.85898298
""
""
""
0.79395199
0.82731169
0.8640781
""
0.44950819
""
""
0.88036293
0.68738878
""
""
""
""
0.58148563
""
""
0.77344185
""
""
0.92442667
""
""
""
0.70256627
""
""
""
""
""
0.67751646
""
0.7188409
0.76028621
""
""
""
1.0999883
0.85084724
""
""
1.0020885
""
""
""
""
0.86276186
0.66558313
0.46245915
0.82108873
""
""
""
""
""
""
0.85219699
""
0.87923253
""
0.77955455
0.92770588
0.64734554
0.79570717
""
1.0113873
""
""
""
0.87223041
""
""
""
""
""
""
""
""
""
0.83660537
""
0.68522936
0.7206195
0.95183277
""
""
0.73671681
""
""
0.64908493
""
0.80317408
""
0.78199118
0.63971144
0.88448095
0.68154991
0.82214791
0.94043261
0.87420982
0.84508616
0.87535203
0.78500658
""
""
""
""
""
0.87215668
0.84764105
""
""
0.72696561
""
""
0.7905637
0.61101747
""
0.65061474
0.79880673
""
""
""
""
""
""
""
""
""
""
""
0.82171875
0.82227302
""
""
0.53276396
""
""
""
""
0.94597697
""
1.049104
0.49841443
""
0.6966126
0.84642029
0.5784775
""
0.8610028
0.63777578
0.81875849
""
0.80611849
""
""
""
""
0.91147768
""
""
0.77602267
""
0.83409929
0.71549523
0.75380814
""
0.88945109
0.68355989
""
""
0.70216846
""
""
1.0268844
0.92147315
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.99482924
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.99442518
""
""
""
""
""
""
""
""
""
""
0.93484962
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62221479
""
""
""
""
0.67820978
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0239242
""
0.78307909
""
""
0.72270137
""
""
""
""
""
""
0.77607858
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.059251
0.77305794
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.86927027
1.008068
0.78622466
""
""
""
""
""
""
0.6921832
""
""
""
""
0.97912967
""
0.90365183
""
""
""
""
0.8730824
""
0.72607726
""
0.95414245
""
""
""
0.85892999
""
""
""
""
""
""
""
0.83494264
""
""
0.58964729
""
""
""
""
""
0.91862351
""
""
""
""
""
""
0.92007619
""
""
0.90379649
""
0.76215374
""
""
""
0.82105815
""
""
""
""
""
""
0.84878463
0.52975547
0.9915154
0.707075
0.87073731
0.62571877
""
""
""
""
""
""
""
""
""
""
""
0.73804861
""
""
0.74984968
""
""
""
""
""
0.72605115
""
0.83269972
0.83622938
0.8686403
""
""
""
""
0.54092908
""
""
""
""
""
0.82921743
""
""
""
""
""
0.64430386
""
""
""
""
""
0.49657017
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.80246872
0.63203573
0.69210559
""
""
""
""
""
0.93106294
""
0.74416751
""
0.80209458
""
""
""
0.77514398
""
""
0.78400499
""
""
0.87885928
""
""
""
""
""
""
""
0.95066071
0.77222234
0.90510696
0.50968236
""
""
""
""
""
""
""
""
""
0.99842244
0.62861305
""
""
""
0.90412301
0.79554319
0.77960771
0.93987322
0.8471902
0.8339017
""
""
""
0.87201291
0.87144387
0.86560798
0.7736035
""
""
0.8432551
0.99747217
0.88099247
0.90640122
""
""
""
""
0.72942507
""
0.63054806
0.84486759
""
0.6986056
""
""
0.7666527
""
""
""
""
""
""
0.78982782
""
0.79554045
