staytract_other_pooled_n
95.0
171.0
25.0
""
43.0
""
""
270.0
24.0
22.0
24.0
""
26.0
""
""
131.0
69.0
""
""
28.0
""
62.0
181.0
48.0
89.0
100.0
50.0
109.0
""
""
28.0
""
""
25.0
133.0
95.0
691.0
""
77.0
111.0
117.0
80.0
""
26.0
701.0
""
""
86.0
440.0
""
325.0
129.0
""
""
31.0
""
86.0
53.0
146.0
""
86.0
43.0
152.0
53.0
""
""
""
""
""
2328.0
51.0
""
""
21.0
630.0
""
""
283.0
186.0
99.0
74.0
28.0
""
255.0
50.0
29.0
20.0
""
40.0
95.0
""
""
24.0
""
""
38.0
68.0
495.0
295.0
70.0
23.0
""
36.0
6494.0
345.0
176.0
1896.0
270.0
25.0
264.0
249.0
""
24.0
55.0
354.0
51.0
""
""
35.0
""
""
20.0
21.0
""
""
26.0
87.0
142.0
58.0
""
""
""
""
106.0
24.0
""
143.0
""
35.0
39.0
43.0
21.0
43.0
""
""
102.0
27.0
""
""
""
""
20.0
29.0
112.0
24.0
""
75.0
77.0
""
""
""
20.0
37.0
""
21.0
""
25.0
37.0
76.0
""
673.0
21.0
28.0
109.0
""
""
389.0
27.0
21.0
""
54.0
""
414.0
80.0
""
24.0
7879.0
""
87.0
678.0
88.0
33.0
4912.0
92.0
542.0
2052.0
68.0
441.0
168.0
42.0
1975.0
447.0
130.0
79.0
24844.0
288.0
908.0
59.0
264.0
764.0
21.0
""
1721.0
402.0
284.0
8485.0
1053.0
36.0
5269.0
7174.0
162.0
6116.0
11074.0
3202.0
2721.0
714.0
4372.0
1164.0
7182.0
725.0
579.0
""
176.0
3336.0
1641.0
1819.0
408.0
180.0
22.0
801.0
156.0
2612.0
663.0
393.0
1043.0
25.0
1958.0
""
""
""
544.0
154.0
21.0
""
""
""
""
""
""
44.0
1389.0
""
409.0
""
37.0
2695.0
96.0
68.0
""
""
""
""
""
""
1305.0
""
""
""
75.0
455.0
35.0
""
36.0
228.0
""
21.0
61.0
68.0
44.0
35.0
""
38.0
""
""
""
263.0
""
22.0
""
""
""
""
""
""
66.0
""
337.0
""
1380.0
1420.0
234.0
255.0
1318.0
799.0
193.0
195.0
391.0
912.0
263.0
1021.0
359.0
22.0
554.0
25.0
1151.0
3500.0
22.0
220.0
164.0
478.0
264.0
78.0
21.0
""
1964.0
925.0
122.0
""
53.0
""
""
""
""
30.0
31.0
223.0
103.0
2060.0
29.0
139.0
64.0
21.0
""
343.0
597.0
360.0
46.0
""
21.0
378.0
373.0
142.0
3052.0
149.0
84.0
894.0
50.0
2290.0
557.0
1738.0
565.0
1489.0
739.0
85.0
178.0
384.0
420.0
445.0
933.0
46.0
48.0
""
""
766.0
43.0
91.0
33.0
""
""
""
""
29.0
""
72.0
91.0
""
""
163.0
""
""
""
53.0
51.0
32.0
26.0
""
149.0
""
108.0
56.0
""
446.0
150.0
34.0
232.0
135.0
""
689.0
""
1059.0
40.0
26.0
315.0
""
143.0
22.0
20.0
""
21.0
22.0
1520.0
""
""
135.0
179.0
""
""
59.0
20.0
""
""
""
240.0
82.0
104.0
""
1177.0
""
""
116.0
46.0
24.0
""
1234.0
28.0
176.0
""
""
30.0
""
""
255.0
341.0
""
42.0
""
""
""
""
""
32.0
23.0
""
26.0
42.0
382.0
""
20.0
189.0
31.0
27.0
""
""
21.0
""
20.0
""
20.0
21.0
""
22.0
27.0
570.0
98.0
32.0
""
124.0
35.0
25.0
25.0
""
34.0
""
""
""
""
""
695.0
98.0
""
""
""
65.0
26.0
""
29.0
""
""
""
""
""
""
52.0
42.0
31.0
""
""
80.0
""
""
""
29.0
92.0
59.0
49.0
""
""
28.0
""
""
23.0
86.0
""
""
""
20.0
3963.0
26751.0
1321.0
3438.0
730.0
""
194.0
""
""
84.0
""
21.0
79.0
176.0
""
""
""
327.0
""
45.0
""
""
""
153.0
""
""
42.0
""
25.0
28.0
38.0
259.0
66.0
""
""
""
31.0
49.0
104.0
""
""
61.0
24.0
31.0
""
121.0
""
33.0
108.0
""
""
58.0
""
40.0
""
22.0
""
338.0
23.0
""
""
45.0
59.0
7301.0
27.0
""
124.0
23.0
23.0
1758.0
23.0
""
27.0
""
""
27.0
37.0
""
""
45.0
""
""
""
""
71.0
24.0
81.0
""
49.0
38.0
21.0
""
738.0
182.0
113.0
92.0
1327.0
133.0
""
56.0
31.0
28.0
42.0
335.0
256.0
183.0
47.0
416.0
40.0
""
""
31.0
""
27.0
25.0
21.0
51.0
""
81.0
356.0
27.0
22.0
""
""
""
""
33.0
""
269.0
622.0
27.0
286.0
""
""
""
""
92.0
154.0
""
113.0
22.0
33.0
""
""
""
74.0
877.0
70.0
533.0
34.0
22.0
718.0
116.0
""
""
56.0
23.0
20.0
37.0
179.0
28.0
35.0
""
21.0
55.0
""
33.0
151.0
33.0
284.0
26.0
112.0
""
""
22.0
37.0
103.0
28.0
288.0
79.0
34.0
145.0
53.0
147.0
37.0
42.0
""
""
36.0
32.0
154.0
39.0
77.0
29.0
725.0
183.0
43.0
181.0
1695.0
57.0
""
77.0
169.0
38.0
68.0
""
48.0
""
28.0
26.0
""
""
""
209.0
27.0
""
39.0
36.0
""
20.0
487.0
""
44.0
""
36.0
35.0
""
""
175.0
""
""
263.0
""
154.0
50.0
""
78.0
22.0
141.0
31.0
34.0
38.0
""
""
""
""
""
28.0
177.0
24.0
""
29.0
31.0
""
""
""
""
20.0
51.0
21.0
""
""
21.0
""
61.0
""
62.0
""
""
""
76.0
22.0
95.0
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
35.0
25.0
160.0
""
""
""
72.0
319.0
""
""
""
""
25.0
24.0
52.0
23.0
""
""
""
""
41.0
""
""
21.0
""
""
""
588.0
139.0
""
""
""
377.0
""
25.0
109.0
32.0
""
""
""
43.0
55.0
""
""
58.0
""
""
224.0
""
""
32.0
""
40.0
""
46.0
30.0
36.0
151.0
""
""
65.0
""
""
23.0
""
""
""
124.0
76.0
""
48.0
""
281.0
""
""
32.0
""
79.0
68.0
44.0
320.0
""
""
""
""
""
""
""
""
80.0
""
""
33.0
30.0
""
924.0
""
""
""
73.0
""
300.0
""
""
""
72.0
39.0
25.0
""
""
71.0
""
172.0
""
""
""
31.0
""
""
24.0
""
""
""
""
44.0
""
""
139.0
""
23.0
237.0
""
""
""
144.0
""
1250.0
63.0
496.0
""
""
""
""
""
""
66.0
""
""
""
""
""
""
22.0
""
489.0
""
""
21.0
""
36.0
""
21.0
143.0
25.0
49.0
51.0
""
""
""
85.0
""
""
31.0
105.0
""
""
""
""
162.0
45.0
""
""
""
""
117.0
""
""
""
458.0
""
""
76.0
""
""
""
32.0
26.0
20.0
""
32.0
""
519.0
""
""
""
64.0
21.0
""
62.0
""
1089.0
54.0
""
224.0
""
24.0
""
55.0
""
""
""
""
""
20.0
""
31.0
""
96.0
""
""
88.0
""
""
22.0
""
""
96.0
""
28.0
""
""
24.0
""
30.0
31.0
""
21.0
54.0
""
""
""
""
24.0
""
41.0
""
""
""
""
32.0
46.0
""
""
30.0
""
""
""
""
122.0
""
""
""
33.0
""
38.0
47.0
""
85.0
""
41.0
62.0
""
305.0
401.0
293.0
""
""
""
""
""
33.0
520.0
""
23.0
25.0
""
30.0
116.0
34.0
""
787.0
32.0
281.0
125.0
""
35.0
82.0
""
27.0
62.0
838.0
168.0
56.0
24.0
217.0
""
""
55.0
111.0
62.0
""
""
91.0
88.0
78.0
87.0
383.0
95.0
""
206.0
""
61.0
323.0
43.0
47.0
33.0
""
""
""
187.0
90.0
401.0
37.0
45.0
185.0
40.0
37.0
76.0
203.0
26.0
84.0
82.0
34.0
43.0
231.0
83.0
1390.0
1449.0
175.0
43.0
229.0
153.0
459.0
45.0
434.0
30.0
557.0
802.0
25.0
2874.0
2675.0
77.0
278.0
27.0
38.0
264.0
157.0
50.0
1208.0
521.0
207.0
1371.0
""
973.0
129.0
675.0
227.0
2370.0
""
1085.0
1572.0
1987.0
1176.0
21.0
25.0
184.0
42.0
28.0
24.0
22.0
102.0
153.0
""
311.0
54.0
309.0
151.0
51.0
75.0
169.0
41.0
127.0
26.0
86.0
33.0
267.0
75.0
934.0
38.0
""
124.0
54.0
66.0
33.0
46.0
817.0
78.0
57.0
""
108.0
263.0
506.0
""
1189.0
""
23.0
135.0
34.0
143.0
210.0
""
67.0
1292.0
28.0
133.0
45.0
63.0
30.0
123.0
""
229.0
96.0
""
373.0
89.0
2273.0
42.0
40.0
""
39.0
""
41.0
365.0
""
""
349.0
240.0
121.0
48.0
22.0
88.0
81.0
182.0
757.0
3829.0
52.0
24.0
678.0
87.0
107.0
68.0
""
52.0
25.0
88.0
