stayhome_other_female_p75_se
0.045909211
0.060137622
""
0.020413842
0.037858989
0.11264868
0.026609125
0.051586576
""
0.017306022
0.059240345
0.019955724
""
0.11052972
0.040227856
""
0.16062336
0.031454142
""
0.15517132
0.047306664
0.021692753
0.029906185
0.041531134
0.016575141
0.11030746
0.061673336
0.021546157
0.01482416
0.039380744
0.073760539
0.045739513
0.019718003
0.018985286
0.041887444
0.032709196
""
0.13058133
""
""
0.054847043
0.11700141
""
""
""
0.20005105
0.020827176
0.028050289
0.031167459
0.049234524
0.038580254
0.035847194
0.053008191
""
""
0.033339649
0.10145336
""
""
0.10338159
0.07499595
0.028024325
""
0.056266647
0.17699742
0.13002741
""
""
0.054205518
""
0.079676673
0.038181566
0.041891351
0.032047566
0.16901234
""
0.16368537
0.067286521
0.050553296
0.021148562
0.087434366
0.084321201
0.15247083
0.072571412
0.023382066
0.084590487
0.10906961
0.032646246
0.020964753
0.05194943
0.10543006
0.049740087
0.04245007
0.03918013
0.12954947
""
0.084757864
0.035857711
0.014099293
0.041349191
0.023925804
0.016650744
0.019291731
0.036712922
0.020421553
0.017558126
0.016539298
0.016990567
0.060864121
0.044622153
0.053264104
0.050824668
0.026952088
""
0.018791651
0.032058112
0.029333027
""
""
""
0.039149266
0.046004582
0.063223787
0.024161603
0.11587605
0.033509988
0.042470258
0.11129177
""
""
0.011154667
0.10185331
0.054860208
""
0.060151972
0.12115117
0.036731634
0.032229412
""
0.062164143
0.037523616
0.047675822
""
0.0822329
0.055448629
""
0.056197349
0.080872156
0.18041256
0.091236308
0.077896707
0.030676033
0.011663987
""
0.018716678
0.038099185
0.082984328
0.028328976
0.05606845
0.03121144
""
""
0.026837304
0.012016457
""
0.0068094246
0.033739354
0.034184355
0.047993477
0.042862471
0.0076507162
0.020663701
0.040963586
0.019685086
0.051285911
0.043038059
0.019060504
0.017509708
0.024894647
0.023921516
0.07246843
0.039253451
0.013732166
0.039004665
0.078829587
0.014111249
""
0.055080675
0.035398137
""
0.037122253
0.042598475
0.023176072
""
""
0.021658981
0.032681357
0.050612997
0.020234218
0.093342625
0.023887306
0.036727436
0.06317392
0.030610038
0.015551214
0.021461589
0.014146113
0.047405165
0.049561851
0.026239697
0.046483696
0.026920715
""
""
0.022295866
0.026267743
0.025941337
0.012440517
0.05477928
0.020655625
0.077615105
0.021583043
0.0090407291
0.026536921
0.013497161
0.041788824
0.054412417
0.039118227
0.017327813
0.027556781
0.030230753
0.032100745
""
0.052773841
""
0.094339289
""
0.049589965
""
0.072525427
0.05943732
0.06638293
0.056427438
0.031635143
0.041804578
0.070567578
0.034193825
0.018542891
0.055639435
0.03961847
0.013351829
0.033659924
0.022051997
""
0.025982516
0.023612278
0.065019041
0.022577576
0.02754328
0.029154813
0.03025551
0.02589011
0.024246652
0.018993694
0.020654606
0.0087083504
0.020625414
0.010395481
0.0091008395
0.023715369
0.030231804
0.047476918
0.21525799
0.052878164
""
0.071829021
0.025271473
0.035455566
0.063021198
0.047314107
0.016481072
""
""
0.0092757866
0.017447377
0.0088794464
0.024254069
0.011226289
0.066239767
0.11498039
0.14483492
""
0.027831944
0.029494504
0.089480981
""
""
0.0089534419
0.050730731
0.018273534
0.0082971212
0.10210783
0.064786144
0.015364778
0.06235259
0.054824863
0.040778179
0.074497692
0.018681971
""
0.044805825
0.014801477
0.051799387
0.031174906
0.020233298
0.022915822
0.058876742
0.024326758
0.041435286
0.04769443
0.011889692
0.019317513
0.051501192
0.10122508
0.016983213
0.040302582
0.02658196
0.065764301
0.070569046
0.028505191
0.096616216
0.027081428
0.022587733
0.012556496
0.07107874
0.0070282174
0.015906563
0.049763925
0.026368847
0.012001738
0.080755331
0.040972609
0.028844278
0.036869526
0.04620764
0.10124988
0.046840813
0.059543893
0.093215205
0.11141004
0.081398509
0.058052007
0.053309884
""
0.10009684
0.053174753
""
0.082152441
0.18589917
0.041129816
0.094486117
""
0.031292021
""
""
0.11021231
0.059207574
""
""
""
""
""
0.028273746
""
""
""
""
""
""
0.043546282
""
""
""
""
""
""
""
""
""
""
""
0.11331271
0.015444389
0.069195442
""
0.043804932
""
""
""
""
""
""
0.031266328
""
""
0.020399669
0.019064529
""
0.020671634
""
0.087624572
0.06232493
""
""
""
""
0.11636307
""
""
""
""
""
""
""
0.037108772
0.088631533
0.036648039
0.056266226
0.0119214
""
0.12209509
0.034316216
0.01920102
""
""
""
0.027647663
""
""
""
""
0.013713805
0.04914996
""
""
""
0.01974646
""
""
0.057501376
0.027194381
""
0.012413384
""
0.013469677
0.01725181
0.11508909
""
""
""
""
0.036217526
0.014722615
""
""
0.044355668
""
""
""
""
""
""
""
""
""
0.02348211
""
""
0.027352087
""
0.1375787
0.022370599
0.0093454579
""
""
0.24118327
0.047131743
0.012120801
""
""
""
""
""
""
0.074943013
0.065708451
""
0.034783136
0.018048473
0.016958306
0.065084025
0.02467127
0.020224577
0.059560668
0.039185442
0.050860271
0.012575445
0.045705047
0.026852898
""
""
0.029777316
0.064984962
0.018283665
0.089013815
0.033941064
0.1582828
0.038421907
0.020501984
0.022649467
0.029090004
0.036130767
0.0088606682
0.067418925
""
0.051026542
0.023549335
