two_par_pooled_female_mean_se
0.031477634
0.038570914
0.024662305
0.022393623
0.016360369
0.023794195
0.02827551
0.034982976
0.016303295
0.026895361
0.033962261
0.036961216
0.035425421
0.038417362
0.022207318
0.029242007
0.026424881
0.03238837
0.015942274
0.019899113
0.018558316
0.020066535
0.02257897
0.032554884
0.02075452
0.024827803
0.030678065
0.029215306
0.023144644
0.025056301
0.020469503
0.025427999
0.029432278
0.022702917
0.024024528
0.02585974
0.044200588
0.024299517
0.089652166
0.025436793
0.023385925
0.024210043
0.032021493
0.031350475
0.044691369
0.051931258
0.046946477
0.033933572
0.035471309
0.036558624
0.037882559
0.02920475
0.033851095
0.026636027
0.028922884
0.02745685
0.02187345
0.022049475
0.033776633
0.023715407
0.025726259
0.022326082
0.02630901
0.021973804
0.020803934
0.041610125
0.024711123
0.038239606
0.039004173
0.040442292
0.037568819
0.047131769
0.029654941
0.028641468
0.042458236
0.041881096
0.053073548
0.030190544
0.021648414
0.027249254
0.02059846
0.035478856
0.022136759
0.04634551
0.031975701
0.022854244
0.019377561
0.028151263
0.025935683
0.033850912
0.029940022
0.022485249
0.024989055
0.016001752
0.016814826
0.022860272
0.050779745
0.025192669
0.022869676
0.025708226
0.028403159
0.020819688
0.018905703
0.023185603
0.024169842
""
0.032938551
0.032458454
0.024601059
0.031992428
0.028298208
0.038856141
0.026767937
0.030399924
0.028970476
0.044390645
0.035018515
0.03116676
0.031679895
0.032295831
0.027693748
0.027491681
0.026870709
0.034598429
0.033482689
0.025959885
0.022869563
0.034503721
0.031394742
0.025139123
0.036618359
0.031239958
0.032369759
0.048234522
0.053667128
0.066369988
0.028154802
0.065000206
0.030103698
0.027798763
0.026148522
0.061017517
0.048015933
0.033866245
0.046615582
0.030763291
0.044963859
0.044221595
0.036382325
0.033408742
0.027032144
0.047157336
0.047725085
0.028517753
0.040546481
0.032273166
0.044694394
0.035352144
0.036923926
0.033892725
0.0302421
0.03000237
0.014843973
0.017176287
0.032640312
0.030442245
0.035118312
0.040067669
0.03681672
0.026892316
0.030233692
0.026136527
0.021038461
0.025363054
0.026262024
0.031317107
0.027952649
0.023927636
0.029140398
0.045992892
0.048980292
0.037417505
0.048921149
0.030760065
0.038936745
0.033820756
0.053024925
0.034639902
0.029449634
0.033852782
0.036522701
0.031852581
0.047727324
0.036228262
0.031593926
0.041753449
0.045254651
0.039757721
0.052544933
0.046269327
0.037632585
0.046666492
0.043930452
0.042184409
0.036794972
0.059088353
0.075546384
0.023786953
0.020614456
0.022289243
0.022361476
0.025896117
0.025581149
0.027634054
0.024913058
0.020183902
0.022549057
0.025838077
0.027606018
0.024195515
0.04281133
0.03170326
0.023118772
0.029875692
0.030908793
0.01329994
0.034463339
0.037767917
0.047239348
0.032583632
0.035529748
0.027826944
0.029121051
0.023346407
0.023762269
0.026541023
0.035580628
0.031912044
0.029844239
0.022981277
0.037040219
0.034241527
0.02991773
0.028830687
0.023238126
0.022946047
0.029216073
0.038951423
0.032507472
0.037885569
0.05196334
0.04731397
0.027342008
0.022931138
0.024812926
0.033612613
0.024604497
0.024783948
0.026088014
0.028858447
0.025713237
0.038743176
0.034626294
0.027580531
0.03085706
0.018942878
0.028487016
0.030378977
0.022284677
0.025246419
0.038973652
0.022492824
0.02618007
0.024925344
0.028685803
0.027578151
0.024083951
0.02032627
0.038430348
0.024764953
0.025077408
0.044068545
0.028938601
0.027138939
0.027628364
0.027840961
0.039793644
0.034400985
0.036683954
0.02750575
0.025873622
0.032221496
0.026979782
0.028518284
0.026266173
0.037639894
0.033464689
0.051438872
