frac_years_xw_natam_female
""
0.72494388
""
""
""
""
""
0.7159307
""
""
""
""
""
""
""
0.69740689
""
""
""
""
""
""
""
""
0.49274471
""
0.64839935
""
""
""
""
""
""
""
""
0.76716769
0.73885214
""
""
0.87896734
""
""
""
""
0.79361475
""
""
0.74662435
0.64349639
""
0.68079436
0.6441741
""
""
""
""
""
""
""
""
""
""
""
""
0.52120751
""
""
0.36091062
""
0.66113091
0.40321279
""
""
0.27845034
0.62509161
""
""
0.67967278
0.59267837
0.6649437
0.46318358
0.40518308
0.39565489
0.45029938
0.39192554
0.38789278
0.40309158
""
0.4161385
0.64880621
""
""
0.42147651
""
""
0.40112224
0.35389373
0.51259565
0.50513417
0.38318515
0.39636838
""
0.66571087
0.70598847
0.49133506
0.43677691
0.65206903
0.43045592
""
0.53636688
0.55660284
""
""
""
0.63635683
""
""
""
""
""
""
""
""
""
""
""
""
0.68878877
""
""
""
""
""
0.67930931
""
""
0.67611372
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45488924
""
""
0.63686955
""
""
0.66485512
""
""
0.63927984
""
""
""
""
""
0.61272794
""
""
""
0.7326327
""
0.73251301
0.69869065
""
""
0.75552213
0.74620956
0.74345505
0.78789163
0.50667572
0.68553698
0.71740723
0.67288405
0.76175731
0.70219576
0.47125983
0.64816946
0.76962656
0.67944586
0.71757185
""
0.70477587
0.59959084
""
""
0.6849823
0.77160209
0.65628833
0.70968735
0.7153033
""
0.67846465
0.74821663
""
0.74147505
0.70992762
0.65061742
0.71151531
0.72192693
0.74496162
0.71314526
0.77711821
0.68381041
0.73487949
""
0.62565237
0.72973585
0.7635026
0.7615059
0.71295363
0.71858519
""
0.7271288
""
0.77929747
0.67291456
0.64527208
0.63400018
""
0.65030777
""
""
""
0.62269515
""
""
""
""
""
""
""
""
""
0.67676723
""
0.5652135
""
""
0.67840546
""
""
""
""
""
""
""
""
0.66860437
""
""
""
0.49727181
0.71159887
""
""
""
0.6806699
""
""
0.53308022
""
""
""
""
""
""
""
""
0.78876883
""
""
""
""
""
""
""
""
""
""
0.63290864
""
0.74651289
0.75110203
""
""
0.75406027
0.73902196
""
0.7280615
0.74390495
0.77119178
0.68586111
0.75390291
0.75824255
""
0.75263739
""
0.65856767
0.7119084
""
""
""
0.69323701
""
""
""
""
0.72400868
0.75644475
""
""
""
""
0.7140395
""
""
""
""
0.58960772
""
0.70806491
""
""
""
""
""
0.4676311
0.73787791
0.73696476
""
""
""
0.7386626
0.6717363
""
0.73885834
""
""
0.61282021
""
0.67088372
""
0.71368045
0.66433626
0.68145865
0.67753571
""
""
0.735511
0.65282077
0.65098423
0.63122684
""
""
""
""
0.61475343
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.72207183
""
""
0.67720896
""
""
""
""
0.50910383
""
""
""
""
""
""
""
""
""
""
0.68781233
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54871982
""
""
""
""
""
""
0.54780549
""
""
""
""
""
""
""
""
0.6755687
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.59245914
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.71298474
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56917953
""
""
0.63416147
""
0.61547679
""
0.5143832
0.64429092
""
""
""
0.5986166
""
""
""
0.61087537
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54447699
""
""
""
""
""
""
0.53952479
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.79072583
""
""
""
""
""
0.69843042
""
""
""
""
""
0.66605413
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70324284
""
""
""
0.59357274
""
""
""
""
""
""
""
""
""
""
0.69699264
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.75327706
0.64785933
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73512352
""
0.79919535
""
""
0.83570313
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.67987192
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73037326
""
""
""
0.68983144
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73465008
""
""
""
""
""
""
0.83190328
""
""
""
""
""
""
""
""
""
""
0.84212035
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.78229213
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.72938573
0.78122181
""
""
""
0.71128148
""
""
""
