two_par_white_male_mean
0.80507243
0.78190744
0.83176112
0.80471998
0.82167912
0.80589664
0.8077091
0.83569509
0.82903749
0.80006182
0.78296429
0.82870042
0.81273949
0.78843558
0.79080224
0.81658953
0.82164514
0.80018699
0.82893753
0.77871579
0.78652233
0.78737575
0.80227542
0.82252389
0.83826268
0.78480566
0.8314324
0.82635868
0.82639611
0.83202565
0.82843471
0.83623612
0.83688462
0.84128171
0.81072348
0.78419507
0.83176976
0.82577169
0.80389464
0.80250376
0.81508344
0.81019336
0.84069544
0.86458218
0.80580395
0.79968029
0.80154991
0.85267323
0.82430089
0.81332463
0.82305551
0.82382619
0.79781365
0.80003166
0.84729552
0.79748178
0.83451921
0.85034788
0.85560483
0.82126498
0.84313613
0.8025043
0.81189293
0.83263558
0.81971234
0.80862033
0.84801877
0.8508935
0.83798665
0.81346786
0.80472386
0.79685831
0.79996288
0.80649072
0.78660583
0.79971743
0.80353069
0.8116824
0.81239516
0.81135368
0.7812773
0.80884165
0.84225512
0.80142838
0.79875773
0.79965901
0.79097795
0.82019174
0.81846124
0.79456395
0.81885999
0.78085566
0.80712974
0.79330695
0.78739303
0.80921018
0.80251348
0.7770167
0.74840093
0.76894885
0.75488633
0.75240564
0.76858926
0.75064903
0.77573991
0.7770254
0.74634129
0.79506201
0.78772783
0.75545561
0.79437423
0.81674552
0.82707548
0.81879461
0.80571467
0.81643629
0.82004446
0.78643882
0.76616502
0.78334582
0.79962873
0.78689724
0.781923
0.79629743
0.82193255
0.80586028
0.81223333
0.80864435
0.7926181
0.8103193
0.82974005
0.78204793
0.80679077
0.82110775
0.79441482
0.78018552
0.80754256
0.78956759
0.83942634
0.80878997
0.78101671
0.76497155
0.8023988
0.80436581
0.77789825
0.80806357
0.80240363
0.81391239
0.83777124
0.83159703
0.81449699
0.82566452
0.81317073
0.8396858
0.79344934
0.80898339
0.81500709
0.82326716
0.78713548
0.85711598
0.83556128
0.86080605
0.85473764
0.81759918
0.82662237
0.84923726
0.82773656
0.84105104
0.79539454
0.81458956
0.81997365
0.81862313
0.81507921
0.82920545
0.80935037
0.82882631
0.80371481
0.84035206
0.82773286
0.82877123
0.82660258
0.81030446
0.80470419
0.79829979
0.78370816
0.81578225
0.82709092
0.8455829
0.80151647
0.78179342
0.82441425
0.82658082
0.79369086
0.78299826
0.82837868
0.82899779
0.81927216
0.84947985
0.81110132
0.8328203
0.80433595
0.81894451
0.83894855
0.80178803
0.78780657
0.82984841
0.79827076
0.80788094
