kir_top20_pooled_pooled_p50
0.10667433
0.10342997
0.11436411
0.11363014
0.11419159
0.1212436
0.11610195
0.10908814
0.10766842
0.11282463
0.10953208
0.12989795
0.11387149
0.098352931
0.10236982
0.11943277
0.10841928
0.11796024
0.12880965
0.1190908
0.12782721
0.12100257
0.12379339
0.12281551
0.14071319
0.12247519
0.1215807
0.12596641
0.15168154
0.12391131
0.13501966
0.13580249
0.15293939
0.15755674
0.13344429
0.14823033
0.15821426
0.15188634
0.17345729
0.15330775
0.1397019
0.17465296
0.16419995
0.21048315
0.16755393
0.13804568
0.17754512
0.21787779
0.188574
0.16111259
0.18714216
0.19804291
0.15073834
0.19621456
0.16517422
0.15758719
0.17822161
0.21967298
0.1353751
0.13682213
0.15165626
0.129807
0.14782196
0.14442234
0.10249165
0.11313661
0.10827493
0.12245923
0.10911246
0.10856657
0.14677742
0.13355461
0.13386512
0.10747354
0.11307893
0.10940146
0.10979163
0.11982815
0.10553279
0.12083478
0.13542725
0.1084232
0.10926956
0.10506086
0.12373594
0.12901743
0.12446003
0.12173626
0.13371317
0.12715937
0.13162465
0.10828114
0.11322156
0.11744655
0.11568516
0.10114419
0.10832044
0.11485509
0.14634889
0.12711632
0.1472054
0.18320213
0.15744625
0.14904191
0.13748607
0.1458814
0.13593939
0.13000546
0.11887475
0.13020192
0.13843527
0.1251262
0.1330291
0.12699287
0.13659447
0.11788524
0.133626
0.12413093
0.13129137
0.11603555
0.1154034
0.12865679
0.11863563
0.1226295
0.13427067
0.13718624
0.12363831
0.12977035
0.11010604
0.1198701
0.15122724
0.1146993
0.12522028
0.10806724
0.12123829
0.13037638
0.12854449
0.11654964
0.11648955
0.14262281
0.1232773
0.12491992
0.12840194
0.11273476
0.11458735
0.12717694
0.13560097
0.13750689
0.12899005
0.14231342
0.14518017
0.13827549
0.13866466
0.16515751
0.13079889
0.15363432
0.14663526
0.1317109
0.15275759
0.14338502
0.14933363
0.1351663
0.1742288
0.19637035
0.15721603
0.24333559
0.15915996
0.15640298
0.13597135
0.13312463
0.15517806
0.1460034
0.13267383
0.13996261
0.13377887
0.13113056
0.12738797
0.12470888
0.1346793
0.12770286
0.14900951
0.14127851
0.13007566
0.12522544
0.10781258
0.14465167
0.12535432
0.14168996
0.11503484
0.11625706
0.10653359
0.13116659
0.12966992
0.15145902
0.13882034
0.14331876
0.14809929
0.15749864
0.15208122
0.13303059
0.13805965
0.13677004
0.13677521
0.12199061
0.11255802
0.12604629
0.12837306
0.11716911
0.13036117
0.14515294
0.12685865
0.1505567
0.15751666
0.16444904
0.17736378
0.14451301
0.13722515
0.15765633
0.1472808
0.1451527
0.16175662
0.19034931
0.12858345
0.13380279
0.14114828
0.13000202
0.16149276
0.16949622
0.18939149
0.15782645
0.14850648
0.1302488
0.15530366
0.17462468
0.18846765
0.1494424
0.18387567
0.14141859
0.15788394
0.13755131
0.13256162
0.12804352
0.12607493
0.1439213
0.15494043
0.14973804
0.14207456
0.16676714
0.15393831
0.15968853
0.16107334
0.15569958
0.15373781
