hs_black_female_n
86.0
107.0
117.0
26.0
""
62.0
107.0
260.0
144.0
""
38.0
51.0
111.0
""
""
84.0
77.0
46.0
30.0
51.0
24.0
""
145.0
243.0
""
109.0
93.0
137.0
""
""
33.0
90.0
87.0
82.0
328.0
""
2222.0
""
71.0
49.0
228.0
80.0
143.0
170.0
527.0
100.0
""
""
1271.0
69.0
946.0
122.0
72.0
123.0
109.0
33.0
183.0
38.0
83.0
88.0
215.0
112.0
392.0
37.0
34.0
83.0
""
""
""
129.0
""
""
""
""
72.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
66.0
""
""
""
""
""
879.0
""
""
179.0
36.0
""
""
28.0
72.0
46.0
""
""
""
36.0
""
""
71.0
44.0
""
""
""
94.0
20.0
42.0
""
229.0
42.0
31.0
92.0
59.0
60.0
""
""
60.0
""
""
62.0
34.0
35.0
""
""
31.0
382.0
""
31.0
""
55.0
47.0
29.0
""
38.0
""
""
103.0
173.0
44.0
""
28.0
""
104.0
""
153.0
""
24.0
""
""
""
1037.0
""
124.0
29.0
""
""
69.0
""
""
""
136.0
""
25.0
24.0
33.0
""
1365.0
""
""
""
""
""
658.0
""
""
258.0
""
""
21.0
""
246.0
37.0
""
""
5556.0
26.0
37.0
""
""
55.0
""
""
98.0
""
""
354.0
23.0
""
772.0
874.0
""
1187.0
1007.0
375.0
284.0
""
270.0
81.0
404.0
23.0
""
""
""
486.0
39.0
87.0
""
""
""
38.0
""
129.0
29.0
""
127.0
""
344.0
""
""
""
""
""
""
""
""
""
""
""
""
""
523.0
""
20.0
""
""
355.0
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
675.0
747.0
""
48.0
623.0
96.0
24.0
""
238.0
836.0
217.0
2725.0
275.0
21.0
152.0
22.0
333.0
2621.0
""
53.0
""
121.0
82.0
69.0
""
""
1618.0
499.0
36.0
""
223.0
""
""
""
22.0
""
28.0
65.0
54.0
1169.0
""
82.0
94.0
45.0
""
129.0
292.0
450.0
34.0
""
40.0
177.0
211.0
39.0
3611.0
34.0
41.0
156.0
""
1290.0
138.0
1361.0
90.0
627.0
574.0
89.0
53.0
264.0
46.0
111.0
318.0
27.0
""
""
""
297.0
22.0
24.0
""
23.0
""
""
""
130.0
""
36.0
55.0
56.0
21.0
615.0
24.0
""
61.0
25.0
110.0
106.0
54.0
""
50.0
27.0
118.0
""
""
780.0
87.0
""
42.0
229.0
24.0
1110.0
""
804.0
67.0
82.0
129.0
43.0
149.0
""
58.0
""
""
81.0
3130.0
37.0
70.0
467.0
192.0
44.0
""
28.0
44.0
64.0
31.0
""
138.0
103.0
""
20.0
2746.0
""
""
157.0
""
48.0
99.0
659.0
""
75.0
62.0
""
28.0
36.0
""
214.0
272.0
32.0
37.0
34.0
""
88.0
32.0
31.0
53.0
46.0
""
149.0
33.0
255.0
""
""
265.0
""
75.0
24.0
56.0
""
26.0
82.0
""
77.0
46.0
""
45.0
""
817.0
143.0
""
""
77.0
70.0
""
""
21.0
39.0
""
38.0
""
""
43.0
863.0
136.0
""
51.0
39.0
155.0
28.0
32.0
104.0
36.0
""
34.0
25.0
32.0
51.0
115.0
80.0
68.0
""
22.0
180.0
41.0
39.0
""
63.0
23.0
68.0
95.0
56.0
115.0
44.0
""
""
""
22.0
""
32.0
34.0
60.0
""
252.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
29.0
""
""
""
""
""
""
""
151.0
""
""
""
""
""
9886.0
""
""
21.0
""
""
322.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
233.0
169.0
""
23.0
405.0
""
""
""
""
""
""
23.0
74.0
160.0
""
190.0
""
""
""
""
""
""
""
""
""
""
""
258.0
""
""
""
""
29.0
""
""
""
97.0
677.0
""
170.0
""
""
""
""
39.0
""
""
65.0
""
""
""
""
""
""
593.0
""
269.0
""
""
396.0
""
""
""
""
""
""
""
69.0
""
""
""
""
""
""
""
63.0
""
99.0
""
26.0
""
""
""
""
48.0
""
28.0
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
1157.0
101.0
""
100.0
1546.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
286.0
""
""
""
""
""
""
""
23.0
""
""
128.0
""
45.0
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
87.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
145.0
""
""
""
""
102.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
83.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
157.0
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
72.0
""
""
""
21.0
""
364.0
""
115.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
489.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
165.0
""
""
""
""
""
34.0
""
""
""
313.0
""
""
40.0
21.0
""
""
""
""
""
""
""
""
173.0
""
""
""
42.0
""
""
30.0
""
1151.0
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
""
""
68.0
""
""
22.0
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
28.0
""
""
""
""
""
""
""
56.0
""
""
""
""
""
""
85.0
26.0
148.0
64.0
70.0
56.0
78.0
276.0
1084.0
365.0
""
""
29.0
61.0
75.0
107.0
1345.0
71.0
72.0
60.0
65.0
35.0
223.0
145.0
44.0
1125.0
66.0
392.0
129.0
""
136.0
36.0
83.0
141.0
183.0
2744.0
557.0
32.0
85.0
392.0
43.0
75.0
41.0
40.0
87.0
60.0
88.0
163.0
276.0
146.0
150.0
192.0
238.0
26.0
173.0
80.0
53.0
137.0
124.0
153.0
88.0
""
20.0
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
587.0
1417.0
78.0
70.0
27.0
37.0
275.0
79.0
107.0
""
222.0
299.0
21.0
1114.0
4562.0
43.0
78.0
61.0
48.0
57.0
185.0
74.0
3140.0
24.0
""
80.0
""
114.0
""
247.0
""
307.0
""
194.0
185.0
1000.0
116.0
""
""
""
""
""
""
""
""
""
""
279.0
""
124.0
31.0
""
""
""
""
""
""
""
""
90.0
""
795.0
""
""
""
""
""
""
""
264.0
""
""
""
""
78.0
183.0
""
432.0
""
""
""
""
""
""
""
""
283.0
""
""
""
""
""
21.0
""
38.0
""
""
197.0
""
1171.0
""
""
""
""
""
""
23.0
""
""
364.0
50.0
25.0
""
""
""
""
49.0
306.0
5961.0
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
103.0
""
""
""
""
""
""
""
784.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
327.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
""
""
168.0
47.0
54.0
72.0
25.0
231.0
32.0
26.0
85.0
33.0
99.0
69.0
124.0
250.0
141.0
56.0
135.0
235.0
34.0
""
22.0
95.0
24.0
389.0
1521.0
165.0
115.0
""
""
281.0
74.0
61.0
80.0
167.0
54.0
75.0
66.0
278.0
50.0
64.0
170.0
250.0
97.0
227.0
276.0
88.0
160.0
104.0
61.0
51.0
77.0
85.0
103.0
150.0
76.0
""
191.0
51.0
34.0
86.0
203.0
111.0
58.0
71.0
""
20.0
248.0
67.0
64.0
32.0
""
49.0
44.0
71.0
254.0
469.0
70.0
""
39.0
88.0
55.0
158.0
""
""
""
""
""
""
""
""
""
103.0
34.0
31.0
""
""
""
52.0
""
""
29.0
""
""
""
""
61.0
""
31.0
""
""
""
""
""
""
""
""
30.0
""
""
""
47.0
""
""
""
""
""
""
""
""
1357.0
25.0
21.0
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
30.0
""
""
""
""
""
68.0
""
20.0
""
""
42.0
""
75.0
""
""
""
""
""
""
107.0
""
""
""
2100.0
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1770.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
495.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
58.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
83.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
913.0
""
""
""
""
""
""
""
""
""
""
""
""
70.0
""
""
""
""
""
""
""
29.0
""
31.0
""
""
308.0
323.0
607.0
776.0
42.0
217.0
2310.0
208.0
520.0
""
513.0
572.0
395.0
107.0
149.0
426.0
79.0
211.0
21.0
853.0
20.0
125.0
""
""
""
""
46.0
""
22.0
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
189.0
""
2880.0
64.0
""
""
28.0
44.0
""
""
""
""
""
186.0
705.0
""
""
""
""
""
""
""
63.0
6423.0
""
""
""
690.0
""
1169.0
1353.0
121.0
68.0
340.0
22.0
194.0
""
""
""
""
3407.0
49.0
303.0
257.0
""
24.0
56.0
""
""
""
21.0
786.0
34.0
""
23.0
60.0
""
""
27.0
896.0
""
""
187.0
""
""
98.0
""
""
103.0
109.0
83.0
88.0
113.0
32.0
148.0
20.0
""
31.0
71.0
95.0
63.0
""
43.0
""
192.0
137.0
208.0
972.0
""
""
140.0
25.0
122.0
623.0
292.0
615.0
125.0
245.0
37.0
""
113.0
69.0
962.0
263.0
170.0
""
28.0
143.0
120.0
""
130.0
""
163.0
31.0
87.0
221.0
36.0
""
""
""
85.0
1565.0
""
44.0
76.0
269.0
236.0
101.0
277.0
93.0
22.0
120.0
79.0
43.0
61.0
338.0
""
77.0
115.0
234.0
132.0
189.0
37.0
160.0
131.0
49.0
""
21.0
""
""
""
139.0
164.0
