staycz_white_male_n
20423.0
9300.0
2144.0
26337.0
14293.0
2239.0
28720.0
2991.0
2036.0
10767.0
13243.0
40186.0
2027.0
5234.0
12798.0
1489.0
1156.0
13004.0
1824.0
1688.0
14254.0
14483.0
10269.0
4496.0
34997.0
1031.0
5276.0
14713.0
33261.0
2932.0
3345.0
7301.0
27550.0
16988.0
2019.0
16691.0
3201.0
4510.0
644.0
678.0
12859.0
2546.0
1406.0
707.0
1663.0
1797.0
33750.0
9382.0
22911.0
5880.0
11797.0
17546.0
7234.0
477.0
871.0
13842.0
2079.0
723.0
678.0
3993.0
2601.0
20905.0
1126.0
3514.0
5052.0
4182.0
1393.0
2606.0
3099.0
4328.0
1664.0
2636.0
2152.0
6187.0
2886.0
1736.0
5911.0
4516.0
1759.0
27832.0
3081.0
6611.0
3660.0
7107.0
42712.0
5548.0
5851.0
8450.0
17331.0
10541.0
8019.0
3366.0
3989.0
17252.0
3763.0
1468.0
7588.0
14418.0
67801.0
17970.0
24015.0
49956.0
38539.0
19873.0
21774.0
47240.0
19178.0
39006.0
4466.0
12437.0
8602.0
5595.0
17713.0
1126.0
17095.0
28157.0
14274.0
870.0
857.0
923.0
6424.0
3356.0
2773.0
3180.0
2566.0
10996.0
10662.0
2801.0
1765.0
1875.0
87528.0
4337.0
5821.0
2798.0
9416.0
4389.0
16048.0
7565.0
1154.0
3161.0
10912.0
7436.0
906.0
1607.0
4047.0
962.0
7613.0
4077.0
2226.0
2137.0
5258.0
29537.0
6154.0
924.0
23821.0
16986.0
1844.0
10185.0
2370.0
6116.0
849.0
2505.0
9923.0
65786.0
1190.0
101325.0
5309.0
5386.0
1792.0
13913.0
156457.0
17027.0
5904.0
22591.0
5812.0
2534.0
19680.0
50329.0
6892.0
3744.0
4276.0
5085.0
47661.0
5664.0
4851.0
74651.0
2090.0
6903.0
18994.0
1523.0
3431.0
8369.0
39545.0
2236.0
3104.0
7571.0
11915.0
12442.0
33002.0
4686.0
25905.0
16866.0
6216.0
8507.0
16443.0
23660.0
53031.0
7283.0
10799.0
13664.0
10612.0
16408.0
2363.0
2382.0
23850.0
29709.0
18152.0
85750.0
8503.0
8645.0
5027.0
7665.0
9665.0
5384.0
57457.0
14812.0
10839.0
16255.0
85394.0
30727.0
26679.0
14641.0
2005.0
8995.0
1585.0
4910.0
1973.0
11932.0
978.0
5555.0
12933.0
5971.0
6760.0
15936.0
5741.0
4842.0
8512.0
40710.0
6038.0
11956.0
78388.0
13994.0
8587.0
1890.0
9854.0
6040.0
4136.0
35465.0
7472.0
29569.0
9174.0
22202.0
41671.0
39451.0
26560.0
163066.0
37158.0
121446.0
151492.0
18572.0
13186.0
4954.0
786.0
10574.0
1057.0
2734.0
26189.0
11474.0
3607.0
9397.0
48997.0
254.0
198.0
132784.0
46866.0
4561.0
20781.0
94584.0
6111.0
2169.0
1760.0
1244.0
2899.0
4437.0
2875.0
3536.0
1554.0
7355.0
5351.0
12827.0
103915.0
2317.0
6526.0
10751.0
3343.0
3906.0
3559.0
5173.0
9917.0
1584.0
7978.0
10997.0
6644.0
9068.0
24572.0
13321.0
2911.0
17975.0
13735.0
9700.0
5979.0
22359.0
8074.0
4159.0
4724.0
8331.0
13854.0
6276.0
5902.0
16383.0
3540.0
22408.0
23944.0
55978.0
5288.0
183391.0
25029.0
4582.0
6447.0
83035.0
1689.0
3600.0
10873.0
16583.0
6561.0
2254.0
4023.0
3050.0
2207.0
2638.0
6276.0
4308.0
5557.0
1198.0
6496.0
9367.0
1427.0
7313.0
3085.0
3406.0
7519.0
984.0
12798.0
127.0
615.0
2735.0
2204.0
1054.0
649.0
488.0
1439.0
1357.0
5744.0
105.0
298.0
119.0
722.0
349.0
233.0
3683.0
607.0
79.0
48.0
159.0
383.0
25.0
214.0
204.0
375.0
596.0
1466.0
862.0
1284.0
1771.0
799.0
9206.0
2125.0
943.0
786.0
62.0
338.0
2347.0
4462.0
1308.0
1403.0
5287.0
8701.0
738.0
1886.0
135.0
6078.0
3916.0
671.0
425.0
282.0
524.0
2278.0
1360.0
1027.0
683.0
318.0
242.0
1047.0
119.0
4212.0
2668.0
3329.0
2949.0
3196.0
2624.0
2630.0
5025.0
23870.0
1825.0
1904.0
2632.0
7775.0
41.0
93.0
34.0
44.0
3086.0
5026.0
937.0
343.0
2867.0
3251.0
1937.0
1272.0
3772.0
8484.0
1023.0
12696.0
2016.0
2362.0
34253.0
1875.0
764.0
75.0
332.0
602.0
1977.0
24919.0
186.0
163.0
5105.0
589.0
437.0
379.0
297.0
541.0
841.0
412.0
172.0
1013.0
2351.0
2198.0
609.0
2916.0
108.0
1155.0
17723.0
75757.0
1038.0
42.0
1488.0
2346.0
3812.0
2039.0
492.0
285.0
1068.0
532.0
599.0
3107.0
1149.0
970.0
6055.0
12425.0
20315.0
3693.0
2384.0
2622.0
2080.0
6469.0
4883.0
63095.0
7152.0
4027.0
1512.0
907.0
11688.0
3377.0
18982.0
5807.0
10941.0
2474.0
5234.0
11143.0
3760.0
13457.0
3054.0
30985.0
1550.0
1188.0
4286.0
9504.0
2367.0
227.0
926.0
25.0
3273.0
56.0
2567.0
8485.0
2552.0
727.0
8579.0
2386.0
281.0
195.0
25.0
1175.0
1585.0
658.0
433.0
1084.0
680.0
741.0
1018.0
4468.0
1277.0
421.0
31627.0
1771.0
33405.0
749.0
2135.0
36.0
9128.0
757.0
242.0
176.0
76.0
154.0
556.0
4150.0
9998.0
4940.0
10535.0
99664.0
15342.0
4958.0
2597.0
3655.0
636.0
186.0
570.0
545.0
105.0
1514.0
667.0
911.0
7314.0
280.0
386.0
5773.0
1137.0
195.0
745.0
2102.0
1920.0
8106.0
2812.0
9938.0
58211.0
84312.0
6649.0
13849.0
9914.0
7292.0
6121.0
1830.0
254.0
3799.0
2314.0
2678.0
39008.0
2177.0
6155.0
7012.0
2913.0
""
12658.0
173.0
""
""
49.0
27.0
381.0
1203.0
420.0
498.0
46.0
40.0
""
3603.0
835.0
669.0
4455.0
642.0
1933.0
763.0
1530.0
1952.0
666.0
26.0
191.0
7013.0
45.0
464.0
3542.0
3318.0
2470.0
355.0
851.0
4934.0
5681.0
2713.0
638.0
4240.0
49.0
9427.0
419.0
1320.0
510.0
3063.0
243.0
145.0
1046.0
16202.0
236.0
88828.0
987.0
23952.0
8106.0
422.0
5103.0
9068.0
1096.0
2392.0
1280.0
5271.0
1994.0
20792.0
2637.0
304.0
6978.0
2381.0
450.0
1343.0
62.0
21712.0
70952.0
8854.0
15204.0
492.0
393.0
1497.0
2106.0
