kir_24_white_male_n
1262.0
3236.0
327.0
322.0
1120.0
39.0
319.0
2354.0
553.0
435.0
770.0
164.0
384.0
260.0
305.0
915.0
1089.0
154.0
123.0
703.0
230.0
1716.0
1091.0
468.0
1157.0
1510.0
591.0
1934.0
345.0
582.0
523.0
52.0
124.0
280.0
1828.0
1041.0
9221.0
276.0
1756.0
693.0
1638.0
1413.0
73.0
77.0
4849.0
234.0
570.0
1792.0
6167.0
317.0
3210.0
2530.0
71.0
229.0
391.0
383.0
915.0
1522.0
3659.0
46.0
1357.0
752.0
2436.0
1253.0
205.0
84.0
542.0
""
""
5670.0
24.0
""
23.0
""
2011.0
""
""
670.0
844.0
236.0
229.0
""
""
1205.0
26.0
21.0
""
25.0
55.0
201.0
""
69.0
100.0
20.0
""
20.0
148.0
1865.0
1818.0
760.0
468.0
135.0
157.0
47940.0
3500.0
955.0
11719.0
2685.0
143.0
3439.0
1410.0
334.0
353.0
876.0
3781.0
874.0
177.0
77.0
540.0
161.0
398.0
433.0
604.0
182.0
374.0
451.0
1725.0
1325.0
752.0
378.0
118.0
203.0
346.0
1945.0
424.0
266.0
1933.0
367.0
926.0
374.0
713.0
240.0
993.0
203.0
306.0
1090.0
530.0
87.0
405.0
102.0
187.0
223.0
543.0
1643.0
318.0
277.0
769.0
836.0
135.0
176.0
172.0
231.0
429.0
234.0
238.0
215.0
566.0
484.0
1283.0
163.0
6321.0
484.0
276.0
2257.0
242.0
160.0
2657.0
270.0
367.0
246.0
832.0
410.0
3302.0
1563.0
111.0
404.0
12814.0
""
668.0
3902.0
681.0
209.0
12921.0
574.0
3796.0
7988.0
480.0
2326.0
723.0
331.0
9496.0
1613.0
884.0
587.0
55190.0
1625.0
3546.0
378.0
1541.0
2706.0
163.0
101.0
3711.0
2143.0
2223.0
30214.0
5988.0
307.0
20124.0
17976.0
780.0
21096.0
31606.0
3267.0
7496.0
4354.0
6498.0
4849.0
15722.0
3476.0
3978.0
47.0
916.0
5965.0
7832.0
7150.0
1505.0
1334.0
120.0
4178.0
1157.0
11262.0
2360.0
1370.0
7029.0
244.0
12307.0
168.0
95.0
103.0
5336.0
1460.0
364.0
23.0
180.0
71.0
""
64.0
96.0
671.0
6156.0
""
5130.0
284.0
659.0
12746.0
1057.0
1088.0
99.0
73.0
249.0
""
114.0
24.0
13328.0
32.0
212.0
139.0
1010.0
6111.0
220.0
122.0
553.0
3146.0
""
482.0
499.0
887.0
600.0
330.0
80.0
397.0
121.0
185.0
303.0
2147.0
206.0
254.0
216.0
60.0
""
45.0
59.0
109.0
671.0
161.0
3931.0
299.0
12079.0
13298.0
4128.0
3136.0
12492.0
5414.0
3103.0
2475.0
2461.0
8138.0
2812.0
1666.0
3235.0
552.0
3955.0
543.0
10337.0
18485.0
242.0
3062.0
2545.0
4567.0
3460.0
1157.0
390.0
221.0
13741.0
5754.0
1421.0
159.0
448.0
307.0
130.0
230.0
166.0
270.0
410.0
3125.0
1344.0
15853.0
404.0
2309.0
806.0
192.0
127.0
4291.0
8394.0
3516.0
693.0
115.0
241.0
5060.0
4806.0
2599.0
9689.0
1499.0
1568.0
4504.0
798.0
13186.0
3350.0
15413.0
7805.0
15178.0
8743.0
1141.0
3393.0
3932.0
3546.0
6324.0
8521.0
783.0
764.0
332.0
230.0
8773.0
593.0
995.0
473.0
314.0
97.0
193.0
""
525.0
361.0
1061.0
1828.0
315.0
339.0
1959.0
184.0
235.0
258.0
701.0
767.0
289.0
396.0
26.0
1124.0
139.0
1905.0
1318.0
140.0
3366.0
364.0
461.0
3822.0
1133.0
30.0
2903.0
97.0
10211.0
617.0
626.0
2711.0
278.0
2019.0
240.0
308.0
320.0
455.0
338.0
4816.0
282.0
111.0
1113.0
2345.0
100.0
50.0
939.0
322.0
304.0
158.0
394.0
2802.0
1471.0
2264.0
432.0
7868.0
484.0
47.0
1312.0
1072.0
294.0
208.0
10477.0
608.0
2757.0
38.0
636.0
548.0
373.0
291.0
2999.0
2659.0
191.0
1074.0
278.0
243.0
146.0
111.0
108.0
543.0
306.0
116.0
697.0
682.0
853.0
126.0
117.0
1487.0
512.0
349.0
93.0
123.0
505.0
121.0
307.0
95.0
258.0
494.0
116.0
325.0
849.0
2707.0
1194.0
714.0
230.0
2056.0
371.0
574.0
396.0
343.0
789.0
97.0
370.0
20.0
227.0
39.0
2554.0
1330.0
47.0
179.0
132.0
1138.0
482.0
33.0
316.0
47.0
""
305.0
70.0
115.0
79.0
670.0
601.0
452.0
178.0
91.0
1046.0
120.0
129.0
358.0
505.0
1592.0
1346.0
631.0
57.0
236.0
510.0
