kir_26_white_male_mean
0.54150963
0.49826717
0.57345092
0.55074292
0.60599208
0.54515451
0.51649868
0.54471523
0.54852545
0.51989692
0.6297943
0.60877562
0.63531661
0.56219399
0.5780856
0.58032513
0.60690057
0.585145
0.59759253
0.58716351
0.55204546
0.55771816
0.61796504
0.56373823
0.54818451
0.58422893
0.50418156
0.51352233
0.54219788
0.5618335
0.58197898
0.51242578
0.50467932
0.51398087
0.49925363
0.54054105
0.47865239
0.48119333
0.53002828
0.45881262
0.49744526
0.56572348
0.48490185
0.60207003
0.49253279
0.60707247
0.57332897
0.54863399
0.51907486
0.52537686
0.5712654
0.48570371
0.57387298
0.56829858
0.56528699
0.60504484
0.53813571
0.5567888
0.55003506
0.5166412
0.5185712
0.51896358
0.57316875
0.57577634
0.52242994
""
0.61785239
0.66710919
0.46326932
0.62012541
0.57482845
0.46594116
0.5290814
0.56075752
0.52478749
0.53425533
0.63840753
0.47624964
0.4386684
0.45107859
""
0.36559415
0.50920755
0.47001469
0.54382968
0.54815054
0.52904195
0.53716648
0.52860135
0.4191021
0.55571508
0.52095091
0.50768524
0.56095111
0.55003899
0.53703904
0.4596256
0.54618937
0.52308321
0.48384893
0.51405883
0.51868248
0.5383023
0.51898342
0.5466606
""
0.47931606
0.54990619
0.49301496
0.4833948
0.55523568
0.45853963
0.51688677
0.51973414
0.5146569
0.46064124
0.47538945
0.53469622
0.49254179
0.46218359
0.53442287
0.56120729
0.58499694
0.56849146
0.54170525
0.59751666
0.54270017
0.5988338
0.54568142
0.51234883
""
0.64452851
0.65127718
0.67707759
0.62449193
0.57119846
0.53431618
0.55976486
0.56086707
0.55550039
0.53397346
0.69304889
""
0.49535424
0.51108319
0.51481467
0.57017595
0.55098635
0.52545255
0.52545142
0.58757526
0.54518729
0.49954286
0.54980618
0.50223404
0.47106138
0.48096427
0.56252021
0.57024968
0.51066017
0.51017994
0.43948486
0.55832273
0.52241731
0.52521712
0.50037032
0.44741812
0.46656123
0.58423233
0.50019711
0.48901916
0.54000598
0.51555616
0.55207962
0.56557125
0.54972398
0.53400236
0.54627049
0.53074968
0.54048258
0.536228
0.58148348
0.5541063
0.59223324
0.50116217
0.56696987
0.61931109
0.52631563
0.57105064
0.52307993
0.49366131
0.53483337
0.52084565
0.55071342
0.59961253
0.62416822
0.5056265
0.5601331
0.57298797
0.55394012
0.50255865
0.59826881
0.56525898
0.61722231
0.56470889
0.50940168
0.6630457
0.48790431
0.50987053
0.5208047
0.59192878
0.5238052
0.53612792
0.48162091
0.50190943
0.55000031
0.51626885
0.50872058
0.53191543
0.5036214
0.48566091
0.48601902
0.50543022
0.5460493
0.59127575
0.56188017
0.48718694
0.49560383
0.51398814
0.57565546
0.50537449
0.47976854
0.49631995
0.5471158
0.51986498
0.49594587
0.49983701
0.57881993
0.55282319
0.5914979
0.62408251
0.52880132
0.57587105
""
""
0.30375692
0.6382882
0.57780629
0.59289569
""
0.53636438
0.59545255
""
0.53920203
0.526954
0.48775309
0.51063597
0.53741407
0.48764813
0.52191514
0.51521701
0.54766017
0.53401607
0.4807069
0.44873849
0.55244637
0.48799804
0.46063998
0.54407483
0.53135556
0.5704003
0.51938111
0.51934528
0.51638722
0.54679298
0.56828856
0.53809685
0.57914019
0.58826929
0.59503359
0.52942699
0.53091371
0.51048386
0.49853924
0.53891069
0.53420514
0.4781251
0.58526564
0.55630314
0.57987803
0.4338825
0.57675713
0.41470474
0.37487572
0.51445669
0.40355635
0.39001936
0.43795183
0.55499876
0.44297102
0.43445554
0.57369763
0.48887795
0.36812207
0.49055463
0.47066826
0.51992917
0.4625442
0.49704888
0.50544971
0.53784531
0.57704175
0.50666177
0.54435658
0.46513903
0.50846446
0.53555208
0.49881354
0.52387357
0.48940817
0.52023107
0.47895077
0.48056346
0.51380706
0.54731601
0.56857562
0.55287462
0.54440796
0.47981152
0.48581052
0.47087854
0.58030432
0.42912444
0.54220009
0.60893714
0.51073277
0.54468167
0.49249303
0.47047272
0.50810754
0.51393479
0.51360029
""
0.49745312
0.45981023
0.61436492
0.49238706
