stayhome_black_male_mean
0.2098542
0.23123039
""
0.24271031
0.24377371
0.27567488
0.23629729
0.16437982
0.22148736
0.27920359
0.25274828
0.27376139
""
0.1915471
0.2578021
""
""
0.2339409
""
0.248271
0.25253114
0.22242284
0.23332284
0.23046258
0.25720298
0.2521542
0.24280003
0.19835043
0.25253189
0.2342259
0.23944281
0.24098475
0.2799266
0.22796407
0.24266966
0.24202235
0.24692529
0.24256235
0.24039856
0.19560315
0.25859162
0.20103426
0.21919113
0.30828646
0.18633813
0.19392446
0.21849418
0.25678992
0.25675055
0.23432206
0.23632541
0.23940806
0.20407324
0.09941797
0.18978782
0.21322691
0.21431252
0.13444278
0.13723978
0.17937465
0.1847309
0.23133501
0.22037768
0.16839065
0.10733449
0.32471263
""
0.26906171
0.2614246
0.14673142
0.19417734
0.21733676
0.16048421
0.233071
0.23734136
0.22945602
0.26300651
0.2378138
0.16788426
0.2834723
0.19117267
0.22592443
0.26337841
0.28622201
0.26013756
0.2514247
0.2145603
0.20030126
0.24621144
0.24322693
0.26090446
0.22206704
0.17926036
0.24984509
0.24169536
""
0.1974258
0.27271706
0.26008841
0.23968816
0.26260892
0.30491948
0.26214436
0.23382884
0.24900734
0.27734134
0.2353361
0.25569424
0.19779803
0.2583932
0.24133942
0.22543481
0.26568866
0.2527076
0.26377943
0.26933336
0.25485364
0.23545961
0.18391614
0.22442266
0.20565268
0.21143225
0.25701529
0.2018173
0.25611433
0.29028413
0.23090696
0.20626314
0.30198407
0.26375699
0.27209058
0.30959061
0.29708764
0.25108954
0.25132635
0.27132055
0.26418293
0.25791433
0.2401842
0.25992474
0.24057785
0.21838824
0.24577247
0.2113363
0.22241226
0.25175187
0.23446533
0.22387519
0.26471826
0.24914703
0.20411234
0.26653612
0.23886254
0.17483535
0.24151662
0.25308713
0.21072605
0.23689899
0.24344839
0.18066236
0.16470926
""
0.25506714
0.27504364
0.26245651
0.27442697
0.16433342
""
""
0.15536797
0.21837868
0.18232721
0.049201757
0.18482564
0.062456731
0.041278195
0.22519384
0.22890134
0.083371565
""
0.071318835
0.25784364
0.20464714
0.30552632
0.1484053
0.21047144
0.16431583
0.20752998
0.25194922
0.24296348
0.18662433
0.17037612
0.25962651
0.011353627
0.22171581
0.17451389
0.18309931
0.20145872
0.1886843
0.12386853
0.19401504
0.20224918
0.15044096
0.17025626
0.18749309
0.18925616
0.20685732
0.26908967
0.14633124
0.15368581
0.18265715
0.20991784
""
0.24238786
0.19909242
0.19293742
