has_mom_black_female_mean
0.90353203
0.86868453
1.0014949
0.86381394
0.87716711
0.88717222
0.86228156
0.91456962
0.89344633
0.86704898
0.86817837
0.86263335
""
0.94514352
0.88629878
""
""
0.89324194
""
0.80993855
0.81951785
0.85527122
0.85203338
0.79707557
0.88515353
0.76510715
0.84121239
0.85535508
0.88434297
0.81443501
0.87000239
0.90286517
0.89109892
0.89779168
0.78898239
0.83904779
0.7780171
0.78445214
0.7301383
0.70847303
0.81347448
0.76263714
0.83221
0.67279232
0.77837694
0.7518996
0.79306906
0.75418687
0.79248399
0.79623395
0.85299873
0.81175929
0.76672018
0.65744138
0.79063046
0.78228432
0.78987813
0.76832324
0.84199512
0.80202568
0.84674907
0.87361747
0.79792804
0.82117265
0.91556972
0.92790127
""
0.96995014
0.95220125
0.91258878
0.72326922
0.7637046
0.75101328
0.83334094
0.81892508
0.89159435
0.82588136
0.89494157
0.86802483
0.8200081
0.81566519
0.92043221
0.88070202
0.8865999
0.8798275
0.93960273
0.88065416
0.88954866
0.86711788
0.84347701
0.85835624
0.86132371
0.92787409
0.86292195
0.94658661
""
0.92918974
0.87899488
0.87281156
0.82051241
0.87005639
0.8235662
0.78630984
0.82847941
0.87789285
0.85204768
0.87238038
0.87787205
0.80511558
0.85845447
0.84538609
0.81090856
0.86679232
0.78784037
0.87074035
0.86135966
0.85050046
0.78112578
0.78691244
0.78082162
0.84422874
0.8507815
0.89594495
0.89003599
0.82830328
0.87852877
0.84523755
0.83558756
0.82102454
0.79224426
0.87682444
0.83863825
0.84668386
0.8257488
0.85368717
0.77282178
0.82286859
0.84161896
0.80713743
0.7719788
0.86342561
0.86615837
0.80443007
0.78638583
0.81678766
0.78148627
0.85886467
0.78100044
0.76968801
0.79756737
0.81480634
0.81981015
0.75792986
0.72190911
0.88121682
0.79026002
0.79610842
0.78725177
0.8153528
0.95475852
0.98895276
0.97703427
0.91565335
0.85583109
0.81884658
0.86489284
0.83437741
1.0037081
""
0.92148966
0.90133882
0.92797846
0.96821594
0.88148224
0.97189301
""
0.91562754
0.90891677
0.88114357
""
0.8502652
0.91816872
0.89650369
0.89006609
0.94253427
0.89371175
0.93482417
0.87575835
0.92298836
0.81182343
0.93318343
0.93654907
0.89756101
0.96260774
0.93899894
0.92551792
0.91302544
0.88513374
0.87788653
0.83458632
0.88415432
0.89800507
0.90637553
0.87902349
0.90807045
0.90955925
0.88916129
0.92405844
0.91997606
