kfr_native_asian_pooled_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50672239
""
""
""
""
""
""
""
0.67616981
""
""
""
0.57377011
""
0.42502752
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47772923
""
""
""
""
0.55418378
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55654442
""
""
0.64332438
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5167917
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65877724
""
""
0.53371549
""
""
0.65894192
""
0.65118629
0.53226656
""
0.47705233
""
""
0.50055802
0.45018655
""
""
0.59953767
""
0.63450491
""
""
0.50456434
""
""
0.5536828
""
""
0.60092545
0.55591512
""
0.54458022
0.62977779
""
0.55045724
0.59127933
0.6699509
0.56651527
0.61476511
0.67787015
0.60254675
0.6449452
0.57430393
0.60509831
""
""
0.57847291
0.58404285
0.44394153
""
""
""
0.51195198
""
0.57978314
0.62287176
""
0.53584224
""
0.58332419
""
""
""
0.59433562
""
""
""
""
""
""
""
""
""
0.54619682
""
0.61654717
""
""
0.53348225
""
""
""
""
""
""
""
""
0.63182449
""
""
""
""
0.51963669
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73032594
""
0.69679993
0.62550908
0.55231875
""
0.58052444
0.51368701
""
""
0.6705175
0.62240535
""
0.65944743
""
""
0.50302994
""
0.50003356
0.52694601
""
""
""
""
""
""
""
""
0.52333319
0.4884145
""
""
""
""
""
""
""
""
""
""
""
0.54716921
""
""
""
""
""
""
0.65838635
""
""
""
""
""
""
""
0.48097011
""
""
0.36410239
""
0.50483364
""
0.54905784
0.4891625
0.47001469
0.58806068
""
""
""
""
0.60100979
0.64123124
""
""
""
""
0.41767922
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48350194
""
0.58624506
""
""
0.54322225
""
""
""
""
""
""
""
0.47194719
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65055627
""
""
""
""
""
""
0.59555656
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66529274
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.59706032
0.62976038
0.62454981
0.62471855
0.51727188
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61331409
""
""
""
""
""
0.64785308
""
""
""
