hours_wk_asian_male_p25_se
""
""
""
""
""
""
3.206708
""
""
""
""
2.1393285
""
""
5.3340707
""
""
""
""
""
""
5.6982393
""
""
2.1120064
""
""
""
2.5427849
""
""
""
1.9182363
2.681489
""
3.7709403
""
""
""
""
""
""
""
""
""
""
2.3358052
""
3.8772295
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.5332747
""
""
""
""
4.5424261
""
""
""
""
""
""
""
""
""
""
""
""
""
1.8666919
5.1929755
""
1.5866141
3.7880998
""
""
1.7965508
3.4632502
3.0616031
""
""
""
""
2.5217218
""
4.1574955
""
3.4189377
""
""
""
""
""
""
""
""
""
""
""
""
""
1.2892603
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.6151354
""
""
""
""
""
""
""
""
1.8032926
""
0.74853855
""
""
""
""
1.7072769
6.4295492
""
""
""
""
""
3.2198493
""
""
""
""
3.631525
""
""
2.4556575
""
""
3.8647552
""
""
""
4.190712
""
""
""
""
""
4.3868375
""
""
""
""
""
""
3.074095
3.6512432
""
""
""
""
""
""
""
""
""
""
2.5463119
""
""
""
""
""
""
2.5943708
""
""
""
3.7935507
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.5119658
""
""
1.8442162
""
""
""
""
""
""
3.7116649
""
4.31598
""
3.3168352
2.9007232
3.3749285
5.2986717
0.40786067
2.1009099
0.67408639
0.92484933
2.7584813
""
""
""
""
""
""
3.7403822
""
""
""
2.0125635
""
""
1.1645532
4.8631573
""
3.8315144
1.3546118
""
""
""
""
""
""
""
""
""
""
""
""
1.4577669
""
""
""
""
""
""
""
""
""
""
""
""
3.8499534
3.393769
""
""
3.0529072
5.2257757
""
""
2.7299678
""
""
""
""
""
""
""
""
""
7.5492506
6.7334661
3.0125077
""
0.58790785
6.7886238
""
""
2.5060797
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.0926371
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.2077837
""
""
3.1075413
""
""
""
""
""
""
4.3943143
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.7186134
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.1140108
""
""
""
""
""
""
3.0585399
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.1905317
""
""
""
3.4248922
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.761883
""
3.8367209
""
""
""
""
""
""
""
""
""
""
5.9055972
""
""
""
1.0228641
4.1175857
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.0267055
2.1308105
1.0986952
""
""
""
""
""
""
""
""
""
""
1.8545138
""
""
""
""
""
2.189167
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.89103782
3.4453588
3.45559
""
""
""
""
""
3.8001199
""
1.8901522
""
2.820811
""
""
""
""
""
""
2.7255912
""
""
""
""
""
""
""
""
""
""
""
2.7488754
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.7605457
2.4522305
1.1474962
2.6417089
0.99703515
0.82083148
""
""
""
2.2961223
3.4181347
0.54766685
2.0065603
""
""
0.9670614
""
3.3849788
0.35002393
""
""
""
""
5.0684366
""
""
1.5777016
""
3.5140283
""
""
""
""
""
""
""
""
""
""
""
0.93254745
