staycz_other_pooled_mean
0.66013891
0.64100885
0.68970954
0.65531111
0.56040132
0.55012822
0.63027006
0.48147565
0.44852793
0.6389159
0.60079873
0.64715362
0.42818904
0.53292996
0.593445
0.39317328
0.61796558
0.5863654
0.60106152
0.57580829
0.55697352
0.51406193
0.54333973
0.39906028
0.60554171
0.41810894
0.46936026
0.4976247
0.59284252
0.43485239
0.47734499
0.57023525
0.64654928
0.51155174
0.35795954
0.57360888
0.41947931
0.48179722
0.67568213
0.43081084
0.60496688
0.50270516
0.52973294
""
0.56868535
0.35891217
0.60274005
0.65963787
0.62316906
0.54114568
0.56339389
0.63065392
0.51963538
""
0.22817437
0.629453
0.46313134
0.7101292
0.47568464
0.38764784
0.39039844
0.60602504
0.42912248
0.53309816
0.57162988
0.53699577
0.52589148
0.58736384
0.54862124
0.58970475
0.20658858
0.41747931
0.3943018
0.47894475
0.42809322
0.49576572
0.6286819
0.62438738
0.41237518
0.62013084
0.56121486
0.59330326
0.62912786
0.54886681
0.69908351
0.57462525
0.61638159
0.55522317
0.64568311
0.60821873
0.66959542
0.59162199
0.56223303
0.60794264
0.52908373
0.63348931
0.57364297
0.61368048
0.66084021
0.56979704
0.54812372
0.63565922
0.58138663
0.5734269
0.53865033
0.64235932
0.50322157
0.66255128
0.53207785
0.56001234
0.52678722
0.43165115
0.57486045
0.45564762
0.62707686
0.61357236
0.52676105
0.47002354
0.49337772
0.45961937
0.44294995
0.52553082
0.40264639
0.39746898
0.40449688
0.55740243
0.55934954
0.61334157
0.53353924
0.41272116
0.6564213
0.42867529
0.54964292
0.56597281
0.56807452
0.48225668
0.55670053
0.5339067
0.46343523
0.3707813
0.55499125
0.52064562
0.13939254
0.51510006
0.48728257
0.37006745
0.52282035
0.50170988
0.37089163
0.41983736
0.57276517
0.63061047
0.49415252
0.37619478
0.54987448
0.60458249
0.60373604
0.50638813
0.52846235
0.46130744
0.39260739
0.59182507
0.50236672
0.65766513
0.44572121
0.62844074
0.56146681
0.48573774
0.58208233
0.60699445
0.68069452
0.57772374
0.52694744
0.49041522
0.56289059
0.49473038
0.57937855
0.67970365
0.51996958
0.45925558
0.38414466
0.47643
0.62954885
0.56101227
0.55978471
0.70114589
0.76922679
0.47047839
0.65940624
0.6276508
0.5908947
