kfr_stycz_black_female_p25_se
0.0087930281
0.0072060488
0.0087006148
0.019591456
0.036774807
0.011018818
0.0083481958
0.005836112
0.0071371463
0.031871494
0.016542073
0.013594811
0.0087784855
0.024259064
0.043143943
0.0111005
0.011572332
0.012583133
0.017674111
0.012511541
0.018897844
0.046629705
0.0094234776
0.0052778609
0.048716761
0.0077306144
0.008756917
0.0074411635
0.022329787
0.030061124
0.017921504
0.011302732
0.009055132
0.012033523
0.0055903518
0.028422065
0.0019722774
0.035373516
0.010438293
0.014071226
0.0065383338
0.010188832
0.0094670532
0.0074565294
0.0045693088
0.010292272
""
0.033720847
0.0023032054
0.011990507
0.0025541717
0.0078026936
0.010467448
0.0094480915
0.0090462537
0.013395403
0.0063983887
0.015313673
0.016376192
0.01103369
0.0059708152
0.008695893
0.0042447071
0.015509931
0.015541299
0.010945756
""
""
""
0.012564442
""
""
""
""
0.01863757
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.022511207
0.049344569
""
""
""
""
0.004380946
0.037797492
""
0.0088641448
0.01934463
""
0.044199321
0.035218
0.011840558
0.014806381
""
0.059064392
""
0.017768409
0.039127532
""
0.011681176
0.013995993
""
""
""
0.011571633
0.020614637
0.012268619
0.033913925
0.0054041878
0.015855609
0.01934338
0.011619886
0.014028141
0.014266219
""
""
0.010553381
""
""
0.011266822
0.019111304
0.021398578
0.04477993
""
0.016970737
0.0048940247
""
0.0222211
""
0.013893378
0.019456314
0.022579521
""
0.013405989
""
""
0.0085994909
0.0066815084
0.018098542
""
0.017069597
""
0.0093250675
""
0.0081550488
""
0.022170147
""
0.026143776
""
0.0027708863
""
0.0088672908
0.018380448
""
""
0.010455281
""
""
""
0.0075282622
""
0.021276953
0.019750105
0.021347193
""
0.0036596938
""
""
0.028453769
""
""
0.0054591494
""
0.085449286
0.0058753812
""
""
0.028902799
""
0.0074666771
0.015643336
""
""
0.0015330378
0.023689447
0.027567366
""
""
0.016262539
""
""
0.018932842
0.050831761
""
0.0089457408
0.046426222
""
0.0049671154
0.0041273115
""
0.0038381373
0.0046185781
0.0067237737
0.0071000713
0.04249692
0.010933599
0.02146971
0.010356292
0.038402699
0.049700353
""
""
0.0071951095
0.025186893
0.015080906
0.049714368
""
""
0.020429729
""
0.016737126
0.025112936
0.024342854
0.0099118259
""
