staycz_natam_female_mean_se
""
0.07276459
""
""
""
""
""
0.10456886
""
""
""
""
""
""
""
0.10070294
""
""
""
""
""
""
""
""
0.072682999
""
0.058068972
""
""
""
""
""
""
""
""
0.059709359
0.054823846
""
""
0.029284934
""
""
""
""
0.037494514
""
""
0.094902545
0.035230372
""
0.083702795
0.074781366
""
""
""
""
""
""
""
""
""
""
""
""
0.0011088983
""
""
0.089806572
""
0.016331179
0.028077472
""
""
0.06736476
0.030955454
""
""
0.044600748
0.047696926
0.073695637
0.070029192
0.034280248
0.092689849
0.048353422
0.037836935
0.043015689
0.038950212
""
0.067006469
0.067224778
""
""
0.099165633
""
""
0.040721215
0.016188242
0.09010908
0.015499569
0.035605606
0.041041922
""
0.054622054
0.0086176777
0.043068975
0.014538717
0.013005368
0.021856513
""
0.057945177
0.05521705
""
""
""
0.03540263
""
""
""
""
""
""
""
""
""
""
""
""
0.04832733
""
""
""
""
""
0.10091048
""
""
0.10591083
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.055965502
""
""
0.070102975
""
""
0.046919394
""
""
""
""
""
0.044892766
""
""
""
0.032551453
""
0.084455565
0.042418897
""
""
0.039785177
0.066274434
0.074420094
0.028481632
""
0.031183027
0.057478212
0.053030659
0.031070266
0.041084755
0.092916965
0.099780202
0.01494275
0.069073029
0.097763777
""
0.054432202
0.062958494
""
""
0.060590871
0.098147191
0.089807414
0.025769003
0.048232861
""
0.02130471
0.024976095
""
0.02531248
0.020981355
0.063535117
0.041961983
0.066180244
0.061727017
0.052612081
0.030707719
0.064371541
0.041817922
""
0.068699434
0.042015102
0.039906334
0.039379727
0.056507535
0.066951863
""
0.038367979
""
0.045632575
0.052591085
0.053862132
0.03660509
""
0.0426175
""
""
""
0.069770224
""
""
""
""
""
""
""
""
""
0.027974997
""
0.074302457
""
""
0.035859503
""
""
""
""
""
""
""
""
0.036702041
""
""
""
0.070943654
0.069655284
""
""
""
0.071495913
""
""
0.053916175
""
""
""
""
""
""
""
""
0.066391982
""
""
""
""
""
""
""
""
""
""
0.070688657
""
0.089316897
0.060418218
""
""
0.069256768
0.050181631
""
0.095845714
0.079518199
0.084472373
0.07640782
0.060520183
0.10728683
""
0.069931261
""
0.0543718
0.040485308
""
""
""
0.075386599
""
""
""
""
0.044769954
0.045415547
""
""
""
""
0.10190039
""
""
""
""
0.091594063
""
0.04746981
""
""
""
""
""
0.095152535
0.065530322
0.1013996
""
""
""
0.081617467
0.090394072
""
0.049515568
""
""
0.068556026
""
0.045394991
""
0.051550362
0.085788034
0.042470876
0.063416056
""
""
0.075171836
0.0621376
0.080634393
0.075880907
""
""
""
""
0.061779901
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.093482018
""
""
0.10453051
""
""
""
""
0.055002142
""
""
""
""
""
""
""
""
""
""
0.069741748
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.05801513
""
""
""
""
""
""
0.069627874
""
""
""
""
""
""
""
""
0.11147814
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.080512218
""
""
""
""
""
""
""
""
""
""
""
""
""
""
