married_pooled_pooled_mean
0.53282273
0.29504749
0.50977039
0.57717997
0.60991251
0.3973406
0.45102125
0.49259448
0.49414063
0.48805952
0.46081188
0.27288198
0.49098581
0.4842838
0.47626194
0.45191708
0.57990056
0.26394862
0.57011682
0.55116397
0.53680515
0.49385044
0.47227192
0.4340747
0.4857533
0.50957656
0.51639944
0.50091887
0.51809561
0.50384462
0.62152785
0.39078921
0.54478317
0.41779789
0.42881545
0.52181834
0.44050375
0.52082253
0.53275955
0.45865285
0.3452673
0.51900166
0.48347715
0.41413936
0.31451422
0.35594741
0.40003446
0.41203016
0.29324901
0.34688729
0.42528716
0.37126431
0.49950844
0.50054353
0.44479138
0.38608733
0.52215528
0.5976969
0.54679865
0.58585232
0.56381804
0.54388845
0.60621279
0.56133115
0.58686638
0.088529199
0.14105795
0.2767399
0.32490802
0.57149655
0.30953181
0.32511413
0.19123726
0.34045547
0.44903332
0.28674063
0.44206682
0.28045785
0.12095537
0.2336563
0.12435495
0.15832315
0.37353364
0.28225243
0.49857509
0.50227463
0.5621044
0.36772448
0.49263701
0.35944661
0.47243795
0.49818873
0.51822472
0.50893712
0.4713203
0.50643039
0.34825718
0.57313514
0.47734094
0.50895953
0.47019085
0.5449183
0.49488476
0.52189434
0.48706934
""
0.25554079
0.2597706
0.23831454
0.42026034
0.30785289
0.14186952
0.34786457
0.44114104
0.36453423
0.40668473
0.4791902
0.52585655
0.46139321
0.48659128
0.45311099
0.40682915
0.46210554
0.54594427
0.49412471
0.5192368
0.50328445
0.43651637
0.52963185
0.49574205
0.19532908
0.38008818
0.60849702
0.32332727
0.36669239
0.46515575
0.41290799
0.25535703
0.31482142
0.43297046
0.36443657
0.32229891
0.31533408
0.56847024
0.50004238
0.60212672
0.47476867
0.51006228
0.56703389
0.53636748
0.56928086
0.55654496
0.49344987
0.47967854
0.41489667
0.45768213
0.55844891
0.5152933
0.59280503
0.38341293
0.36449474
0.49378625
0.56980777
0.47756302
0.31019405
0.47110629
0.35318568
0.17783423
0.57554162
0.55682814
0.42676935
0.48020574
0.5353483
0.55948091
0.4766168
0.50052404
0.52720493
0.56307417
0.52460903
0.26489398
0.41521722
0.32695648
0.36585441
0.32134303
0.23501499
0.5094499
0.29969665
0.52816927
0.52630091
0.39549264
0.55182892
0.46094531
0.40372571
0.5619418
0.55382484
0.54118854
0.45679906
0.3842918
0.57753944
0.6093784
0.43862572
0.34047952
0.4538762
0.44854712
0.48184153
0.50497639
0.46998385
0.53080225
0.57460862
0.62219775
0.58936334
0.56711328
0.58327752
0.499881
0.52667451
0.59191495
0.54932028
0.53131646
0.62302035
0.57316911
0.55162907
0.52674133
0.52000803
0.60470587
0.62183344
0.50623363
0.50040299
0.56070817
0.51622957
0.59781879
0.5821476
0.27659371
0.39192289
0.49400169
0.44653904
0.44425532
0.49749449
0.46752572
0.39627853
0.34779298
0.34787476
0.45033669
0.20811085
0.13093662
0.093557462
0.16269052
0.60222405
0.41519871
0.30381781
0.14703998
0.21107365
0.24147046
0.093926288
0.15722451
0.57643688
0.59444785
0.5791766
0.56976181
0.57684815
0.59186423
0.55411768
0.49646404
0.45874715
0.54913747
0.446069
0.62603438
0.48598862
0.51983345
0.51667625
0.47724316
0.57556969
0.44894436
0.51697367
0.44091058
0.47628474
0.55518848
0.34289345
0.5460853
0.49656311
0.49101329
0.47492415
0.37291962
0.40573257
0.40852979
0.47903347
0.53293973
0.21030287
0.50812602
0.37355232
0.4175716
0.11888507
0.48974845
0.28436297
0.11400437
