coll_asian_pooled_p75
0.81456214
""
""
0.75881523
0.57415926
""
0.65117025
""
""
0.63100481
0.52867633
0.59526062
""
0.94060135
0.56387419
""
""
0.76793504
""
""
0.52931905
0.58692229
0.77580601
""
0.70501423
""
""
0.67143643
0.55294997
""
""
""
0.64955515
0.64431185
""
0.4627862
""
""
""
""
0.79102147
""
""
""
""
""
0.60975599
0.98452288
0.53965288
""
0.49947253
0.39558908
""
""
""
0.54312885
""
""
""
""
""
0.72561193
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.67771214
""
""
""
""
0.53239459
""
""
0.63070256
0.56518447
""
""
""
""
0.79357773
""
""
""
0.60929698
0.6015963
0.61048406
0.59234965
0.6588493
0.62842637
0.65534353
0.56230253
0.62779832
0.63401502
0.55469614
""
0.52322417
0.7518357
""
0.66481817
""
0.46659023
0.55871451
0.67628229
""
""
""
""
""
""
""
""
0.81052375
0.56088281
""
""
""
0.68576837
""
0.42419121
""
0.65813059
""
0.59962213
0.70086747
""
""
0.63627958
0.51753956
""
""
""
""
0.7758159
""
""
""
""
0.71706003
0.78030825
""
0.52266061
0.56441134
""
0.6427108
""
""
""
""
0.66035455
0.67401314
""
0.70157599
""
""
""
""
0.64012319
0.67822015
""
0.46157548
""
""
0.61594969
0.4249973
""
""
""
""
0.58281958
""
""
0.68206406
""
""
0.80935448
""
""
0.51996261
0.59341818
""
""
""
0.64534748
""
0.5764066
""
0.53684151
0.49164024
""
""
0.795344
0.50559705
0.66023308
""
""
0.72312528
""
0.67697591
""
""
0.66141522
0.62811822
0.40760049
0.72795367
""
""
""
""
""
""
0.69202626
0.61705536
0.55639976
0.52117503
0.73618442
0.55829167
0.50962955
0.59543264
""
0.60823303
""
""
""
0.57750291
""
""
""
""
""
0.63870269
""
""
0.47566378
0.64980924
""
0.65789473
0.64942962
0.42739496
""
""
0.54556382
""
""
0.61372876
""
0.81490892
""
0.62007928
0.66318399
0.59340554
0.68278372
0.71901423
0.75393283
0.75724578
0.67816544
0.73649532
0.65794766
0.84215945
""
""
""
""
0.48596454
0.60031843
""
0.6268062
0.59796226
""
""
0.68574512
0.67504019
""
0.61063743
0.64640558
""
""
""
""
""
""
""
""
""
""
""
0.47607431
0.51418203
""
""
0.43532631
""
""
""
""
0.6376363
""
0.6759795
0.36978674
""
0.53608245
0.3541936
0.47735083
""
0.43134898
0.67561853
0.43150365
""
0.59864557
""
""
""
0.80577809
0.7541458
0.45978293
""
0.61636698
""
0.73629254
0.56866884
0.5183574
""
0.72000098
0.57837707
""
""
0.67512476
""
""
0.81963855
0.66338408
""
""
""
""
""
""
""
""
""
""
""
0.62108219
""
""
""
""
""
""
0.44845945
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56873518
""
""
""
""
""
""
""
""
""
""
0.605299
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5010072
""
""
""
""
0.47115204
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6690647
""
0.53954089
""
""
0.62163067
""
""
""
""
""
""
0.6002782
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65709043
0.53916425
""
""
""
""
""
""
""
""
""
""
""
0.34912634
""
""
""
0.66695535
0.60322702
""
""
""
""
0.61951506
""
0.56598288
""
""
""
""
0.75940514
""
0.54205608
""
0.77704293
""
""
0.65860265
""
0.49058625
""
0.62335807
""
""
""
0.71022856
""
""
""
""
""
""
""
0.7629565
""
""
0.5039888
""
""
""
""
""
0.79016864
""
""
""
""
""
""
0.69576079
""
""
0.66897714
""
0.58337957
""
""
""
0.70664936
""
""
""
""
""
""
0.54481441
0.64078963
0.81399918
0.73010892
0.7253353
0.637887
""
""
""
""
""
""
""
""
""
""
""
0.49998063
""
""
0.85317969
""
""
""
""
""
""
""
0.63279444
0.63452739
0.68300033
""
""
""
""
0.76715004
""
""
""
""
""
0.6444723
""
""
""
""
""
0.44391972
""
""
""
""
""
0.14874017
""
""
""
""
""
""
0.46407843
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.48976591
0.4651204
0.41971132
""
""
""
""
""
0.55386573
""
0.5714789
""
0.5410887
0.47197369
""
""
""
""
""
0.53095984
""
""
0.55557215
""
""
""
""
""
""
""
0.36482736
0.50314027
0.26867378
0.50401747
""
""
""
""
""
""
""
""
""
0.78128952
0.50908357
0.40989324
""
""
0.63504368
0.55712122
0.56755418
0.54077274
0.54823416
0.63151097
""
""
""
0.49828711
0.58881199
0.62756449
0.4460125
""
""
0.55876017
0.63033247
0.54824501
0.65744513
""
""
""
""
0.50059867
""
0.68526191
0.56622285
""
0.55962652
""
0.51001948
0.47212067
""
""
""
""
""
""
0.47158352
""
0.55942369
