staytract_natam_female_p75_se
0.097147927
0.09556058
""
0.09888465
0.061150268
""
0.03133826
""
""
0.21552263
0.12641114
0.036009401
""
0.18024649
0.087523527
""
0.07862743
0.057973705
""
0.12646726
0.089097343
0.02413927
0.075274333
0.14306578
0.040962793
0.17852698
0.051110264
0.087631784
0.038384501
""
""
0.19081999
0.049384952
0.044315577
0.098805666
0.097878769
0.30901402
""
""
""
0.10958359
""
""
""
""
""
0.038848247
0.044201758
0.05303178
0.12122545
0.075455315
0.14342052
0.27515361
""
""
0.072820373
""
0.13383213
""
""
""
0.049926523
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.058146156
""
""
""
0.12469766
0.03495745
""
""
0.099799529
0.042650245
0.1207789
0.09739691
""
""
0.081319295
""
""
0.21563078
0.085976727
0.034517858
0.099501871
0.06043265
0.034808416
0.063342437
0.05224916
0.036738362
0.040434893
0.064460911
0.044010729
0.12348432
0.12001642
0.070428707
0.14864182
0.059051499
""
0.088073552
0.076400533
0.057347111
""
""
""
0.18956254
""
""
0.17384981
""
0.11595044
0.069452927
""
""
""
0.032926299
""
""
""
0.1788231
""
0.1131911
0.13006739
""
""
0.097861998
0.098745421
""
""
""
""
0.053596918
0.073020346
""
""
0.076256186
0.061231147
0.16310842
""
0.044957217
0.064523101
0.13365841
0.1032495
""
""
""
""
0.054601479
0.031378262
""
0.023859335
0.060697947
0.080791064
0.045852244
0.084548444
0.014909342
0.042896338
0.057667147
0.064415626
0.1036218
0.14050776
0.064699769
0.044267382
0.067526996
0.081646226
0.16863164
0.083240926
0.036873061
""
""
0.037565954
""
""
0.13225332
""
""
0.074365236
0.063338779
""
""
""
0.18671906
""
0.062679857
""
0.088109091
0.14481962
0.23053375
0.17632878
0.21633546
0.08976692
0.052282773
""
0.29605696
0.23269445
""
0.18518949
""
""
0.080293179
0.074057057
0.10103426
0.047691863
""
0.15177743
""
""
0.15044934
""
0.031038813
0.15253106
""
""
0.052125677
0.096354432
0.10168979
0.118811
""
""
""
""
""
0.17546462
""
""
""
""
0.20811735
0.15803167
""
""
""
0.052532457
""
""
0.035230953
0.073637575
0.10224123
""
0.077910922
0.13717028
""
0.085450172
""
0.1373702
""
0.079489239
0.046002507
0.060112439
0.06348525
0.035363846
0.057080075
0.043197647
0.030759862
0.051675938
0.10509542
""
""
0.1203666
0.14274441
0.13600895
0.061474256
0.087907389
""
0.091954112
0.041850634
""
""
0.030748174
0.051537748
""
0.09592481
0.026888102
""
0.10669774
0.15910089
""
0.088189639
0.083768994
0.21063058
""
""
0.083306886
""
0.099509656
0.019279528
0.14093053
0.07683485
0.10774081
""
""
""
0.073146619
""
""
""
0.085387483
""
0.097199298
0.044510644
0.039579093
0.070174403
0.068822689
0.044389851
0.10696859
""
0.05408638
""
""
""
""
0.059740897
""
""
0.10968278
""
0.095604487
0.048075639
0.022159155
""
0.02039806
0.103803
0.073125042
""
0.035059061
""
""
""
0.08601775
0.09462446
""
0.097620256
0.096248575
""
""
""
""
0.12219504
""
""
0.083898388
""
""
""
""
0.24916206
""
0.054905418
""
""
""
""
""
""
""
""
""
0.065982588
""
""
""
0.10416997
""
0.071648404
0.097656488
""
""
""
""
""
""
0.1261915
""
0.14815162
""
0.081311055
0.091196984
0.11735111
0.10922767
""
0.052750979
0.086137801
""
0.088257924
0.14906999
0.15765072
0.086131588
0.050369766
""
""
0.082075402
0.063619494
""
""
""
0.063054241
""
""
""
""
0.45282498
0.075375959
0.6572876
""
0.14202464
0.091412157
""
0.14930677
""
0.19431314
""
""
""
""
""
""
""
0.044794109
""
""
""
0.038798157
0.14489916
0.77894574
""
0.092496403
0.11128672
0.12818079
""
0.061104752
0.15933369
""
""
""
""
0.053316981
0.1087126
0.056933399
""
""
0.040568199
""
""
""
""
""
""
0.03813304
""
""
0.067274608
""
""
""
""
""
""
""
""
""
""
""
""
0.087845474
""
""
0.089170694
0.018609986
""
""
""
""
0.085777104
""
""
""
""
""
""
""
0.17169066
""
0.083551317
0.037070282
0.030618414
""
0.09336932
""
""
0.028156647
""
0.022044476
0.067696743
""
""
""
0.08130753
""
0.062391475
0.1026595
0.030896816
0.10693698
0.14241935
0.027569503
0.021083655
0.035295971
0.043008137
0.010768299
0.049309187
0.18056837
0.052839633
0.033028249
0.11682607
""
""
""
0.10738734
""
""
0.10763804
0.22432929
""
0.047711857
0.17607144
""
""
""
""
0.21032204
""
""
""
""
""
""
""
""
""
0.032156162
""
0.051656883
""
""
""
0.067762233
""
""
""
""
""
""
0.18876399
0.047845591
""
0.049892657
0.021419151
0.063908622
0.19565442
""
0.09649121
""
""
""
""
""
""
""
""
0.11733481
""
""
0.086216711
""
""
""
""
""
0.0902941
0.095205709
0.051102355
0.024451688
0.016345879
0.081641272
0.096300468
0.12236648
0.060766187
0.028195573
0.08670833
""
0.039271377
0.079220295
0.051335391
0.012663127
0.039997231
0.048716839
0.13822831
0.046624869
0.17727411
0.020386934
0.14925691
""
0.086822741
0.087398022
0.12506834
0.082688712
0.055967785
0.10578276
0.075568058
0.063236184
0.053981423
""
0.048898201
0.073354423
0.091478273
0.056306373
""
""
""
0.079889052
0.0683382
""
""
0.127047
0.058580484
""
""
0.0847065
0.1639999
0.14336489
""
""
0.06522885
0.091546044
0.069146082
""
0.065449096
""
0.063239977
""
""
""
0.04824616
""
""
""
0.02117724
0.18099655
0.0158132
0.085101217
0.030679636
0.05269935
""
0.020141585
0.028420348
0.057737868
0.015496634
""
0.20173542
0.18833815
0.057766661
0.23244736
""
0.061724138
0.14676997
""
""
""
0.038051464
0.027200138
0.098131098
0.059203561
""
""
""
0.10567644
""
0.070220686
0.0707063
""
""
0.060728155
0.053746611
0.056619108
0.065476261
0.048026659
0.028125305
0.043300327
0.030974135
0.060011771
0.020892467
0.026562363
0.07070788
0.20079589
""
0.042828638
0.062730461
0.02042718
0.025947161
""
0.11053568
0.033292066
0.065256193
0.049447808
0.01309953
0.063853577
""
0.098507442
0.13369149
0.046602294
0.070937373
0.039415173
0.017586641
0.069675349
0.025619593
0.098884597
0.055179268
0.060082406
""
""
0.062602803
""
""
""
0.076114573
0.095427863
0.017709594
