kir_top01_asian_female_p25_se
0.020680796
0.038158428
""
0.011201024
0.0015939592
0.027245136
0.0047849137
""
""
0.0033724869
0.0058620712
0.0035648425
""
0.0076470156
0.00061045482
""
""
0.018918155
""
""
0.024543151
0.0025304295
0.022385502
0.015659899
0.0051201456
""
0.0054764915
0.0080613568
0.002511383
0.0067864489
0.024386032
0.015568395
0.0042216475
0.0069925589
0.0079379939
0.005888632
""
0.0052893022
""
""
0.0094565675
""
""
""
""
0.065915905
0.002907854
0.0088725816
0.014133688
0.010873938
0.010177197
0.011536042
0.058786802
""
""
0.011754515
0.02819637
""
""
0.01085843
0.034619339
0.0058412026
""
0.012941009
""
0.01386321
""
""
""
""
0.046771374
0.016201248
0.021892268
0.008558928
""
""
0.014821131
""
""
0.0085608717
0.0085450076
0.027171198
""
0.0095134908
0.0032173712
0.003620262
0.077120677
0.01105426
0.014539065
0.041521754
0.0099153398
""
0.034070745
0.0064735329
""
""
0.030462962
0.010844318
0.0027861029
0.0051932447
0.0069928337
0.0028830026
0.0053976807
0.013200269
0.0076508741
0.0027730628
0.0076404926
0.0013421347
0.004837512
0.0044748336
0.02172398
0.022929739
0.0082228221
""
0.0089303115
0.0083271358
0.011468705
""
""
""
0.0017210594
0.015087722
0.0056319172
0.0020294066
0.0066462979
0.010001877
0.0035476282
0.01210225
0.029854558
0.011020857
0.0013316426
0.0040101721
0.036036674
0.053301286
0.00301193
0.023368875
0.0057666097
0.0058176937
""
0.035090216
0.022971608
0.0087408144
""
0.016003801
0.019972045
""
0.015150329
0.017650058
0.011004556
0.011733199
""
0.009197765
0.014910426
""
0.00170507
0.011426434
""
0.0038600063
""
0.042255726
""
""
0.015865922
0.0031139834
""
0.0014794185
0.015503881
0.01498126
""
0.027269322
0.00324103
0.0025304009
0.030225173
0.0070672091
0.012267783
0.072175905
0.0043428601
0.0068638972
0.0047724075
0.011032448
0.0076582823
0.0046132812
0.0084701329
0.018039739
0.059415322
0.0061223106
""
0.012346119
0.021818781
""
0.023462588
0.0066262227
0.0074872416
""
""
0.017877322
0.0090923263
0.018922836
0.0018785357
0.015745815
0.0037779643
0.0042442856
0.011776942
0.042626124
0.017918995
0.006262023
0.0041150982
0.0042024958
0.011415017
0.018104957
0.0063475221
0.012422334
""
""
0.012897181
0.0053004101
0.011673031
0.0084488234
0.0032428082
0.0518304
0.024029853
0.037579227
0.013232386
0.037473101
0.0054899836
0.0029708135
0.019117545
0.018211719
0.0075843334
0.0070076054
0.014919009
0.015003933
""
0.024307899
""
0.018025491
""
0.0071090255
""
0.039304223
0.0063693877
0.0061897328
0.040436804
0.013926127
0.010952157
0.022886574
0.016521074
