somecoll_white_male_mean_se
0.009950472
0.016178567
0.031597652
0.0090845488
0.011154382
0.031250093
0.0083562359
0.025987377
0.032362055
0.014326237
0.012759442
0.0067786286
0.030968018
0.020719964
0.012856222
0.03826157
0.044142347
0.012761625
0.035597656
0.035164751
0.012143116
0.011528204
0.014107331
0.020881427
0.0069336793
0.040690284
0.019203581
0.011486802
0.0075932126
0.025633898
0.024205985
0.016108744
0.0081468131
0.010193853
0.029380089
0.012085461
0.028013913
0.022893546
0.052077331
0.057627387
0.011838529
0.030741008
0.0367577
0.050617866
0.034751572
0.032769009
0.007281031
0.015536235
0.0096016349
0.019198364
0.012838054
0.011561358
0.017421352
0.066218458
0.04256478
0.011958794
0.02924173
0.046933338
0.050211493
0.021360891
0.02564328
0.0096771652
0.039240163
0.023296051
0.02029736
0.022118269
0.038180813
0.028020939
0.024745777
0.022345576
0.039549176
0.026767515
0.029393332
0.017863518
0.025655458
0.032838326
0.018585058
0.020712523
0.035177037
0.0082275951
0.026070857
0.017448703
0.02273564
0.017059356
0.0068324059
0.019596599
0.01781055
0.015846552
0.010421727
0.013207708
0.015848231
0.025969509
0.024101973
0.010968223
0.025084035
0.046634473
0.017156186
0.012854729
0.0056473869
0.011125701
0.0095237754
0.0061899875
0.0073409379
0.010504844
0.010015558
0.0067945519
0.011190793
0.0076995105
0.02361913
0.01405785
0.015507543
0.019573037
0.0099509927
0.039969783
0.011182819
0.0084415656
0.01207711
0.044960588
0.053846568
0.045819785
0.018338904
0.025508255
0.029418524
0.026451187
0.028595829
0.013739984
0.013794438
0.028647088
0.034440923
0.034374043
0.0045880978
0.02336183
0.018753806
0.028849941
0.015591563
0.021319989
0.011589731
0.01599176
0.043556459
0.02360633
0.013718926
0.017676506
0.052279752
0.033783942
0.022666253
0.03732327
0.013070308
0.021703327
0.030584538
0.028530037
0.020133741
0.0080270516
0.017950684
0.045302492
0.0097397994
0.01107389
0.035421558
0.013102733
0.027515437
0.018388985
0.047527343
0.030174984
0.014354893
0.0052189874
0.043033332
0.0035746356
0.015370129
0.015383886
0.02653379
0.010176052
0.0030845038
0.0088680107
0.014193446
0.0077079185
0.014529111
0.021364717
0.0087161148
0.005462301
0.014850308
0.018121302
0.017949233
0.01662348
0.0060414867
0.018572297
0.018678555
0.004935029
0.029957335
0.016368473
0.010156395
0.036879513
0.023666628
0.015460825
0.0066123814
0.030017981
0.024710841
0.015448322
0.011460889
0.010753768
0.0070021804
0.017987756
0.007936052
0.010243945
0.016302189
0.014179406
0.010345238
0.0082246428
0.0058276444
0.016482286
0.012791703
0.011019317
0.01322342
0.01000395
0.023524387
0.026851898
0.0084601752
0.0077812951
0.0095701236
0.0043674195
0.014823976
0.014047152
0.017443206
0.013815186
0.014532416
0.018943135
0.0055837282
0.010897752
0.010666732
0.0087752771
0.0039506685
0.0073710219
0.0072374009
