par_rank_black_female_mean
0.30076805
0.3014327
0.27648678
0.25693357
0.40516284
0.25178236
0.23885518
0.3092761
0.29124925
0.36881515
0.30898601
0.29075918
0.28298137
0.28981319
0.27087799
0.30797923
0.39765212
0.25098041
0.27580193
0.23932596
0.18575695
0.36719525
0.31396541
0.26256654
0.27461597
0.29504639
0.25651503
0.31940547
0.32937431
0.24855779
0.24130462
0.24221087
0.23636454
0.29535699
0.28313679
0.39672935
0.33325985
0.29977727
0.33677587
0.3791855
0.3201057
0.38791704
0.24959658
0.29712403
0.41243884
0.26629344
0.41063082
0.33098537
0.28990325
0.2998684
0.30903265
0.36826164
0.22331966
0.23396455
0.2469248
0.26593983
0.32769802
0.32075536
0.52073133
0.24818936
0.29229772
0.24827422
0.31519529
0.28831792
0.30633497
0.23313919
""
""
""
0.48018071
""
""
""
""
0.42535076
""
""
""
""
""
""
""
""
0.52491027
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47364873
0.41726384
""
""
""
""
0.4044295
0.37190497
0.39535689
0.39384377
0.38409364
""
0.42474896
0.46038023
0.28577897
0.30982849
""
0.50771588
""
0.27974609
0.26986361
""
0.21413085
0.32305861
""
""
0.22403394
0.29775429
0.32409385
0.3084569
0.31211782
0.25609422
0.25822791
0.31409362
0.27052483
0.29778385
0.37342274
""
""
0.26504853
0.46001664
""
0.26743168
0.34314197
0.27873001
0.33355179
""
0.23177892
0.32674742
0.25501856
0.26488993
""
0.21589009
0.26868668
0.31122619
""
0.3314887
""
""
0.28153759
0.25099897
0.2218464
""
0.24643648
""
0.28785935
""
0.23323819
""
0.2579979
""
0.34778967
0.23710342
0.33803272
""
0.28378481
0.4025493
""
""
0.32517478
0.34340596
""
""
0.29067975
""
0.39787585
0.29973167
0.24694468
""
0.43516487
""
""
0.39485186
""
""
0.48049435
""
0.66907382
0.3427836
""
0.45868218
0.37803543
""
0.35998133
0.39470175
0.3429848
""
0.39675477
0.37442368
0.45584661
""
""
0.35932946
""
""
0.45131052
0.53776169
0.56406975
0.50462598
0.62251616
""
0.43261582
0.40706149
0.6914013
0.43598151
0.41298699
0.40849441
0.42348
0.44217968
0.47646555
0.46853393
0.53810084
0.52929515
0.40573403
""
0.44205651
