kir_native_asian_male_p10
""
""
""
0.45576888
""
""
0.38758594
""
""
""
""
0.36289448
""
""
0.36244911
""
""
""
""
""
""
0.19607727
""
""
0.5838328
""
""
""
0.65878785
""
""
""
0.393664
""
""
0.56510311
""
""
""
""
""
""
""
""
""
""
0.50627202
""
""
""
""
0.41004565
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58026773
""
""
""
""
0.54780614
""
""
""
0.54084164
""
""
""
""
0.47291306
""
""
""
""
0.4168928
0.50929165
0.40057799
0.46861404
0.42655426
""
0.58844042
0.39636648
""
0.37890622
""
""
""
""
0.46404406
""
0.37915254
0.44011721
0.30974177
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4893221
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55347896
""
""
0.62229961
0.42713961
""
""
""
""
""
""
""
0.4863787
""
0.52499813
""
""
""
""
0.43048158
0.3320941
""
0.49754936
""
""
0.38014126
0.28045073
""
""
""
""
0.36579311
""
""
0.46786013
""
""
0.58091313
""
""
""
0.53401679
""
""
""
""
""
0.44606707
""
""
0.38993156
""
""
""
0.33221629
0.24489917
""
""
""
""
""
""
""
""
""
0.42710939
0.48364457
""
""
""
""
""
""
0.33311871
""
""
""
0.52299351
0.53837854
0.16084644
""
""
""
""
""
""
""
""
""
""
""
""
0.5526545
""
""
""
0.458345
""
""
0.51831877
0.46166012
""
""
""
""
""
0.44801
""
0.43467468
""
0.50412226
0.48426464
0.40336242
0.3994984
0.59526449
0.36311463
0.52667338
0.47888508
0.15407845
0.55176866
""
""
""
""
""
0.48687714
0.3400847
""
""
0.54031533
""
""
0.48655641
0.69618511
""
0.4797228
0.42691088
""
""
""
""
""
""
""
""
""
""
""
""
0.49568298
""
""
0.43616244
""
""
""
""
""
""
""
""
""
0.69712877
0.69067007
0.59294218
""
0.27216062
0.37491184
""
""
0.58207685
""
""
""
""
""
""
""
""
""
0.52091116
0.52640587
0.47367141
""
0.53818494
0.31857622
""
""
0.59440708
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4115794
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.63934541
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.53233111
""
""
""
""
""
""
0.65350437
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54614902
0.62268317
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5350799
""
""
""
""
""
""
0.49015123
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5698294
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61504817
""
0.33548817
""
""
""
""
""
""
""
""
""
""
0.49761748
0.66603541
""
""
0.51877517
0.52922928
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47758833
0.53331703
""
""
""
""
""
""
""
""
""
""
0.34396043
""
""
""
""
""
0.43432963
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4498097
0.48959136
0.47557983
""
""
""
""
""
0.46287408
""
0.50885934
""
0.39877725
""
""
""
""
""
""
0.43881488
""
""
0.35873267
""
""
""
""
""
""
""
""
0.64888394
""
0.22475198
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41224882
0.54867452
0.41481453
0.33608115
0.43508002
0.50994188
""
""
""
0.33138132
0.34465995
0.46205917
0.4668307
""
""
0.46942246
""
0.45975232
0.54278642
""
""
""
""
0.45284981
""
""
0.44348925
""
0.51478106
""
""
""
""
""
""
""
""
""
""
""
0.4628239
