two_par_black_female_p75_se
0.051792003
0.044185027
0.073912747
0.12213368
0.15009306
0.17354739
0.082999453
0.0332928
0.062293846
0.13355716
0.08628314
0.070121489
0.065279044
0.12124574
0.18803786
0.041843913
0.038449235
0.095980942
0.1351288
0.11048409
0.33155248
0.13185944
0.037677955
0.047291078
0.17687136
0.046584785
0.073801734
0.039979406
0.10901523
0.19662322
0.10351818
0.14620025
0.086213492
0.057300083
0.033533774
0.065678701
0.0096239066
0.15442145
0.047840022
0.05206763
0.034439523
0.0393208
0.073972695
0.045592301
0.014065259
0.067465588
0.11452778
0.13497573
0.014116609
0.071453013
0.015901854
0.043346073
0.12482118
0.12167121
0.0747611
0.12723501
0.033262119
0.090221666
0.029069392
0.085289747
0.046976201
0.074814744
0.023975506
0.086591266
0.089739963
0.096874014
""
""
""
0.018231587
""
""
""
""
0.033699024
""
""
""
""
""
""
""
""
0.14788593
""
""
""
""
""
""
""
""
""
""
""
""
""
0.023655662
0.059741307
""
""
""
""
0.011669577
0.095114768
0.15196618
0.023234313
0.05463573
""
0.10047745
0.041272197
0.076904409
0.049174372
""
0.062022652
""
0.091124602
0.21054542
""
0.09946762
0.051551234
""
""
0.28660092
0.053034637
0.10662103
0.062247571
0.14252585
0.046629749
0.11369796
0.090660013
0.078747921
0.101877
0.045017716
""
""
0.061271042
0.16267945
""
0.07484822
0.065978877
0.11789774
0.12074759
""
0.11953797
0.019887775
0.90351444
0.17287186
""
0.11467634
0.16255805
0.085819341
""
0.060717903
""
""
0.049303785
0.0622348
0.14777155
""
0.12878318
""
0.048171606
""
0.064807601
""
0.1763719
""
0.12736255
0.3052412
0.011479562
""
0.058704123
0.045976155
""
""
0.047915
0.16221955
""
""
0.041219868
""
0.059429314
0.10857964
0.1452302
""
0.009705808
""
""
0.074450836
""
""
0.011566781
""
0.056513082
0.025036925
""
0.088963792
0.079515748
""
0.020975271
0.043807209
0.14763978
""
0.0053242655
0.074489437
0.049526572
""
""
0.036857747
""
""
0.031275362
0.066956647
0.086129732
0.01555456
0.051958825
""
0.010554646
0.012962551
0.07961458
0.0083397701
0.0093580866
0.019931842
0.021470986
0.057225861
0.020367319
0.024848212
0.014329319
0.064199105
0.095499605
""
0.099552259
0.013111707
