spouse_rk_other_male_p50
0.49868181
0.532013
""
""
""
""
""
0.54428649
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47363701
""
0.37977627
0.43239892
""
""
""
""
""
""
""
""
0.41941392
""
0.50319368
""
""
0.38442841
0.49136472
""
""
""
0.49212253
""
""
""
0.37406543
""
0.48182067
0.45887929
""
""
""
""
""
""
0.45833865
""
""
""
0.48311204
""
""
""
""
""
""
0.49741474
""
""
""
""
0.51593202
""
""
0.63974231
0.48993525
""
""
""
""
0.38162586
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44402853
0.49123126
""
""
""
""
0.49910685
0.51237786
0.38537961
0.48813242
0.4619171
""
0.46868709
0.47392699
""
""
""
0.55474788
""
""
""
""
""
""
""
""
""
""
""
0.34446532
0.48468405
""
""
""
""
""
""
""
""
0.44590905
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51544386
""
""
0.52946931
""
""
0.4609409
""
""
""
""
""
0.47167957
""
""
""
0.56592715
""
""
0.47225574
""
""
0.57294154
""
0.48229799
0.53177792
""
0.49573001
0.43955836
""
0.4978531
0.45030555
0.53389865
""
0.54525876
0.46799478
0.65917629
""
0.53634208
0.50207168
""
""
0.52927536
0.56311351
0.45467746
0.57305187
0.50817442
""
0.47931555
0.54010773
0.44715765
0.49008787
0.51260877
0.59764421
0.50118273
0.45221353
0.55732965
0.55899608
0.57517374
0.52711236
0.42677417
""
0.36642247
0.55962396
0.5651744
0.50392705
0.41689128
0.45936018
""
0.53720158
0.5923177
0.53290689
0.54521495
0.47603056
0.53613722
""
0.52206361
""
""
""
0.55410975
0.57505113
""
""
""
""
""
""
""
""
0.58043051
""
0.38772449
""
""
0.48624238
0.31913829
""
""
""
""
""
""
""
0.51515186
""
""
""
""
0.50192231
""
""
""
0.51540613
""
""
""
""
""
""
""
""
""
""
""
0.436414
""
""
""
""
""
""
""
""
""
""
0.48501813
""
0.53443766
0.59151578
0.60919946
0.50454432
0.55731618
0.58901566
0.62444037
0.62788361
0.56324357
0.6025939
0.62164158
0.53277731
0.48249456
""
0.43914446
""
0.52966583
0.50898826
""
0.46162468
0.55614394
0.45979553
0.46599382
""
""
""
0.51846546
0.47949556
""
""
""
""
""
""
""
""
""
0.53569657
0.50838363
0.53552073
""
0.49544945
""
""
""
0.44629917
0.51342136
0.52201891
""
""
""
0.47027776
0.47668371
0.48303488
0.4865185
0.49990803
""
0.43933141
""
0.51339507
0.47940558
0.50149071
0.5203737
0.55355823
0.49222636
""
0.38726369
0.5986222
0.43349281
0.61328191
0.54063338
""
""
""
""
0.50078923
""
""
""
""
""
""
""
""
""
""
0.5279569
""
""
0.49801916
""
""
""
""
""
""
""
""
