has_mom_white_pooled_p25_se
0.0069071744
0.0042879162
0.01189486
0.012884504
0.0061069042
0.043072104
0.015980745
0.0047725001
0.011999054
0.0095787114
0.0081302449
0.022308048
0.013059142
0.013519455
0.011714722
0.0074081165
0.0065964973
0.017149569
0.023700705
0.0080987178
0.014828548
0.0052091042
0.0073682326
0.013104843
0.0053763366
0.0064137843
0.0089119393
0.0046701627
0.010992574
0.0075589335
0.0090998011
0.043993782
0.025410386
0.014623732
0.0058536842
0.0059909183
0.0028963848
0.013517149
0.0053397301
0.0097048897
0.0077232858
0.0061841463
0.034487568
0.031230722
0.0039721671
0.019469814
0.0076045208
0.00485064
0.0030893278
0.014049284
0.0050534271
0.0051306901
0.03309847
0.017702129
0.012135844
0.011961845
0.0095875114
0.0062719048
0.0051791575
0.043901965
0.0068311635
0.0092425542
0.0050762277
0.0056660431
0.019652372
0.023736199
0.0080189342
0.10775886
0.16141166
0.0043840911
0.072693758
0.11994227
0.099540889
0.095737338
0.0064987373
0.066503689
0.072629236
0.014275927
0.0084956447
0.02202002
0.017450344
0.078824669
""
0.0076120328
0.075539015
0.03911221
0.071712479
0.045800138
0.039648443
0.026400587
0.11972812
0.02372621
0.017577151
0.046354145
""
0.048718818
0.017803526
0.0051502893
0.0062625664
0.0089977952
0.012193702
0.023946062
0.02307695
0.0012874769
0.004070702
0.0082497774
0.0026776437
0.0053854617
0.028635846
0.004062972
0.0083804019
0.013175271
0.012940289
0.0061549535
0.0036277559
0.0050716596
0.016303346
0.026491959
0.0075584021
0.023820695
0.0093829008
0.0060598659
0.0069647646
0.016959785
0.012019135
0.0098965764
0.0050609293
0.0051923678
0.0086459415
0.01444813
0.014923249
0.015222805
0.011804182
0.0050473753
0.0093963128
0.010328513
0.0051016649
0.012457208
0.0064175525
0.011051496
0.007968084
0.013014574
0.0059449179
0.0086270012
0.011372265
0.007311543
0.0091772443
0.021333912
0.0082654338
0.019016208
0.016760169
0.014228854
0.0079691177
0.0063678208
0.0093543455
0.010283994
0.0083722547
0.0076285112
0.014614864
0.014249887
0.02045612
0.010592954
0.0089766737
0.011999018
0.01265895
0.012485323
0.0087294495
0.0086603211
0.0055357544
0.018528245
0.003538558
0.0059863715
0.012133313
0.0053134835
0.0079885256
0.012724193
0.004584318
0.012340987
0.0096888468
0.010144745
0.0081545487
0.0087002991
0.0037515652
0.0037277823
0.023780281
0.0099246986
0.0034721766
0.061893016
0.010127462
0.0037991267
0.011355838
0.017331867
0.0035493835
0.0098487502
0.0048397672
0.0031762067
0.012809543
0.0051620039
0.010952094
0.014357111
0.0029825922
0.0063968599
0.010135475
0.011663574
0.0012340554
0.0061583184
0.0066940165
0.010378534
0.0074807829
0.0052370909
0.012023947
0.017878316
0.0051217661
0.0072228746
0.0054969219
0.0019468645
0.004059996
0.015818773
0.001912651
0.0020842317
0.013971268
0.0019188138
0.0016906142
0.0060609477
0.0036450203
0.0038399852
0.0052037691
0.0043827137
0.0034175424
0.0057790829
0.003716846
0.042275734
0.0071395328
0.0044532088
0.0037558214
0.0029956638
0.0068848766
0.0061521069
0.024836993
0.0039200648
0.0069311098
0.0032722806
0.0059851571
0.0065765427
0.0038117678
0.015198038
0.003148637
0.0167339
0.017072335
0.023506505
0.0052114432
0.0096931318
0.011734904
0.059600014
0.02831625
0.014926332
0.036320139
0.025896711
0.022218674
0.0084828846
0.0038860224
0.036471244
