marr_24_white_male_p50
0.35078329
0.2710973
0.32460132
0.37753752
0.38545984
0.32478899
0.30682012
0.35182303
0.28607547
0.35396147
0.4176468
0.39813718
0.346659
0.37722373
0.4682146
0.31314829
0.36482796
0.31865817
0.35720438
0.34418085
0.38467127
0.37274814
0.32452253
0.28622204
0.37466815
0.3333908
0.36476383
0.34637123
0.43400186
0.42790279
0.36403334
0.19133613
0.35952976
0.31122571
0.30552462
0.36150557
0.2833162
0.40270287
0.33331373
0.37417024
0.25451675
0.36370546
0.21630588
0.19273753
0.29324713
0.39277133
0.3904978
0.36269242
0.30356491
0.37429807
0.25835443
0.31240478
0.42412198
0.40955704
0.34292436
0.3322835
0.2590709
0.37144533
0.26880777
0.37814051
0.34352589
0.32149041
0.30400509
0.33629882
0.46093994
0.38524604
0.38543865
""
""
0.21847914
0.20346536
""
0.28335342
""
0.24143219
0.10191383
0.27513245
0.23241587
0.21948035
0.18614535
0.25279236
""
""
0.25291911
0.26533562
0.24689823
""
0.097611085
0.21626581
0.21570361
""
0.40956882
0.1960036
0.37473661
""
0.24221572
0.34201199
0.27588212
0.24160346
0.28071919
0.36993974
0.39731821
0.27006215
0.2182373
0.23402844
0.38945648
0.19420183
0.23829126
0.25761193
0.25834438
0.22804886
0.28533864
0.33011284
0.33304054
0.33459127
0.37462011
0.42910525
0.43372372
0.3796252
0.33784297
0.38924518
0.37585795
0.36594859
0.4717772
0.32757214
0.36807814
0.32269856
0.36018333
0.26907429
0.33406129
0.37586847
0.33441094
0.36872578
0.32945296
0.38435397
0.33119616
0.32036084
0.37219319
0.37983549
0.31192634
0.3591316
0.38954601
0.38550863
0.40795854
0.34395301
0.29209337
0.4061439
0.38097778
0.35694194
0.27410018
0.32671645
0.38178438
0.34138301
0.34231114
0.33245397
0.36877865
0.35439205
0.36488447
0.45840642
0.30047718
0.42463639
0.45213425
0.38442254
0.3770119
0.25544295
0.39217991
0.36856797
0.40171972
0.3767921
0.40105447
0.27909178
0.38935119
0.31854522
0.33690453
0.35628068
0.29094651
0.32002777
0.4043006
0.38741195
0.40609077
0.35207802
0.33353749
0.30087611
0.38978869
0.38268188
0.38618049
0.12929037
0.31756872
0.21881193
0.20962644
0.20897397
0.2553637
0.13981369
0.20555785
0.21096966
0.22308019
0.25228801
0.17520294
0.27245626
0.18363209
0.27148908
0.24275587
0.21032678
0.26773712
0.12548666
0.23799157
0.065438867
0.25458208
0.17305902
0.21853274
0.33290508
0.22575615
0.16797726
0.13447332
0.17759407
0.12796845
0.19534332
0.19544412
0.20218058
0.19877793
0.17154838
0.21954723
0.1601408
0.068215899
0.20059882
0.17292112
0.08442466
0.16176617
0.1268415
0.11998601
0.25056663
0.18571879
0.24551859
0.18535003
0.11800207
0.22517009
0.25437856
0.2370345
0.24670278
0.2394779
0.19815823
0.1391058
0.18076523
0.26820722
0.23880246
0.31172454
0.18962239
0.23508996
0.3000797
0.25352839
0.15657286
0.21388336
0.26861686
0.19581729
0.16580217
0.43758604
0.6100688
0.3746824
0.40673715
0.35258755
0.16558841
""
0.21550032
0.1840844
0.24019249
0.24586906
0.30222949
0.25984117
0.23522966
0.16353118
0.3189396
""
0.32005602
0.087161332
0.18496394
0.17436686
0.25426584
0.18758968
0.21241809
0.21317397
0.269995
0.22388855
0.2931709
0.29215133
""
0.31197637
0.35625505
0.30179882
0.29715487
0.39489108
0.13658053
0.22254804
0.26270401
0.1435477
0.33163026
0.24237818
0.36841276
0.31386626
0.19264059
0.34748355
""
0.29114833
0.267683
0.21970931
0.28638491
0.21437442
0.24854413
0.36968467
0.074942343
0.088201024
0.10286875
0.091570579
0.08478184
0.12885439
0.12059353
0.14551201
0.23525777
0.13112657
0.21347161
0.096551105
0.19071758
0.37269714
0.24967869
0.28238866
0.19977297
0.12005127
0.31982467
0.20057319
0.21946053
0.2454935
0.16688588
0.26597279
0.27490997
0.33713523
0.21602388
0.26278117
0.17292878
0.3281441
0.24572334
0.24242686
0.23514767
0.30985558
0.32582867
0.3081297
0.23297003
0.19381732
0.2507548
