kir_native_other_male_n
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
38.0
51.0
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
91.0
""
47.0
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
55.0
20.0
""
""
132.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
100.0
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
118.0
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
102.0
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
34.0
30.0
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
49.0
""
22.0
""
""
""
""
""
""
""
60.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
28.0
""
""
""
""
""
""
23.0
""
46.0
""
""
25.0
""
""
""
22.0
""
""
""
""
""
23.0
""
107.0
108.0
""
""
23.0
""
34.0
""
35.0
""
42.0
57.0
""
175.0
176.0
""
""
""
""
23.0
""
""
81.0
51.0
""
112.0
""
70.0
21.0
52.0
""
143.0
""
80.0
83.0
76.0
93.0
""
""
29.0
""
""
""
""
25.0
""
""
38.0
""
31.0
26.0
""
""
34.0
""
22.0
""
""
""
45.0
""
116.0
""
""
""
""
""
""
""
104.0
""
""
""
20.0
33.0
68.0
""
114.0
""
""
20.0
""
""
""
""
""
127.0
""
23.0
""
""
""
""
""
22.0
""
""
50.0
""
210.0
""
""
""
""
""
""
30.0
""
""
39.0
22.0
""
""
""
""
20.0
22.0
63.0
317.0
""
""
95.0
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
94.0
""
""
""
""
""
""
""
302.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
158.0
""
""
""
""
""
""
54.0
""
""
""
26.0
""
""
""
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
149.0
23.0
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
44.0
""
""
""
170.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
76.0
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
24.0
25.0
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
105.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
53.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
349.0
""
""
""
""
""
""
""
""
""
""
""
""
78.0
""
""
""
""
""
""
""
48.0
""
30.0
23.0
""
27.0
71.0
95.0
56.0
""
35.0
92.0
45.0
31.0
""
49.0
74.0
77.0
45.0
42.0
38.0
""
33.0
22.0
58.0
""
123.0
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
30.0
""
27.0
""
""
""
""
""
21.0
45.0
""
76.0
33.0
26.0
""
25.0
""
""
""
""
""
""
48.0
85.0
""
""
""
""
""
""
""
43.0
144.0
""
""
""
114.0
""
121.0
74.0
42.0
38.0
80.0
""
51.0
""
""
""
""
96.0
20.0
54.0
43.0
27.0
31.0
24.0
""
""
""
""
140.0
""
""
21.0
23.0
""
""
22.0
85.0
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
88.0
""
""
""
""
""
38.0
""
36.0
""
20.0
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
90.0
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
88.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
25.0
""
""
""
""
43.0
""
""
29.0
28.0
""
""
""
""
192.0
""
""
""
21.0
""
""
211.0
""
""
22.0
46.0
""
143.0
21.0
""
""
""
""
""
""
""
""
""
""
42.0
""
24.0
""
64.0
79.0
""
29.0
""
29.0
""
""
""
""
117.0
""
""
""
""
""
""
""
""
""
21.0
""
""
20.0
""
""
""
""
""
79.0
78.0
23.0
20.0
""
""
""
""
""
""
""
20.0
""
37.0
""
""
""
""
""
31.0
28.0
40.0
35.0
64.0
""
""
120.0
""
72.0
""
32.0
65.0
""
46.0
""
""
23.0
26.0
37.0
""
""
""
""
""
""
""
""
""
52.0
""
""
21.0
40.0
23.0
""
""
26.0
""
21.0
""
""
56.0
""
59.0
""
""
""
302.0
43.0
65.0
42.0
22.0
56.0
56.0
45.0
51.0
""
""
95.0
35.0
46.0
20.0
""
""
397.0
61.0
47.0
""
""
""
""
39.0
116.0
""
""
27.0
""
""
24.0
26.0
""
""
""
""
57.0
""
""
24.0
""
128.0
""
36.0
""
89.0
""
243.0
23.0
""
""
25.0
""
""
""
147.0
""
25.0
""
171.0
""
31.0
""
50.0
""
""
63.0
""
21.0
""
""
""
58.0
""
""
""
""
""
28.0
57.0
68.0
""
45.0
""
""
21.0
""
""
""
""
""
""
27.0
64.0
""
""
28.0
32.0
""
""
25.0
""
20.0
89.0
""
46.0
""
""
163.0
""
""
20.0
""
""
""
""
""
""
""
""
32.0
""
39.0
""
48.0
""
""
24.0
86.0
""
""
20.0
""
""
""
""
""
35.0
""
39.0
""
""
""
""
""
""
""
23.0
""
""
""
""
43.0
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
48.0
""
22.0
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
76.0
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
97.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
90.0
222.0
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
95.0
""
""
""
""
""
""
38.0
""
""
""
""
""
""
279.0
""
""
""
102.0
""
""
""
""
""
""
""
""
20.0
65.0
""
""
""
""
""
""
""
54.0
""
""
""
""
27.0
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
334.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
35.0
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
51.0
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
226.0
39.0
""
""
""
""
""
89.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
88.0
""
""
""
""
""
""
""
""
""
""
""
229.0
""
""
""
""
""
""
102.0
""
25.0
""
53.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
187.0
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
97.0
""
""
""
""
""
""
""
""
""
""
""
22.0
24.0
""
""
""
""
""
""
""
""
29.0
""
""
""
""
55.0
""
""
""
""
""
""
""
""
""
58.0
""
""
""
""
""
""
""
54.0
53.0
""
""
""
20.0
""
34.0
20.0
""
""
""
132.0
""
""
""
""
""
45.0
""
35.0
119.0
""
34.0
""
""
""
""
""
26.0
26.0
""
627.0
127.0
""
""
21.0
""
26.0
""
""
""
394.0
""
31.0
""
215.0
112.0
21.0
79.0
""
""
44.0
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
20.0
""
""
""
185.0
""
""
""
31.0
""
""
""
""
""
""
43.0
""
23.0
""
""
""
""
21.0
25.0
""
""
""
""
""
""
""
63.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
