working_black_pooled_n
1179.0
405.0
61.0
3889.0
7432.0
1624.0
19443.0
237.0
97.0
6778.0
5329.0
30370.0
43.0
548.0
3250.0
30.0
28.0
1836.0
30.0
2845.0
18545.0
19340.0
6437.0
8020.0
26505.0
2520.0
6153.0
13157.0
34049.0
2958.0
4758.0
3460.0
28081.0
17489.0
6248.0
9288.0
3801.0
4613.0
2068.0
2639.0
24457.0
4626.0
1555.0
374.0
3149.0
4665.0
49384.0
5661.0
25767.0
5563.0
7835.0
13772.0
9390.0
804.0
896.0
20099.0
2227.0
344.0
520.0
7140.0
3015.0
14336.0
1146.0
721.0
106.0
283.0
""
118.0
182.0
90.0
4542.0
6206.0
9726.0
5443.0
2640.0
227.0
4496.0
1069.0
1068.0
49469.0
6360.0
1148.0
259.0
1677.0
17887.0
748.0
869.0
4889.0
8456.0
1902.0
1825.0
176.0
123.0
6408.0
68.0
""
635.0
2999.0
24521.0
8285.0
5007.0
78116.0
22585.0
4618.0
5559.0
25216.0
5722.0
25317.0
2421.0
3144.0
4655.0
9428.0
25245.0
3256.0
18685.0
14621.0
19242.0
1465.0
946.0
1583.0
6933.0
2356.0
2273.0
4477.0
2940.0
13183.0
13212.0
2319.0
3005.0
2820.0
102319.0
3841.0
3780.0
1402.0
1551.0
3875.0
10097.0
12850.0
2487.0
4549.0
9997.0
2109.0
1267.0
2102.0
8477.0
2351.0
5224.0
5488.0
4462.0
4263.0
750.0
27113.0
9599.0
3303.0
9248.0
17112.0
2219.0
15112.0
1810.0
471.0
112.0
72.0
4322.0
59073.0
1073.0
103202.0
66.0
47.0
30.0
1149.0
85321.0
3538.0
98.0
4142.0
184.0
49.0
4028.0
7559.0
94.0
30.0
50.0
61.0
12995.0
258.0
411.0
20603.0
176.0
76.0
4552.0
70.0
338.0
2208.0
13905.0
55.0
424.0
585.0
477.0
1476.0
7659.0
187.0
7531.0
1423.0
125.0
734.0
2503.0
4408.0
20557.0
207.0
661.0
1225.0
320.0
1739.0
20.0
68.0
13081.0
3089.0
3201.0
37940.0
217.0
440.0
482.0
302.0
453.0
205.0
18408.0
1357.0
259.0
513.0
14979.0
6242.0
1823.0
3416.0
32.0
412.0
""
808.0
21.0
1379.0
""
98.0
613.0
372.0
1101.0
1683.0
250.0
565.0
3530.0
5144.0
128.0
656.0
18519.0
802.0
167.0
""
829.0
113.0
102.0
4200.0
138.0
2049.0
603.0
2013.0
2934.0
6063.0
5536.0
175484.0
6295.0
67583.0
87003.0
10435.0
8074.0
2199.0
861.0
126.0
""
33.0
487.0
208.0
28.0
117.0
4843.0
23.0
""
21720.0
1064.0
64.0
3178.0
25453.0
232.0
""
22.0
""
21.0
49.0
""
26.0
""
114.0
94.0
223.0
14021.0
26.0
52.0
372.0
58.0
56.0
30.0
78.0
1118.0
""
435.0
518.0
87.0
120.0
321.0
303.0
24.0
158.0
162.0
224.0
55.0
1859.0
106.0
117.0
50.0
1066.0
3794.0
301.0
346.0
2279.0
129.0
3335.0
4125.0
22402.0
1856.0
127553.0
4183.0
878.0
102.0
43402.0
184.0
191.0
2156.0
2225.0
501.0
""
31.0
26.0
34.0
127.0
900.0
1018.0
906.0
92.0
481.0
1431.0
93.0
1576.0
241.0
2926.0
854.0
""
199.0
""
""
240.0
175.0
52.0
""
""
""
28.0
42.0
""
""
""
""
""
""
229.0
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
275.0
21.0
""
""
""
""
""
44.0
""
""
189.0
155.0
""
""
""
44.0
29.0
""
""
""
""
22.0
""
""
""
""
""
""
""
39.0
47.0
23.0
46.0
22.0
23.0
33.0
129.0
1966.0
20.0
""
24.0
252.0
""
""
""
""
29.0
282.0
""
""
82.0
26.0
30.0
""
57.0
305.0
""
743.0
""
26.0
6354.0
""
""
""
""
""
27.0
4507.0
""
""
236.0
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
25.0
327.0
10894.0
""
""
65.0
60.0
163.0
28.0
""
""
""
""
""
220.0
27.0
""
1690.0
1925.0
4301.0
102.0
118.0
71.0
87.0
580.0
1003.0
22247.0
416.0
206.0
""
""
1972.0
45.0
626.0
74.0
381.0
22.0
245.0
1232.0
1110.0
418.0
236.0
7576.0
557.0
""
332.0
3333.0
368.0
""
45.0
""
213.0
""
414.0
2374.0
480.0
142.0
1340.0
188.0
36.0
41.0
""
316.0
76.0
""
""
155.0
""
""
61.0
1009.0
469.0
125.0
9894.0
59.0
11431.0
118.0
90.0
""
1675.0
91.0
""
""
""
""
67.0
421.0
1890.0
2622.0
3317.0
75555.0
11044.0
2793.0
1651.0
587.0
40.0
""
22.0
108.0
""
256.0
95.0
109.0
1210.0
52.0
31.0
1448.0
46.0
21.0
156.0
206.0
40.0
4212.0
1482.0
7731.0
21720.0
52755.0
2128.0
5678.0
5620.0
4682.0
2992.0
489.0
91.0
589.0
131.0
262.0
12072.0
157.0
946.0
2836.0
566.0
""
1858.0
""
""
""
""
""
27.0
33.0
""
""
""
""
""
748.0
""
""
160.0
""
""
""
20.0
""
""
""
""
80.0
""
""
24.0
""
""
""
""
37.0
59.0
""
""
78.0
""
3390.0
24.0
72.0
23.0
97.0
""
""
""
1764.0
""
11474.0
31.0
3204.0
99.0
""
91.0
242.0
""
121.0
73.0
37.0
""
389.0
26.0
""
45.0
""
""
""
""
139.0
1427.0
53.0
131.0
""
""
""
""
""
42.0
134.0
""
""
165.0
76.0
128.0
24.0
70.0
2239.0
3283.0
4756.0
679.0
15100.0
6346.0
30.0
""
""
974.0
699.0
34596.0
12358.0
""
""
13559.0
570.0
1123.0
92018.0
28.0
47.0
87.0
50.0
672.0
31.0
122.0
4831.0
29.0
714.0
33.0
281.0
425.0
""
""
71.0
""
""
""
130.0
54.0
15655.0
