kir_native_black_male_p75
0.50542551
0.51770324
""
0.4766804
0.5004077
0.52585614
0.49844429
0.56486851
""
0.5267598
0.51943702
0.49507219
""
0.51387864
0.50694758
""
""
0.46456471
""
0.60638863
0.54641873
0.49624816
0.4976626
0.51073384
0.50500858
0.48998794
0.5301643
0.50754255
0.53150785
0.51182073
0.56285566
0.56883103
0.51939863
0.56057614
0.5562433
0.53760976
0.47978935
0.53527433
0.50918442
0.56500036
0.53427547
0.53779107
0.60588986
0.77332705
0.50398815
0.55057752
0.55623233
0.55921221
0.55764693
0.52824432
0.56430268
0.61124587
0.5034433
0.77776897
0.52384353
0.533831
0.66653603
0.38906744
0.47250557
0.56079954
0.49824142
0.50796765
0.52196807
0.57122594
""
0.42213744
""
""
""
""
0.53778249
0.51704085
0.50110412
0.51446003
0.54247338
0.61082155
0.58224374
0.51546395
0.53453994
0.51387888
0.5297817
0.4990195
0.52760279
0.52094328
0.51698291
0.38877362
0.47248214
0.50474781
0.48523012
0.56046259
0.54888761
0.58550292
""
0.51359713
""
""
0.3931224
0.51737803
0.47898215
0.47601736
0.45823479
0.4693839
0.45215169
0.47940671
0.50778359
0.4460741
0.42847744
0.50685203
0.41985643
0.36822233
0.43556175
0.54922819
0.53132027
0.51279056
0.5339241
0.54972684
0.52750218
0.41701868
0.52950549
0.58652425
0.56505978
0.50831556
0.55297941
0.50694489
0.54441684
0.49042684
0.51360506
0.52263659
0.49847171
0.50611019
0.48831007
0.55889344
0.50082451
0.59363574
0.53275478
0.55610317
0.49092966
0.52594042
0.43872786
0.51450902
0.47681311
0.47124973
0.50000608
0.46949208
0.49671194
0.54011828
0.53450674
0.53042549
0.52168918
0.48769748
0.55260563
0.55072731
0.51768667
0.54607576
0.4867813
0.55058372
0.51377124
0.5547114
0.61863261
0.45527008
0.516675
""
0.54235679
0.53548974
0.54017913
0.54071909
""
""
""
0.48935926
0.49662966
0.51022381
""
0.43574476
0.62746292
""
0.5112626
0.46368673
""
""
""
""
0.47981039
0.44551405
0.54343289
0.49980432
0.44148362
""
0.53415447
""
0.50380749
0.4934898
0.5047465
""
0.47869965
0.57602143
0.48211211
0.53420979
0.4868679
0.5099327
0.54043543
0.50195456
""
0.50189573
0.44897833
0.53697938
0.47146335
0.4706572
0.45855671
0.52529067
0.46493855
0.58832818
""
""
0.4750551
0.5440349
0.49435583
0.47379807
0.75057107
0.6363945
0.50730497
0.52254462
0.54334229
0.47818577
0.50942069
0.52086604
0.45636377
0.61403549
0.48761749
0.50731605
0.42401552
0.51539683
""
0.45213789
""
0.55981678
""
0.57368237
""
""
0.58470273
0.35924691
0.48434931
0.44736069
0.66226918
0.48656046
0.52820188
0.52458906
0.55929285
0.53330326
0.45670062
0.52892154
0.60718256
""
0.41554928
""
0.39082327
0.58136445
""
0.4833158
0.50267494
0.51993901
0.47974885
0.50348067
0.47309297
0.51534253
0.54997087
0.50809628
0.51480556
0.52615273
0.52495331
0.48475036
0.51491046
0.46212479
""
""
0.50353748
0.53587127
""
0.73466575
0.47977254
""
""
0.5509581
0.60655034
""
0.54330266
0.50861305
0.35228217
""
""
""
""
""
""
""
""
0.61915743
""
0.54483306
0.53259999
""
""
0.47449639
""
""
""
""
0.47085309
""
0.59836799
0.47142223
""
""
0.50536722
0.58656651
""
0.60582072
0.64747041
0.53887147
""
0.53188181
""
""
""
0.54536313
0.45406458
0.50586337
0.43686461
0.46890995
""
0.4727467
0.5014444
0.49999353
0.51774907
0.48567063
0.47075167
0.458404
""
0.49495515
""
0.51641971
0.4521794
0.4728291
0.54373443
""
""
""
""
""
0.53959715
0.46086276
0.55224222
""
0.48033917
0.50219023
""
0.53302163
0.62406921
0.55232936
0.42933881
""
0.39065757
""
""
0.55022442
0.75096959
""
""
""
""
""
""
""
""
""
""
""
""
0.55345786
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50781161
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57127786
""
""
""
0.40711406
""
""
""
""
""
0.52902895
""
""
""
""
""
""
""
0.52486908
""
0.45027027
""
""
0.50196564
""
""
""
""
""
""
0.51889777
""
""
0.39848155
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45329216
0.52535504
""
""
""
""
0.82978332
""
""
""
""
""
""
0.49363595
""
""
0.50563204
0.50615954
0.48227534
""
""
""
""
0.57415837
0.53628159
0.51695192
0.5773055
0.62396854
""
""
0.53328365
""
0.56633043
""
0.49649581
""
0.64827716
0.53630799
0.46945825
0.70587593
0.5028581
0.55123729
0.52734327
""
0.574368
0.57818609
0.50348926
""
""
""
""
""
0.53692913
0.5284093
0.61485696
""
0.55987221
0.53550404
""
""
""
0.70740235
""
""
""
""
""
""
""
0.58115286
0.58778352
""
0.50857133
""
0.52828145
""
""
""
0.58341688
""
""
""
""
""
""
0.4641459
0.54297942
0.59118021
0.52924174
0.52352947
0.54089791
0.54417789
0.51066476
0.518938
""
""
""
""
""
0.76968223
""
""
0.48262763
""
""
0.60409063
""
""
""
0.54926211
""
0.54083598
0.53597492
0.48101124
0.49333116
0.50840461
0.5850988
0.55103254
0.58471781
0.46340159
0.51848727
0.53098422
""
0.66895849
""
0.56238919
0.50702828
""
0.44748989
0.61927187
0.44081768
""
0.50969917
""
""
""
""
""
""
""
""
""
""
""
""
0.57591158
""
""
0.51191062
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.54256529
""
""
""
""
""
""
""
0.45267522
""
0.51044703
""
0.50059277
""
""
""
0.41844487
""
""
""
""
""
0.57464868
""
""
""
""
""
""
""
""
0.57470304
""
""
""
""
""
""
""
""
0.59067774
""
""
""
""
""
""
""
0.52134901
0.55519569
0.50742394
0.59291887
0.45455441
0.51373941
""
""
""
0.57237625
0.47226888
0.49375042
0.4560335
""
""
0.49966303
0.47328261
0.50331277
0.49015856
""
""
""
""
0.42265132
""
0.63693756
0.50050962
""
0.61721826
""
0.56334388
0.55759388
""
""
""
""
""
""
""
""
0.5011543
