kir_pooled_female_mean_se
0.0016915916
0.0024134591
0.0049806037
0.0014975985
0.0018603733
0.0043413374
0.001262549
0.0043719388
0.0053397194
0.0020027577
0.0019215586
0.0010602489
0.005509845
0.0031970507
0.0020203707
0.0061041429
0.006333401
0.0021278574
0.0056536994
0.0039356183
0.0015412695
0.0014363396
0.0021275566
0.0026251911
0.0011660563
0.0047335513
0.0025140292
0.0016373442
0.00109929
0.0035573149
0.003238138
0.0027247134
0.0012586153
0.0015769871
0.0031931449
0.0016647927
0.0032481411
0.0028515048
0.005498047
0.0050823777
0.001529286
0.0033000668
0.0049199741
0.0079929177
0.0041722143
0.0036510229
0.001029078
0.0021954018
0.0013409046
0.0025715358
0.0019633765
0.0015988
0.0021821894
0.0076020616
0.0069160438
0.0015628752
0.0043503651
0.0080434736
0.0076263994
0.0027251071
0.0038083934
0.001502526
0.0057286168
0.0040207631
0.0032975585
0.003780894
0.0062217372
0.004582271
0.0040842849
0.0036250006
0.0037054718
0.0030745342
0.0026595797
0.002518693
0.0035637133
0.0053312508
0.0025860544
0.0033665819
0.0045728898
0.0010426068
0.0028894613
0.0028697057
0.0038825357
0.0027301861
0.001092665
0.0031955407
0.0030600333
0.0022863585
0.001740897
0.0022315374
0.0026154851
0.0039371955
0.0039006975
0.0017310325
0.0038080036
0.0060195215
0.0026332962
0.0018328261
0.00085807254
0.001508226
0.0015405875
0.00066932815
0.0010762075
0.0015991343
0.0015902213
0.00091907586
0.0016374519
0.001078099
0.0030925935
0.002003652
0.0024102833
0.0022672112
0.0013953374
0.0042380169
0.0014789099
0.0013204422
0.0015880482
0.0054365965
0.0063063186
0.0054602949
0.0023417112
0.0034276859
0.0037064031
0.0030422099
0.0037913886
0.0018142037
0.0018417662
0.0035466258
0.0040384536
0.0040554786
0.00068492629
0.0030152092
0.0028312469
0.0039473977
0.0023364883
0.0029591576
0.0016515652
0.0019616273
0.0045903292
0.0033304403
0.0019306501
0.0026088858
0.0061589568
0.0044739014
0.0025308339
0.004868546
0.0024216985
0.0027746693
0.0034229739
0.0036392573
0.0033447051
0.0012326303
0.002305205
0.0044424469
0.0014423274
0.001524466
0.0044236043
0.0018268272
0.0041098227
0.0032059134
0.0084626582
0.0048570442
0.0024029172
0.00086229452
0.0061313272
0.00066993438
0.0034965172
0.003458746
0.0051364633
0.0021205517
0.00059162395
0.0018610144
0.0032301843
0.00163766
0.0032818981
0.0047871526
0.001705038
0.0010524098
0.0030454954
0.0040842742
0.0038618131
0.0035354279
0.0010844305
0.0033035774
0.003502571
0.0009010483
0.0052396613
0.0031216575
0.0017201713
0.0059987064
0.0039409851
0.0024790177
0.0011759666
0.005210212
0.004349431
0.0027607311
0.0022537699
0.0022036538
0.0013244767
0.0034711498
0.0014446254
0.0018099477
0.0032146007
0.0026465941
0.0018521752
0.0015288754
0.0010061677
0.002957142
0.0023723326
0.0021478301
0.0024348872
0.0019369019
0.0050326008
0.0051529766
0.0014177696
0.0014443743
0.0017459469
0.00080168655
0.0027774181
0.0026377945
