kfr_stycz_white_female_n
25767.0
24727.0
14265.0
108644.0
21431.0
70091.0
102717.0
10911.0
8288.0
2758.0
379.0
6155.0
509.0
1368.0
16154.0
6590.0
1775.0
4680.0
32473.0
91.0
82.0
88252.0
28859.0
2248.0
12031.0
58195.0
3252.0
818.0
807.0
507.0
1168.0
1966.0
1290.0
1509.0
466.0
3346.0
2496.0
6693.0
69551.0
1015.0
3167.0
5309.0
1438.0
1582.0
1293.0
2353.0
4926.0
559.0
3818.0
6114.0
3195.0
4731.0
14340.0
7619.0
1294.0
9331.0
7203.0
5084.0
2704.0
12445.0
3843.0
2190.0
2591.0
4309.0
7268.0
3258.0
2955.0
9074.0
1654.0
12971.0
13368.0
33862.0
2884.0
120697.0
14031.0
2229.0
3890.0
55788.0
773.0
1861.0
6343.0
10123.0
3833.0
1125.0
2012.0
1551.0
1111.0
1304.0
4004.0
2399.0
3346.0
602.0
3520.0
5612.0
791.0
4520.0
1729.0
1842.0
4772.0
366.0
6866.0
46.0
242.0
1348.0
1106.0
524.0
285.0
190.0
643.0
629.0
2959.0
22.0
85.0
26.0
235.0
86.0
37.0
1625.0
165.0
""
""
33.0
103.0
""
60.0
57.0
120.0
211.0
599.0
297.0
521.0
671.0
230.0
5044.0
847.0
287.0
213.0
""
100.0
991.0
1934.0
408.0
582.0
2229.0
4708.0
234.0
699.0
30.0
2567.0
1553.0
201.0
149.0
64.0
138.0
796.0
509.0
345.0
140.0
112.0
57.0
396.0
33.0
1653.0
996.0
1329.0
1017.0
1177.0
961.0
872.0
2157.0
14580.0
768.0
702.0
876.0
3942.0
""
26.0
""
""
1342.0
2300.0
342.0
88.0
1075.0
1201.0
713.0
427.0
1614.0
4183.0
354.0
7087.0
819.0
963.0
21713.0
774.0
236.0
""
103.0
167.0
866.0
12141.0
68.0
60.0
2624.0
208.0
156.0
91.0
79.0
181.0
263.0
153.0
44.0
349.0
998.0
750.0
214.0
1258.0
23.0
434.0
9356.0
45662.0
362.0
""
492.0
854.0
1679.0
796.0
165.0
58.0
334.0
149.0
182.0
1286.0
399.0
343.0
2448.0
6634.0
12505.0
1619.0
1062.0
1280.0
847.0
3063.0
2257.0
41724.0
4104.0
2110.0
657.0
356.0
6853.0
1693.0
11742.0
2821.0
6387.0
1263.0
3099.0
6317.0
1913.0
8714.0
1355.0
18955.0
778.0
563.0
2120.0
3919.0
932.0
84.0
324.0
""
1488.0
20.0
1121.0
4354.0
1017.0
228.0
4718.0
1032.0
93.0
68.0
""
439.0
593.0
197.0
113.0
359.0
223.0
236.0
381.0
2304.0
550.0
183.0
18473.0
877.0
18221.0
277.0
857.0
""
4486.0
277.0
87.0
59.0
35.0
61.0
201.0
1748.0
4545.0
2418.0
5693.0
61279.0
8834.0
2583.0
1272.0
1727.0
240.0
101.0
183.0
201.0
30.0
602.0
244.0
424.0
3515.0
112.0
133.0
2940.0
472.0
61.0
352.0
917.0
856.0
4247.0
1392.0
4876.0
34754.0
49803.0
3636.0
7427.0
5564.0
4189.0
2903.0
805.0
92.0
2090.0
1166.0
1363.0
25574.0
1014.0
3513.0
3816.0
1298.0
""
6194.0
27.0
""
""
""
""
137.0
473.0
110.0
208.0
""
""
""
1546.0
311.0
227.0
2019.0
193.0
775.0
238.0
651.0
839.0
259.0
""
36.0
3705.0
""
132.0
1630.0
1471.0
1119.0
106.0
308.0
2223.0
2672.0
1273.0
260.0
2138.0
""
3865.0
164.0
594.0
159.0
1028.0
104.0
38.0
389.0
8425.0
80.0
57157.0
404.0
12453.0
4224.0
166.0
2290.0
4065.0
448.0
929.0
499.0
2614.0
784.0
12865.0
1165.0
91.0
3484.0
975.0
193.0
540.0
""
12039.0
46852.0
4309.0
7649.0
178.0
137.0
555.0
1056.0
285.0
2080.0
2281.0
112.0
118.0
4549.0
2064.0
5712.0
673.0
3146.0
10546.0
9324.0
15084.0
6536.0
39063.0
19935.0
988.0
315.0
203.0
8816.0
9599.0
43083.0
23069.0
""
267.0
30805.0
1590.0
7779.0
138928.0
1850.0
799.0
1282.0
1790.0
14144.0
1135.0
4749.0
41710.0
1061.0
20441.0
1291.0
3831.0
6962.0
867.0
107.0
3413.0
25.0
90.0
133.0
3436.0
1628.0
78448.0
