has_mom_black_male_p1
""
0.83923024
0.87100244
""
0.79803884
0.37528881
0.84909177
""
0.72178054
0.35385418
0.88768286
0.59250695
0.97447771
""
0.43195391
""
0.43013808
0.50323349
""
0.6858331
""
0.65569997
0.75402391
0.62069947
""
""
""
""
0.98086703
""
""
0.965415
""
0.35720876
""
""
""
""
""
0.63095158
0.57187557
""
""
0.75150293
0.65395725
0.36963567
0.42791954
0.54096156
0.58104181
0.55507863
0.58370888
0.65856504
""
0.64114738
1.1397249
0.48315704
""
""
""
""
""
""
""
""
""
0.45185298
0.65213424
0.97971791
0.74577981
""
0.37851137
0.50403965
0.54375857
0.63079613
0.93706828
0.37993199
""
0.68026674
0.66522551
0.61836231
0.3414216
0.53023893
0.64121431
0.60651857
0.61545044
0.70788139
0.86687058
0.45052305
0.95657378
""
0.21373302
0.90244573
0.4896
0.86032671
0.88214189
""
""
0.78693718
0.80715704
""
0.47230914
""
0.80927134
""
""
""
0.67914993
0.69301993
0.28047484
0.39428484
0.55181408
0.6821894
0.43261516
0.53117108
0.55270225
""
""
""
0.96178329
""
""
0.70394367
0.83892369
""
""
""
""
0.52690715
""
0.66628391
0.78333586
0.74165553
0.77314132
0.27874008
0.70154899
""
0.62079006
0.23290527
0.5662061
0.49200973
0.77580875
0.73326999
0.72793877
0.76155043
""
""
""
""
0.49251825
""
""
""
""
0.57053381
0.60195529
0.73421234
""
""
""
0.59410584
0.85665542
0.41129518
0.82980722
0.84668046
0.71966469
0.8272121
0.60324144
0.77229911
""
1.0977896
0.78137267
0.68234599
0.92006391
0.74429458
0.54446298
""
""
""
0.90806127
0.20678933
0.63079548
0.7059468
0.14710233
0.82880926
0.27447149
""
0.58749801
""
""
0.6223321
""
1.0618135
0.80704159
""
""
""
""
0.98197263
""
""
1.3933082
0.48308098
""
1.2060862
0.62192041
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.83556765
""
""
0.94441533
""
""
""
""
0.6971181
0.69779152
0.82828856
0.80266953
0.80597514
0.87837666
0.76647466
0.69709909
0.75016052
0.58952713
0.66583347
0.71390605
0.74264783
0.59825355
0.63084954
0.56105959
""
0.61626321
0.6912691
0.48015174
0.828502
0.41082761
0.36794239
0.41281825
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.67064089
0.57835597
""
0.48057854
0.98402292
0.65117228
""
0.27157277
0.53297806
0.59515393
""
