kir_imm_white_female_p75
0.48072472
0.46168157
""
0.48597509
0.57369077
""
0.46280864
""
""
0.52112037
0.36803028
0.49561462
""
""
0.51090115
""
""
0.49711531
""
""
0.50914901
0.44778568
0.50526345
0.33524379
0.52461362
""
0.3628462
0.47072786
0.51894623
""
""
0.52114981
0.53935474
0.55010825
""
0.5033536
""
0.46343672
""
""
0.46949214
""
""
""
""
""
0.54094648
0.51776558
0.57122356
0.55342263
0.44163811
0.45182666
0.39503658
""
""
0.54549825
""
""
""
""
""
0.54622883
""
0.65341264
""
""
""
""
""
""
""
""
""
0.66281068
""
""
0.47278607
""
""
0.48800743
""
0.41469738
""
""
0.50249296
0.47990328
0.51057011
0.47239164
0.47597557
0.52727431
0.60732782
""
""
0.4482511
""
""
0.36704189
0.4630881
0.54204106
0.47411951
0.51518971
0.54818732
0.50944209
0.52610582
0.50748038
0.51020867
0.47405174
0.51524258
0.38112012
0.49250168
0.5248121
0.44489324
0.47820622
""
0.50895166
0.50877637
0.52545673
""
""
""
0.5280652
""
0.44217047
0.48154804
""
0.51091319
0.56117958
""
""
""
0.544985
0.37666044
0.50763392
""
0.52598917
""
0.44894341
0.46129972
""
0.42648324
0.5473392
0.51735073
""
""
0.48601055
""
0.46067828
0.5550313
""
""
""
0.53738135
0.48999217
""
0.45792979
0.51341921
""
0.52679724
""
""
""
""
0.51349157
0.59444219
""
0.60395098
0.42221537
0.39322981
0.48343852
0.48587441
0.5250904
0.53369993
0.46599066
0.51644415
0.525913
""
0.49744272
0.4995372
0.45001063
0.5662145
0.41290876
0.4602631
0.50465065
0.63670987
""
0.52277946
""
""
0.53123385
""
""
0.41922775
0.52097636
""
""
""
0.51350182
0.5242871
0.52224183
""
0.53655195
0.47885194
0.35097584
0.54179925
0.45074275
0.48501357
0.52836806
0.60712135
0.53217369
0.49091285
0.53231841
0.58782709
""
""
0.50118428
0.51458699
0.5370481
0.55253398
0.53271502
0.55997515
0.39877155
""
0.53534144
0.45779008
0.51538759
0.54641211
0.45135134
0.41886747
0.56811941
0.54491073
0.51591438
0.48611093
""
0.50582385
""
""
""
0.60841107
""
""
0.41116109
0.53006995
0.52257019
0.52253842
""
0.54901725
0.56581265
0.54917616
0.53047007
0.61634535
0.5649845
0.47180164
0.41386619
""
0.6180774
0.50796771
0.45686114
0.59522301
0.46340975
0.57040542
0.46715358
0.58821583
0.51118648
0.55525321
0.54116833
0.6150282
0.59084517
0.61568236
0.58290321
0.55230099
0.57119542
0.55135339
""
0.53817272
0.49838072
0.4723897
0.58383685
0.54498619
0.50877619
0.53364819
0.5988242
""
""
0.60284078
0.54973471
0.59926939
0.58244461
0.59862709
0.55835903
""
""
""
""
0.44430599
""
""
""
0.47710651
0.49348816
0.53255183
0.55646795
""
0.58399719
0.56915748
""
""
""
0.58898109
0.58531672
""
0.5483284
0.54403716
0.4722999
0.50519586
0.51326621
0.40268427
""
0.51976198
0.54254162
0.53648424
0.61157739
0.56976855
0.52928537
""
0.48269767
0.56539792
0.4738538
0.40191782
""
0.47215644
""
0.51284814
0.50975096
0.53731716
0.55132639
0.57838619
0.49696431
0.59832799
""
0.55508298
""
""
0.57039678
0.48351753
0.59089309
""
""
""
""
""
""
""
0.25485298
""
0.4229776
0.51286483
""
0.602283
""
""
0.40988269
""
0.53166854
""
""
""
""
""
""
""
""
""
0.518269
""
""
""
""
""
""
0.56528789
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47052607
""
""
""
""
""
""
0.60289878
0.47496274
""
0.42781064
0.53388399
""
""
""
0.37425962
0.67315561
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62047082
""
""
""
0.61594218
0.55387521
""
""
""
0.52822262
""
""
""
""
""
0.51014185
""
""
""
""
""
""
0.46048519
0.52522135
""
0.52085662
""
""
0.49891213
""
""
""
""
""
""
0.46306223
""
""
0.43174314
""
""
""
""
""
""
""
""
""
""
""
""
0.45038414
""
""
0.53020787
0.54329342
""
""
""
""
0.60752285
""
""
""
""
""
""
""
""
""
0.43950683
0.4491345
0.50838047
0.25952804
""
""
""
0.43940926
0.50464743
0.51456457
0.54820079
0.33323771
""
""
0.42811191
0.57364535
0.4835563
0.48800883
0.40354702
""
""
0.58933705
0.41833705
