working_pooled_male_mean
0.77258134
0.7658053
0.76587373
0.76251417
0.76130933
0.76230162
0.76514667
0.76805866
0.77809829
0.71508384
0.75646156
0.78569925
0.80164641
0.79240537
0.74894464
0.772183
0.78418624
0.74614191
0.77160883
0.79204416
0.81367928
0.7590031
0.79327804
0.72490126
0.76970083
0.76905084
0.79013336
0.72480887
0.76441067
0.79220092
0.76297009
0.68358797
0.74265295
0.75949681
0.76871383
0.79783201
0.74585778
0.82537436
0.78174579
0.7715795
0.77259851
0.76434469
0.69509375
0.71807581
0.77847201
0.76937413
0.76374084
0.75632411
0.75533539
0.7975263
0.74191028
0.78272343
0.66348231
0.75659221
0.78715396
0.76233268
0.7404502
0.77559024
0.80604267
0.73970765
0.7584179
0.77410555
0.76259506
0.73550713
0.81222099
0.73349345
0.76750839
0.77092761
0.74638957
0.81170279
0.66573876
0.81691885
0.88568908
0.75784129
0.82100427
0.8653459
0.71141726
0.82114834
0.80464315
0.82939303
0.7800988
0.65137196
0.82654482
0.81179553
0.72171539
0.72223902
0.62923121
0.71526808
0.72096515
0.74230605
""
0.75701654
0.79150236
0.74042326
""
0.79105133
0.73128837
0.78807437
0.78740376
0.77024567
0.79105663
0.80337083
0.72233838
0.77594048
0.76827854
0.74846739
0.77725548
0.75128663
0.71651292
0.79154807
0.74877763
0.75747567
0.78252912
0.78936207
0.79127407
0.78547919
0.78211141
0.79499829
0.76639771
0.73107278
0.78908437
0.77885926
0.76991171
0.790093
0.77676207
0.76407629
0.75911885
0.7518208
0.73539162
0.76876116
0.83796674
0.74860281
0.76342356
0.77350181
0.77297568
0.75459242
0.74253702
0.79710114
0.76719588
0.74121195
0.7591902
0.75980335
0.78278613
0.70864481
0.74344742
0.74521697
0.78036904
0.75678015
0.76852351
0.65554178
0.72597772
0.81677526
0.72792423
0.76088685
0.74623126
0.74753809
0.76649678
0.72681558
0.72656846
0.77300149
0.7355594
0.77677941
0.75339574
0.76083386
0.70368296
0.72229236
0.75869983
0.7415638
0.79472125
0.73882103
0.75585616
0.79355001
0.74408329
0.78019887
0.7235741
0.66194695
0.75350511
0.77588809
0.75828314
0.71574235
0.74876362
0.78474122
0.77805716
0.76907009
0.72713774
0.76052183
0.77871335
0.75865293
0.78049958
0.75509
0.77954578
0.74835151
0.7863245
0.71743631
0.79136455
0.74327743
0.75547552
0.71156245
0.67411906
0.79567051
0.76950592
0.76571494
0.718624
0.81335485
0.74645317
0.75112706
0.78173655
0.74127263
0.69681048
0.74940902
0.77413476
0.85087204
0.74829149
0.77342939
0.74359488
0.77470714
0.79275447
0.77122986
0.75666934
0.76084369
0.77771777
0.76544142
0.76647758
0.76895487
0.76732773
0.77830148
0.79769474
0.76911557
0.79361528
0.74753147
0.76404923
0.86436588
0.78493541
0.79374474
0.77535427
0.75472426
0.74823916
0.76892567
0.7097711
0.74638742
0.77914184
0.77705026
0.7795338
0.75593644
0.8072148
0.80087578
0.82739931
0.79649609
0.74822724
0.72424376
0.81205028
0.84037256
0.80096263
0.84615588
0.82789636
0.72783166
0.76117986
0.77606434
0.77635211
0.80966347
0.76132804
0.67710865
0.84799862
0.78687155
0.81610161
0.80512452
0.788508
0.79469937
0.83644438
0.85418946
0.79468513
""
0.72028792
0.87485194
0.8294735
0.72102469
0.81580776
0.79091835
0.78607202
0.82963431
0.80522913
0.76441103
0.84865165
0.81485933
""
0.84172636
0.79403871
0.78910857
0.80064863
0.77966708
0.83188671
0.81041688
0.76995903
0.76678133
0.79339755
0.78614402
0.86423945
0.79653984
0.84432787
0.76548362
""
0.77060604
0.81045884
0.81904787
0.79569304
0.79853779
0.80669385
0.78315371
0.79690725
0.81641853
0.8070448
0.82675487
0.80293846
0.81755984
0.83814508
0.79024839
0.78459889
0.791632
0.77210706
0.68767184
0.77259654
0.8190937
0.78081501
0.77112615
0.7696377
0.74752033
0.76716161
0.77745575
0.76823527
0.8047443
0.77100295
0.73726535
0.72211397
0.78405517
0.75542074
0.76526546
0.78102261
0.72628522
0.73254031
0.7641716
0.70983642
0.72876322
0.77668351
0.76198763
0.75252992
0.74949282
0.75609702
0.75993639
0.7453022
0.7627154
0.770913
0.72393572
0.82906926
0.75158226
0.77310264
0.77425879
0.74629736
0.80207866
0.76306421
0.7606833
0.76026839
0.78139067
0.73453122
0.74753249
0.79300904
0.79717439
0.73647422
0.76134712
0.78376919
0.75788814
0.75016046
0.75153106
0.76611423
0.73954201
0.80389261
0.75415492
0.7915858
0.76889789
0.79789293
0.7488879
0.77029383
0.79986477
0.76250422
0.76195329
0.75816029
0.73959935
0.77632213
0.751082
0.7497133
0.73540485
0.6198408
0.73858291
0.74277014
0.75084352
0.75273138
0.79275048
0.73179507
0.73075008
0.79479367
0.70365584
0.74824238
0.8131122
0.73083699
0.721398
0.75107813
0.77204549
0.80186141
0.72757232
0.74868011
0.7773298
0.79264218
0.76622248
0.79735762
0.77730715
0.7948401
0.74951077
0.74326962
0.73146111
0.73691285
0.79056638
0.77042609
0.72192991
0.81320256
0.7388975
0.78543836
0.72280163
0.73422509
0.77767211
0.74457783
0.76150084
0.71909308
0.7425788
0.72597539
0.71283126
0.76708633
0.76715958
0.80898136
0.79237491
0.7420997
0.75659913
0.75417352
0.67813587
0.82929724
0.76606661
0.78070301
0.74421722
0.73336571
0.73952907
0.77577037
0.77011365
0.76253849
0.71818686
0.76800787
0.7763353
0.77675205
0.7499271
0.74620992
0.72038043
0.78898019
0.76757425
0.72780412
0.7867794
0.78642136
0.74940366
0.77036071
0.70461267
0.7526713
0.75196284
0.71662837
0.76951659
0.7695542
0.79074603
0.69800246
0.75051492
0.81011623
0.77969962
0.7116406
0.74040753
0.77201557
0.73959261
0.76920652
0.68941325
0.71478027
0.75999808
0.79218066
0.74649841
0.73069793
0.76660597
0.78848833
0.76638925
0.77440858
0.77273238
0.74693996
0.72684228
0.79793757
0.74358267
0.76608384
0.7461797
0.75089496
0.77580714
0.77565378
0.76455384
0.80141097
0.72544849
0.7752521
0.72149754
0.7127918
0.7489441
0.77613968
0.84231281
0.73615795
0.77290213
0.76086181
0.7806586
