coll_black_female_p50
0.33347788
""
""
0.35429823
0.35468695
0.25071722
0.33692706
""
""
0.32400554
0.28915617
0.32335967
""
""
0.26553312
""
""
0.42605281
""
0.29045767
0.36876771
0.38996759
0.36088085
0.30186376
0.39811784
0.32612568
0.37536854
0.33644167
0.3459385
0.33078077
0.41384122
0.30651322
0.30939388
0.36388525
0.38021621
0.29078668
0.32112598
0.41114357
0.29882249
0.49171868
0.4054662
0.43338847
0.39084229
""
0.36248958
0.32571054
0.35949922
0.29636931
0.37751895
0.37190494
0.29588386
0.36955804
0.25799799
0.21835102
0.46318108
0.31641117
0.31900766
""
0.23921926
0.41606212
0.34679133
0.32607752
0.32400125
0.31736305
""
""
""
""
""
""
0.33219039
0.36433613
0.35181162
0.38960686
0.25503275
""
0.22841278
0.18169573
0.49749258
0.32834843
0.34490305
0.44711426
""
0.3651295
0.32871038
0.51488423
0.10606015
0.30404744
0.34245932
0.37365043
0.36235899
""
""
0.37307745
""
""
0.24752901
0.25597203
0.30869484
0.27198285
0.18646538
0.39044374
0.28896374
0.29959631
0.2731486
0.3485885
0.39917055
0.28848085
0.27426949
0.20007314
0.30471846
0.39935359
0.38566399
0.40674627
0.36602646
0.34583884
0.35140884
0.26077488
0.19873925
0.21058777
0.3347573
0.33898768
0.14284487
0.34563923
0.21441165
0.30557436
0.27672133
0.39429709
0.23043919
0.34523967
0.36433089
0.34340504
0.40245065
0.16979845
0.28998759
0.3202163
0.27464887
0.28423935
0.40841842
0.40860158
0.43685824
0.27917251
0.34787905
0.5250591
0.27528909
0.30804038
0.35740805
0.32505146
0.35341728
0.30032477
0.2563746
0.38173434
0.3764258
0.59794068
0.38466579
0.34273535
0.22765744
0.33001363
0.31235644
0.34940708
""
""
0.24610737
0.30045786
0.43809745
0.3612327
""
""
""
0.22298208
0.27045351
0.28676495
""
0.22302087
""
""
0.26358244
0.27760193
""
""
""
""
0.30783454
""
0.29345295
0.29797113
""
""
0.3465361
""
0.39153102
0.42235005
0.33033377
""
0.27852401
0.45863569
0.15304624
0.19084324
0.23645669
""
0.22962782
0.30293292
""
0.2470075
0.20443156
0.28900856
0.30205235
""
0.16762196
0.33409676
""
0.2652539
""
""
0.26896665
0.31205568
0.24335006
0.33545387
""
0.081877694
0.20837003
""
0.39600337
""
0.28801286
0.20749132
""
0.23630214
0.39376122
0.27137038
0.25609499
0.33980691
""
""
""
0.32966271
""
0.43018916
""
""
0.47401428
""
0.30013406
0.33948043
""
0.18449502
0.19682835
0.278384
""
0.31107944
0.34325758
0.37426516
""
""
0.35923171
""
""
0.4237619
""
0.29176906
0.44061604
0.21254449
0.34345084
0.2702843
0.34777737
0.4059296
0.34791842
0.37090966
0.3434518
0.32274368
0.31590408
0.18945231
0.080902681
""
""
""
0.16934294
""
""
""
0.39882803
""
""
0.43226424
0.45841584
""
0.37434962
0.33812276
""
""
""
""
""
""
""
""
""
""
""
""
0.27814621
""
""
""
""
""
""
""
0.18241906
""
0.25842631
0.23224282
""
""
""
0.31260592
""
""
""
""
""
0.33296728
""
""
""
0.35379905
0.29717767
""
""
0.35428557
""
0.25102919
0.23197432
0.2658172
0.29339516
0.32218739
0.25736392
0.56491297
""
0.2907114
""
""
0.22305982
0.35389996
0.19037011
""
""
""
""
""
0.20670165
0.21934621
0.3808198
""
0.06584397
0.48630351
""
0.19764167
""
0.41057456
0.58603686
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37861234
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49711087
""
""
0.36565521
""
""
""
""
""
""
0.32060224
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.3283056
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4697718
0.19133845
0.28466153
""
""
""
""
""
0.33808112
0.31414509
0.2915732
""
""
""
0.36379674
""
0.1400793
""
""
""
""
0.16200331
0.35005
""
""
0.28116429
0.36364958
""
""
0.41608092
""
""
""
""
""
""
""
0.24736322
0.38925612
""
0.31244519
""
""
""
""
""
""
""
""
""
""
""
""
0.32755744
0.40092611
""
0.31383562
""
0.39175606
""
""
""
0.29312259
""
""
""
""
""
""
0.18381807
0.34039646
0.23633777
0.23192415
0.36036798
0.28330827
0.24146754
0.27379024
0.24135415
""
""
""
""
""
""
""
""
0.29288027
""
""
0.24965075
""
""
""
""
""
0.2691099
0.18008661
0.29424384
0.3028163
0.32063872
0.3014828
0.28255388
0.38057518
0.32582706
0.28583935
0.13490914
""
""
""
""
0.34055597
""
0.23379081
0.33755013
0.18389133
""
0.3618629
""
""
""
""
""
""
""
""
""
""
""
""
0.23806353
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39858133
""
""
""
""
""
""
""
0.34450066
""
0.33519188
""
0.29510456
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.26991782
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.1908289
0.3533529
0.29656056
""
0.27742648
0.29268393
""
""
""
0.19295499
""
0.30879813
0.20258021
""
""
0.28560019
0.31997126
0.38078383
0.30449051
""
""
""
""
0.38533929
""
""
0.3269974
""
0.33495602
""
""
0.20243429
""
""
""
""
""
""
""
""
0.24959975
