hs_black_female_p25
0.75476211
0.75142884
0.76976395
0.64787036
""
0.74087083
0.80828655
0.7520141
0.83603275
""
0.90845335
0.76861489
0.80247343
""
""
0.74990064
0.77572721
0.82882786
0.79195434
0.75858331
0.78317565
""
0.75249082
0.77853924
""
0.72137439
0.74765503
0.84958684
""
""
0.72773987
0.78483462
0.81493956
0.73637778
0.75926214
""
0.82307971
""
0.7648738
0.85789925
0.69637209
0.75197124
0.81075889
0.77384239
0.75551498
0.91763675
""
""
0.77007449
0.90007186
0.72813559
0.76367778
0.76111013
0.81283242
0.77720177
0.93035036
0.81515777
0.79596519
0.80544388
0.87625045
0.77535808
0.75390255
0.75652832
0.84244376
0.82296699
0.77514231
""
""
""
0.80102313
""
""
""
""
0.82783276
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.98200464
""
""
""
""
""
0.80498219
""
""
0.87055451
0.69888467
""
""
0.55839741
0.73483425
0.81371188
""
""
""
0.92421585
""
""
0.8235926
0.88305485
""
""
""
0.80318189
0.99796057
0.82173043
""
0.80242997
0.76925367
0.97197467
0.83434564
0.9606117
0.81904036
""
""
0.75600308
""
""
0.90222961
0.93020511
0.66335547
""
""
0.75116658
0.8691082
""
0.81425279
""
0.96638733
0.91886818
0.81771737
""
0.74879873
""
""
0.75261426
0.76677787
0.81720328
""
0.98154354
""
0.89922506
""
0.85860646
""
0.85582441
""
""
""
0.80393589
""
0.78963375
0.76919872
""
""
0.87129056
""
""
""
0.7634989
""
0.69263172
0.86721683
0.86548156
""
0.82855284
""
""
""
""
""
0.85622597
""
""
0.85866892
""
""
0.99809742
""
0.87393492
0.75117838
""
""
0.86908603
0.9817329
0.98181731
""
""
0.90555692
""
""
0.85055333
""
""
0.86156076
0.94486731
""
0.86955047
0.85229003
""
0.86860418
0.86839622
0.83797294
0.83800036
""
0.85736054
0.80027246
0.8180573
0.90861797
""
""
""
0.87213826
0.73939091
0.94871515
""
""
""
0.77339429
""
0.84055418
0.79090834
""
0.80326211
""
0.81640464
""
""
""
""
""
""
""
""
""
""
""
""
""
0.84061575
""
0.78718793
""
""
0.88106441
""
""
""
""
""
""
""
""
0.83026332
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.84023011
0.83731812
""
0.78283882
0.84703493
0.86342478
1.0144621
""
0.81571245
0.78492612
0.82847536
0.81613737
0.74385828
0.85076851
0.84089631
0.82044214
0.77719271
0.81899136
""
0.8621465
""
0.7721051
0.80870265
0.83088547
""
""
0.76393443
0.7884649
0.72395563
""
0.82925045
""
""
""
0.90273148
""
0.67802632
0.84020185
0.69680142
0.81157655
""
0.68536043
0.87879169
0.73630828
""
0.79249823
0.79987228
0.83888251
0.80868775
""
0.72156233
0.72088474
0.84272939
0.79503644
0.82674879
0.98013246
0.55318505
0.75190151
""
0.79068398
0.78334498
0.76048642
0.77073479
0.74579829
0.8030684
0.80418575
0.8521024
0.81422794
0.70510787
0.80163294
0.78003025
0.81100559
""
""
""
0.81334478
0.81140918
0.76638758
""
0.90220672
""
""
""
0.77462077
""
0.77994633
0.71559674
0.78123027
0.89943743
0.72147477
0.57851088
""
0.74441761
0.69658601
0.80142808
0.80807358
0.72349477
""
0.82877815
0.64760888
0.76951551
""
""
0.84279323
0.89759105
""
0.93279433
0.69613272
0.71036458
0.81236619
""
0.83713007
0.78514153
0.78059804
0.7948612
0.75317621
0.72492141
""
0.65448594
""
""
0.73853242
0.80523258
0.76835662
0.74890196
0.79315364
0.82928646
0.86576182
""
0.81739366
0.77391231
0.85338533
0.74392384
""
0.83737236
0.650554
""
0.53726888
0.77737433
""
""
0.79180217
""
0.75028265
0.71391785
0.83421981
""
0.78328305
0.73900086
""
0.78467828
0.8139165
""
0.76439774
0.80374366
0.70687973
0.78250927
0.91673928
""
0.84025931
0.82710928
0.73407674
0.774912
0.74545735
""
0.85571975
0.81311023
0.84100008
""
""
0.75593716
""
0.65234935
0.87318021
0.86269855
""
0.69855791
0.81337231
""
0.81548035
0.76067895
""
0.69475204
""
0.78965825
0.79919976
""
""
0.8665179
0.69887263
""
""
0.99830937
0.76231486
""
0.75599265
""
""
0.76860988
0.75847685
0.78913021
""
0.86948287
0.81591284
0.71257097
0.75574893
0.80779147
0.83690792
0.77391899
""
0.68479967
0.53966701
0.67551297
0.68532401
0.69009006
0.73362082
0.8345359
""
0.79132682
0.76793599
0.79970437
0.84620446
""
0.7526527
0.70708066
0.72642094
0.70844173
0.72683018
0.74661499
0.74872756
""
""
""
0.78729481
""
0.91977435
0.85272425
0.75756961
""
0.89509445
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65367079
0.79157144
""
""
""
""
""
""
""
0.85257214
""
""
""
""
""
0.83999854
""
""
0.78685826
""
""
0.87471765
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.84430844
""
""
""
""
""
0.75799173
0.80022693
""
0.68837315
0.79705685
""
""
""
""
""
""
0.81814343
0.83969724
0.80242866
""
0.8762902
""
""
""
""
""
""
""
""
""
""
""
0.81671852
""
""
""
""
0.87659073
""
""
""
0.84427989
0.82645929
""
0.75857508
""
""
""
""
0.60431331
""
""
0.83251488
""
""
""
""
""
""
0.86028886
""
0.79058838
""
""
0.80488956
""
""
""
""
""
""
""
0.81875658
""
""
""
""
""
""
""
0.78612983
""
0.74116606
""
0.78520691
""
""
""
""
0.81307292
""
0.81086415
""
""
""
""
0.68417966
""
""
""
""
""
""
""
""
""
""
0.83588743
0.869115
""
0.72862393
0.7631343
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.73694283
""
""
""
""
""
""
0.73849893
""
""
""
""
""
""
""
0.76463348
""
""
0.75671035
""
0.68764138
""
""
""
""
0.66038769
""
""
""
""
""
""
""
""
""
0.8035351
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.91467857
""
""
""
""
0.72448426
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.89993179
""
""
""
""
0.77049923
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.67567545
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.81788802
""
""
""
""
""
