kir_29_asian_male_p25_se
0.043876138
0.046190187
""
0.025199346
0.031465136
""
0.012957145
""
""
0.024263477
0.030760748
0.010504098
""
0.024070565
0.019172147
""
""
0.042804845
""
""
0.031006936
0.019226426
0.046789918
0.049273901
0.013136084
""
0.042894274
0.022942098
0.011036541
0.069269925
0.059927125
0.046172235
0.013217382
0.015896831
0.065984875
0.016820358
""
0.06994392
""
""
0.032466821
""
""
""
""
0.087317258
0.0090687955
0.025990989
0.017216325
0.035394177
0.03476961
0.018965775
0.046767022
""
""
0.029040044
""
""
""
0.062473334
0.075440064
0.02736062
""
""
""
0.083556943
""
""
""
""
0.078193389
""
0.056762274
0.073310412
""
""
0.071718343
0.073822588
""
0.015232888
0.076053441
0.041841168
""
0.06405057
0.013914975
0.06075504
0.069114886
0.034847472
0.027544027
0.056146268
0.056421045
""
0.085468031
0.023527468
""
""
0.046129938
0.030889714
0.0082167406
0.022461681
0.021076988
0.0073692887
0.013789747
0.024191579
0.019959673
0.0085109966
0.023400847
0.012668936
0.062735118
0.032316066
0.031489596
0.044046007
0.021188576
""
0.022365782
0.02348835
0.023553113
""
""
0.075504772
0.043187056
0.083811969
0.065718457
0.044404231
0.079869114
0.026041009
0.027881578
0.080331899
0.074203901
0.10694613
0.0051532774
0.056530122
0.028615227
0.056503795
0.025271414
0.092026345
0.028818371
0.030823719
0.059973251
0.060922176
0.027340895
0.029350819
""
""
0.057104249
""
0.037171442
0.058355026
0.088370055
0.069548324
""
0.025982801
0.064088129
""
0.015552455
0.02155347
""
0.034352336
""
0.081387587
""
""
0.029726388
0.007768665
""
0.0039797644
0.07077682
0.070725918
""
0.047461491
0.0066523631
0.020520346
0.062645473
0.030582694
0.082616657
""
0.028083958
0.014975217
0.061077338
0.13086084
""
0.069531195
0.019459512
0.091844611
0.067117594
0.01549775
""
0.13475275
0.032335203
""
""
0.04033947
0.017469257
""
""
0.073922835
0.045624796
0.056667287
0.025040412
0.088693641
0.024771646
0.032886781
0.074147329
0.062818699
0.043019012
0.025094973
0.015480284
0.057717968
0.052873716
0.036120042
0.053547855
0.051112991
""
""
0.026239285
0.035235699
0.045662075
0.011419914
0.070405796
0.06992276
0.082007758
0.069685891
0.078020498
0.09395048
0.012279717
0.047078818
0.042410105
0.055174161
0.014770004
0.033080429
0.031422921
0.02868131
""
0.050985601
""
0.090590477
""
0.045565613
""
0.1391075
0.065675467
0.044457942
0.059414838
0.034734689
0.098468363
0.06556306
0.034410402
0.016174763
0.064517863
0.031942572
0.011097995
0.03436996
0.059407018
""
0.040764552
0.079361163
0.088715315
0.018377442
0.070578374
0.02290534
0.070166431
0.01998139
0.017095229
0.016186194
0.020916345
0.0020920273
0.013985014
0.0033898652
0.004977908
0.018828642
0.020937108
0.045827474
""
0.049325798
""
0.082563303
0.02363676
0.034910314
""
0.052400626
0.011192396
""
""
0.0049207425
0.017886225
0.054799981
0.018201737
0.0084911566
0.050628472
""
""
""
""
0.071763106
""
""
""
0.050910991
0.048474573
0.034183819
0.0058243177
""
0.06488283
0.023945436
0.06432347
0.080920875
""
0.050851531
0.044900466
""
0.037416507
0.04389349
0.042156462
0.021088278
0.016643735
0.021776609
""
0.017131228
0.023439791
0.023714975
0.10766445
0.017828582
0.073401421
0.075957939
0.12440807
0.071110249
0.027133707
0.046518411
0.064597748
0.028281938
""
0.026923742
0.029002681
0.011281536
0.071961105
0.003858458
0.020221017
0.057196919
0.080002546
0.011968346
""
""
0.039682422
0.036224306
0.081021942
""
""
""
""
""
0.082860239
0.082660764
0.067675762
""
0.09056472
0.043831628
""
0.069294512
""
0.079702027
0.092012018
""
0.045593891
""
""
""
""
""
""
""
""
""
0.17724466
""
""
""
""
""
""
0.078996338
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.041457754
""
""
""
""
""
""
0.083267607
""
""
0.056308478
0.048274532
""
""
""
0.080931962
""
""
""
""
""
""
""
""
""
""
""
""
""
0.10806896
0.069329321
0.10195456
0.033283405
0.11495461
0.075248428
0.044992037
0.058911338
0.015957799
""
""
""
0.055559777
""
""
""
""
0.090279691
0.074022226
""
""
""
""
0.079481833
""
0.05011224
0.02810261
""
0.020382678
""
