proginc_asian_female_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0026181238
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.025514495
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.016160356
""
""
0.001109438
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.023003576
""
""
""
""
""
0.016279643
""
""
0.063756026
""
""
""
""
0.035795234
""
""
""
0.013841515
""
0.0023456377
""
""
0.050389562
""
""
0.023920318
""
""
0.0042698598
-0.00037617484
""
0.013155877
0.01747001
""
0.016636314
0.0082465447
0.014110756
0.014090837
""
0.011181738
-0.0042888988
0.0066915536
-0.0034487282
""
""
""
0.0043383641
0.0031910951
0.053137474
""
""
""
-0.0018728463
""
0.015044014
0.099877089
""
5.2677828e-05
""
0.0023664734
""
""
""
0.0073111085
""
""
""
""
""
""
""
""
""
-0.0064129508
""
""
""
""
0.036811553
""
""
""
""
""
""
""
""
-0.0036413956
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.00065903796
0.00069350417
""
""
0.060816199
0.0082797138
""
""
""
0.0043107984
""
0.049625304
""
""
""
""
""
-0.00096841977
""
""
""
""
""
""
""
""
0.019393049
0.001436609
""
""
""
""
""
""
""
""
""
""
""
-7.1121533e-05
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.020031121
""
""
""
""
0.037171785
""
-0.0028339799
""
0.034726929
""
""
""
""
""
""
-0.0068208328
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0061384998
""
-0.002065944
""
""
""
""
""
""
""
""
""
""
-0.00025520261
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0031650057
""
""
""
""
""
""
0.0090442467
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0012105686
0.011630157
0.010318011
0.041902378
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.018693577
""
""
""
""
""
0.0074258908
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.049156237
""
""
""
-0.001780979
""
""
""
