stayhome_black_pooled_p75_se
0.03181706
0.028339077
0.035063535
0.070732266
0.11493754
0.043471057
0.058182016
0.019972613
0.032416876
0.1077293
0.05880326
0.038896229
0.03386008
0.090481631
0.072300896
0.032723863
0.031411506
0.050370712
0.078172795
0.072804376
0.12784365
0.093310915
0.027485974
0.019722428
0.058883604
0.030443832
0.038382001
0.024746154
0.070881397
0.094522215
0.068033949
0.045109615
0.050424345
0.036882468
0.022686148
0.059955392
0.0069807484
0.089503631
0.031541042
0.039275281
0.021869838
0.030570369
0.048063949
0.027136842
0.011614045
0.032778393
0.09548118
0.11638142
0.0092496714
0.034061816
0.0096498141
0.024955077
0.061202791
0.054220177
0.04247538
0.071953446
0.02394804
0.056137465
0.025545565
0.050695486
0.021903336
0.050820362
0.015025203
0.051578119
0.039386798
0.051993825
""
""
""
0.020685403
""
""
""
""
0.032054249
""
""
0.04133128
""
""
0.14475618
""
""
0.13112214
""
""
""
""
""
""
""
""
""
""
""
""
""
0.025817171
0.055448148
""
""
""
""
0.0088713653
0.064271949
0.038021266
0.017429758
0.048430651
""
0.028679049
0.043691739
0.043671679
0.038450453
""
0.065228619
""
0.043512437
0.120759
""
0.051735524
0.040585216
""
""
0.15739299
0.041648481
0.061928518
0.036847375
0.065371454
0.026396386
0.054273777
0.068199612
0.036038842
0.041543216
0.032428969
""
""
0.04167641
0.15309432
""
0.044720031
0.042004436
0.065249741
0.1025872
""
0.035080217
0.013107665
0.21450822
0.070389308
""
0.049204856
0.083095767
0.077388905
""
0.044587072
""
""
0.02811932
0.025759336
0.0628528
""
0.058134094
""
0.026854305
""
0.030989608
""
0.12732685
""
0.062413134
0.29169461
0.0092506576
""
0.032183345
0.04666727
""
""
0.035767041
0.17197832
""
""
0.026169125
""
0.062895007
0.068316445
0.080544889
0.20256376
0.007648515
""
""
0.061804198
""
""
0.010190801
""
0.052816048
0.016427673
""
0.074597768
0.052709848
""
0.016453043
0.032309648
0.075575307
""
0.0042181555
0.044891223
0.039591074
""
0.050515156
0.027596207
""
""
0.025799638
0.060972624
0.089841768
0.012998846
0.042835232
""
0.009720657
0.0089349411
0.086563483
0.0080597382
0.00776522
0.015610235
0.013327303
0.052234679
0.017487934
0.030851215
0.012565554
0.055729426
0.059146684
""
0.092231318
0.011457322
0.041480571
0.021777941
0.051992606
0.12511779
""
0.045572899
""
0.01968733
0.05180205
0.049384687
0.022541372
""
0.013340342
""
""
""
0.046739537
0.097319379
""
""
""
""
""
""
""
""
0.012561727
""
0.033805247
""
""
0.012031283
0.13991259
""
""
""
""
""
""
""
0.031678285
""
""
""
""
0.041412078
""
""
""
0.074679017
""
""
""
""
""
""
""
""
""
""
""
0.057396356
""
""
""
""
""
""
""
""
""
""
0.021187766
""
0.011287017
0.009850597
0.053927638
0.035064209
0.01103115
0.024385601
0.043597769
0.058771748
0.017240146
0.0094154617
0.023412799
0.0063893362
0.017453024
0.078041889
0.022779197
0.067938924
0.013974301
0.0061144694
0.083562694
0.032681607
0.038972583
0.019744141
0.03172202
0.035268918
0.073819503
0.24578094
0.0073551838
0.013080609
0.03849652
0.10854959
0.026192561
0.078740917
0.18545735
0.08519531
0.06408897
0.13074309
0.042043172
0.031713162
0.035868194
0.0090528792
0.11186253
0.035223838
0.030145373
0.060879685
""
0.023452275
0.018499155
0.013331321
0.077914655
0.10599808
0.055628818
0.024754308
0.022571372
0.036381859
0.0053957184
0.057907641
0.041956712
0.019615337
0.054453373
0.0085522272
0.024632484
0.0084352354
0.024676455
0.012479868
0.013147021
0.03240053
0.03071934
0.017236182
0.026035802
0.029992919
0.015271455
0.062375356
