kir_imm_asian_pooled_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.042941477
""
""
""
0.062721878
""
""
""
0.034564331
""
""
""
0.032005537
""
0.051550124
""
""
""
""
""
""
""
0.068121232
""
""
""
""
""
""
""
""
""
""
0.018147035
""
""
""
""
0.043060541
""
""
0.055793431
""
0.056263074
0.041473012
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.058178399
""
""
""
""
""
0.010805521
""
""
0.019221261
0.050130896
""
""
0.049468409
""
""
""
0.056879845
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.042789169
""
""
""
""
""
0.029069412
""
""
""
""
""
0.043280292
""
""
""
0.0046069422
""
""
0.029728899
""
""
0.0065605571
""
0.059223924
0.0094115082
0.07369969
0.06545388
0.079290234
""
0.012872195
0.030549088
""
""
0.0022578177
0.061834726
0.022668852
""
""
0.016972203
""
""
0.016079502
0.028744766
""
0.0037544693
0.02838503
""
0.0086045759
0.0064435909
0.062517859
0.0074374443
0.0042893169
0.0051419595
0.0085146427
0.04154807
0.0055732136
0.018159695
0.0038200538
0.033352572
0.068005405
""
""
0.0081435116
0.0182555
0.014772426
0.022312442
""
""
0.019870473
""
0.010337984
0.025498573
0.026543487
0.015751328
""
0.016916363
""
""
""
0.037117641
0.051936813
""
""
""
""
""
""
""
""
0.019765683
""
0.043902613
""
""
0.020533118
""
""
""
""
""
""
""
""
0.01915969
""
""
""
""
0.070913494
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.014516421
0.015864376
0.045442455
0.050250098
0.019509068
0.034104861
0.060968082
""
0.050412644
0.018865593
0.053871501
0.024824779
0.036786959
""
0.044183318
""
0.026029008
0.012032293
""
""
0.0836078
0.037122358
""
""
""
""
0.014253068
0.02610537
""
""
""
""
""
""
""
""
""
""
""
0.017662015
""
""
""
""
""
0.061350014
0.048087701
0.042215601
""
""
""
0.04186935
0.057725023
""
0.013282518
""
""
0.031053063
""
0.013379847
0.034994271
0.018700704
0.035812978
0.016643211
0.033308722
""
""
0.046863161
0.049033243
0.052673321
0.02226291
""
""
""
""
0.035965193
""
""
""
""
""
""
""
""
""
0.056634072
""
""
""
0.057639718
""
""
""
""
""
""
""
""
""
""
""
""
""
0.038090724
""
""
0.054871485
0.070478812
""
0.018802037
""
0.017369814
""
""
0.029033324
""
""
""
""
""
""
""
0.014958513
""
""
""
""
""
""
""
""
""
""
""
0.035614546
""
0.056452751
""
0.018643152
""
""
""
""
""
""
0.01211911
""
0.050288953
""
""
""
""
""
0.042649809
0.059871469
""
""
""
""
""
""
""
""
""
""
""
""
0.076606877
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.048179768
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.048522435
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
